t,E,I
0.0,-0.9722936972675775,8.654467807385578e-09
0.050000000000000044,-0.9712936972675775,7.630076870364093e-08
0.10000000000000009,-0.9702936972675775,1.055603546940081e-07
0.15000000000000013,-0.9692936972675775,1.2617166370387874e-07
0.20000000000000018,-0.9682936972675775,1.42263797828522e-07
0.2500000000000002,-0.9672936972675775,1.554611960402187e-07
0.30000000000000027,-0.9662936972675775,1.6660280692309178e-07
0.3500000000000003,-0.9652936972675775,1.7618902158883448e-07
0.40000000000000036,-0.9642936972675775,1.8454674170554928e-07
0.4500000000000004,-0.9632936972675775,1.919034715611313e-07
0.5000000000000004,-0.9622936972675775,1.9842510556191146e-07
0.5500000000000005,-0.9612936972675775,2.042370399173495e-07
0.6000000000000005,-0.9602936972675775,2.0943680703982922e-07
0.6500000000000006,-0.9592936972675775,2.141020550892863e-07
0.7000000000000006,-0.9582936972675775,2.1829581130006533e-07
0.7500000000000007,-0.9572936972675775,2.2207008021899764e-07
0.8000000000000007,-0.9562936972675775,2.2546837865378612e-07
0.8500000000000008,-0.9552936972675775,2.2852756784017316e-07
0.9000000000000008,-0.9542936972675775,2.312792072278152e-07
0.9500000000000008,-0.9532936972675775,2.3375057423225043e-07
1.0000000000000009,-0.9522936972675775,2.3596544549367696e-07
1.050000000000001,-0.9512936972675775,2.379447044808627e-07
1.100000000000001,-0.9502936972675775,2.3970682042640705e-07
1.150000000000001,-0.9492936972675775,2.412682304267193e-07
1.200000000000001,-0.9482936972675775,2.426436476342056e-07
1.250000000000001,-0.9472936972675775,2.438463123200336e-07
1.3000000000000012,-0.9462936972675775,2.4488819826457084e-07
1.3500000000000012,-0.9452936972675775,2.4578018384681843e-07
1.4000000000000012,-0.9442936972675775,2.4653219496821365e-07
1.4500000000000013,-0.9432936972675775,2.4715332530419545e-07
1.5000000000000013,-0.9422936972675775,2.4765193815622005e-07
1.5500000000000014,-0.9412936972675775,2.4803575325903775e-07
1.6000000000000014,-0.9402936972675775,2.483119212006063e-07
1.6500000000000015,-0.9392936972675775,2.4848708757688994e-07
1.7000000000000015,-0.9382936972675775,2.4856744858948614e-07
1.7500000000000016,-0.9372936972675775,2.485587994705345e-07
1.8000000000000016,-0.9362936972675775,2.4846657686480367e-07
1.849999999999996,-0.9352936972675776,2.482958960970601e-07
1.9000000000000017,-0.9342936972675775,2.4805158409176276e-07
1.9500000000000017,-0.9332936972675775,2.4773820858275626e-07
2.0000000000000018,-0.9322936972675775,2.473601041461005e-07
2.0500000000000016,-0.9312936972675775,2.4692139550424466e-07
2.099999999999996,-0.9302936972675776,2.464260184803971e-07
2.150000000000002,-0.9292936972675775,2.458777389250478e-07
2.200000000000002,-0.9282936972675775,2.4528016988973375e-07
2.2500000000000018,-0.9272936972675775,2.446367872843911e-07
2.300000000000002,-0.9262936972675775,2.439509442225097e-07
2.3500000000000023,-0.9252936972675775,2.432258842316069e-07
2.399999999999997,-0.9242936972675776,2.424647534843205e-07
2.450000000000002,-0.9232936972675775,2.416706121869224e-07
2.500000000000002,-0.9222936972675775,2.4084644524668226e-07
2.5500000000000025,-0.9212936972675775,2.3999517232676645e-07
2.6000000000000023,-0.9202936972675775,2.391196573868639e-07
2.650000000000002,-0.9192936972675775,2.3822271779917186e-07
2.7000000000000024,-0.9182936972675775,2.3730713312250963e-07
2.749999999999997,-0.9172936972675776,2.3637565361196297e-07
2.799999999999997,-0.9162936972675776,2.3543100853745663e-07
2.8500000000000023,-0.9152936972675775,2.3447591438189764e-07
2.9000000000000026,-0.9142936972675775,2.335130829879576e-07
2.950000000000003,-0.9132936972675775,2.3254522972213646e-07
3.0000000000000027,-0.9122936972675775,2.3157508172546544e-07
3.0500000000000025,-0.9112936972675775,2.3060538632208424e-07
3.1000000000000028,-0.9102936972675775,2.2963891966004056e-07
3.150000000000003,-0.9092936972675775,2.2867849566308108e-07
3.200000000000003,-0.9082936972675775,2.2772697537809695e-07
3.2500000000000027,-0.9072936972675775,2.2678727681039406e-07
3.300000000000003,-0.9062936972675775,2.2586238534836205e-07
3.350000000000003,-0.9052936972675775,2.2495536489066217e-07
3.400000000000003,-0.9042936972675775,2.2406936980316538e-07
3.450000000000003,-0.9032936972675775,2.2320765785000084e-07
3.500000000000003,-0.9022936972675775,2.2237360426382633e-07
3.5500000000000034,-0.9012936972675775,2.2157071714556057e-07
3.599999999999998,-0.9002936972675776,2.2080265441427943e-07
3.650000000000003,-0.8992936972675775,2.2007324256497234e-07
3.7000000000000033,-0.8982936972675775,2.1938649753691725e-07
3.7500000000000036,-0.8972936972675775,2.187466480505236e-07
3.8000000000000034,-0.8962936972675775,2.1815816183812885e-07
3.850000000000003,-0.8952936972675775,2.1762577527768225e-07
3.9000000000000035,-0.8942936972675775,2.1715452704173413e-07
3.949999999999998,-0.8932936972675776,2.167497965032721e-07
4.0000000000000036,-0.8922936972675775,2.164173478020482e-07
4.050000000000003,-0.8912936972675775,2.161633806799528e-07
4.100000000000003,-0.8902936972675775,2.1599458945495422e-07
4.150000000000004,-0.8892936972675775,2.1591823183807894e-07
4.200000000000004,-0.8882936972675775,2.1594220973153408e-07
4.2500000000000036,-0.8872936972675775,2.160751647126033e-07
4.300000000000004,-0.8862936972675775,2.1632659165545244e-07
4.350000000000004,-0.8852936972675775,2.1670697493985026e-07
4.400000000000004,-0.8842936972675774,2.1722795304066206e-07
4.450000000000004,-0.8832936972675774,2.1790251912916158e-07
4.5000000000000036,-0.8822936972675774,2.1874526786144302e-07
4.549999999999999,-0.8812936972675776,2.197727021055648e-07
4.600000000000004,-0.8802936972675774,2.2100361846922007e-07
4.650000000000004,-0.8792936972675774,2.2245959792454572e-07
4.69014321700667,-0.8784908329274441,2.238082058106947e-07
4.74014321700667,-0.8774908329274441,2.2555236986907753e-07
4.790143217006671,-0.8764908329274441,2.2721478464194385e-07
4.840143217006671,-0.8754908329274441,2.287986226812604e-07
4.8901432170066705,-0.8744908329274441,2.3030703781058658e-07
4.94014321700667,-0.8734908329274441,2.3174316584756348e-07
4.99014321700667,-0.8724908329274441,2.3311012531535082e-07
5.040143217006671,-0.8714908329274441,2.3441101814349146e-07
5.090143217006671,-0.8704908329274441,2.3564893035867182e-07
5.1401432170066705,-0.8694908329274441,2.368269327658333e-07
5.190143217006671,-0.8684908329274441,2.3794808162007898e-07
5.240143217006671,-0.8674908329274441,2.3901541928980865e-07
5.290143217006671,-0.8664908329274441,2.400319749115048e-07
5.340143217006671,-0.8654908329274441,2.4100076503658226e-07
5.3901432170066705,-0.8644908329274441,2.419247942707064e-07
5.440143217006671,-0.8634908329274441,2.428070559059724e-07
5.490143217006671,-0.8624908329274441,2.436505325463349e-07
5.540143217006671,-0.8614908329274441,2.4445819672666456e-07
5.590143217006672,-0.8604908329274441,2.4523301152580486e-07
5.640143217006671,-0.8594908329274441,2.4597793117399205e-07
5.690143217006671,-0.8584908329274441,2.466959016549977e-07
5.740143217006671,-0.8574908329274441,2.4738986130334565e-07
5.790143217006671,-0.8564908329274441,2.4806274139694913e-07
5.840143217006672,-0.8554908329274441,2.487174667455108e-07
5.890143217006671,-0.8544908329274441,2.493569562750207e-07
5.940143217006671,-0.8534908329274441,2.4998412360868565e-07
5.990143217006672,-0.8524908329274441,2.5060187764461676e-07
6.040143217006672,-0.8514908329274441,2.5121312313060045e-07
6.090143217006672,-0.8504908329274441,2.518207612362738e-07
6.140143217006671,-0.8494908329274441,2.5242769012302177e-07
6.190143217006671,-0.8484908329274441,2.5303680551191257e-07
6.240143217006672,-0.8474908329274441,2.5365100124998343e-07
6.290143217006672,-0.8464908329274441,2.542731698751893e-07
6.340143217006672,-0.8454908329274441,2.549062031803227e-07
6.390143217006672,-0.8444908329274441,2.555529927762145e-07
6.440143217006672,-0.8434908329274441,2.562164306545219e-07
6.490143217006672,-0.8424908329274441,2.5689940975041164e-07
6.540143217006672,-0.8414908329274441,2.5760482450544415e-07
6.590143217006672,-0.8404908329274441,2.58335571430966e-07
6.640143217006672,-0.8394908329274441,2.590945496723176e-07
6.690143217006672,-0.8384908329274441,2.598846615741632e-07
6.740143217006672,-0.8374908329274441,2.607088132472535e-07
6.790143217006673,-0.8364908329274441,2.615699151369299e-07
6.8401432170066725,-0.8354908329274441,2.624708825936828e-07
6.890143217006672,-0.8344908329274441,2.634146364460781e-07
6.940143217006672,-0.8334908329274441,2.644041035763678e-07
6.990143217006672,-0.8324908329274441,2.654422174991048e-07
7.040143217006673,-0.8314908329274441,2.6653191894308284e-07
7.0901432170066725,-0.8304908329274441,2.676761564369285e-07
7.140143217006672,-0.8294908329274441,2.688778868986736e-07
7.190143217006673,-0.8284908329274441,2.701400762296432e-07
7.240143217006673,-0.8274908329274441,2.714656999129952e-07
7.290143217006673,-0.8264908329274441,2.7285774361725693e-07
7.3401432170066725,-0.8254908329274441,2.7431920380520546e-07
7.390143217006672,-0.8244908329274441,2.7585308834844675e-07
7.440143217006673,-0.8234908329274441,2.774624171480536e-07
7.490143217006673,-0.8224908329274441,2.791502227616291e-07
7.540143217006673,-0.8214908329274441,2.8091955103717005e-07
7.590143217006673,-0.8204908329274441,2.827734617541102e-07
7.640143217006673,-0.8194908329274441,2.847150292719345e-07
7.690143217006673,-0.8184908329274441,2.8674734318676033e-07
7.740143217006673,-0.8174908329274441,2.888735089962921e-07
7.790143217006673,-0.8164908329274441,2.9109664877356636e-07
7.840143217006673,-0.8154908329274441,2.934199018499115e-07
7.890143217006673,-0.8144908329274441,2.958464255075591e-07
7.940143217006673,-0.8134908329274441,2.9837939568235384e-07
7.990143217006674,-0.8124908329274441,3.010220076770201e-07
8.040143217006673,-0.8114908329274441,3.037774768854576e-07
8.090143217006673,-0.8104908329274441,3.066490395285475e-07
8.140143217006674,-0.8094908329274441,3.0963995340196875e-07
8.190143217006673,-0.8084908329274441,3.127534986365339e-07
8.240143217006674,-0.8074908329274441,3.159929784715726e-07
8.290143217006673,-0.8064908329274441,3.193617200419024e-07
8.340143217006673,-0.8054908329274441,3.228630751789479e-07
8.390143217006674,-0.804490832927444,3.265004212265807e-07
8.440143217006673,-0.803490832927444,3.3027716187227695e-07
8.490143217006674,-0.802490832927444,3.341967279942022e-07
8.540143217006674,-0.801490832927444,3.38262578524858e-07
8.590143217006673,-0.800490832927444,3.424782013319418e-07
8.640143217006674,-0.799490832927444,3.4684711411709735e-07
8.690143217006675,-0.798490832927444,3.5137286533325004e-07
8.740143217006674,-0.797490832927444,3.5605903512125363e-07
8.790143217006674,-0.796490832927444,3.609092362665926e-07
8.840143217006673,-0.795490832927444,3.659271151769122e-07
8.890143217006674,-0.794490832927444,3.711163528811825e-07
8.940143217006675,-0.793490832927444,3.764806660513212e-07
8.990143217006674,-0.792490832927444,3.8202380804713916e-07
9.040143217006674,-0.791490832927444,3.877495699854992e-07
9.090143217006673,-0.790490832927444,3.936617818346167e-07
9.140143217006674,-0.789490832927444,3.9976431353445725e-07
9.190143217006675,-0.788490832927444,4.0606107614423903e-07
9.240143217006674,-0.787490832927444,4.125560230180646e-07
9.290143217006674,-0.786490832927444,4.19253151009769e-07
9.340143217006675,-0.785490832927444,4.261565017080971e-07
9.390143217006674,-0.784490832927444,4.3327016270337756e-07
9.440143217006675,-0.783490832927444,4.405982688869035e-07
9.490143217006676,-0.782490832927444,4.4814500378428017e-07
9.540143217006674,-0.781490832927444,4.559146009240505e-07
9.590143217006675,-0.780490832927444,4.6391134524296673e-07
9.640143217006674,-0.779490832927444,4.7213957452933056e-07
9.690143217006675,-0.778490832927444,4.806036809058826e-07
