E,<I>,I (raw),j,j
V vs. RHE,mA,\g(m)A,\g(m)A/cm\+(-2),mA/cm\+(-2)
-0.19539411,-0.00263175016152672,-2.63175016152672,-17.3081011235484,-0.0173081011235484
-0.1959402,-0.00260401042356129,-2.60401042356129,-17.1256665608512,-0.0171256665608512
-0.19692849,-0.00253824079219258,-2.53824079219258,-16.6931226791296,-0.0166931226791296
-0.19780959,-0.00235323754936367,-2.35323754936367,-15.4764210020944,-0.0154764210020944
-0.19840951,-0.0019800751535715,-1.9800751535715,-13.0222623299317,-0.0130222623299317
-0.19855766,-0.00148118121230962,-1.48118121230962,-9.74121122123645,-0.00974121122123645
-0.19826949,-0.00100827709876386,-1.00827709876386,-6.63108612705056,-0.00663108612705056
-0.19755559,-6.08435356955143E-4,-0.608435356955143,-4.00146671947491,-0.00400146671947491
-0.19662523,-3.35094065677468E-4,-0.335094065677468,-2.20379656831939,-0.00220379656831939
-0.19554378,-1.81888171166772E-4,-0.181888171166772,-1.19621493930316,-0.00119621493930316
-0.19440566,-1.00392304470158E-4,-0.100392304470158,-0.660245103504635,-6.60245103504635E-4
-0.19327477,-7.12468579675055E-5,-0.0712468579675055,-0.468565686995648,-4.68565686995648E-4
-0.19221899,-4.68219469572281E-5,-0.0468219469572281,-0.307931582786338,-3.07931582786338E-4
-0.19118656,-1.35658868814442E-5,-0.0135658868814442,-0.0892180972978237,-8.92180972978237E-5
-0.19014904,1.88680285213078E-5,0.0188680285213078,0.124088429982025,1.24088429982025E-4
-0.18915503,5.75341504398038E-5,0.0575341504398038,0.378382001615187,3.78382001615187E-4
-0.18815105,1.31710502103032E-4,0.131710502103032,0.866213944909632,8.66213944909632E-4
-0.1871755,1.79393422904973E-4,0.179393422904973,1.17980785179758,0.00117980785179758
-0.18618272,2.4571985520399E-4,0.24571985520399,1.61601361865867,0.00161601361865867
-0.18520103,3.1699944224163E-4,0.31699944224163,2.08479455331112,0.00208479455331112
-0.18421721,3.78027987759804E-4,0.378027987759804,2.4861579702089,0.00248615797020889
-0.18319899,4.39846061251754E-4,0.439846061251754,2.89271383668253,0.00289271383668253
-0.1822052,5.05668614045539E-4,0.505668614045539,3.32560576412295,0.00332560576412295
-0.18123537,5.68229235796026E-4,0.568229235796026,3.7370451110028,0.0037370451110028
-0.1802422,6.3155892848954E-4,0.63155892848954,4.15354236871616,0.00415354236871616
-0.17924733,7.00776017311E-4,0.700776017311,4.60875897335939,0.00460875897335939
-0.17824738,7.61612864102468E-4,0.761612864102468,5.00886165472247,0.00500886165472247
-0.17724508,8.16853962583588E-4,0.816853962583588,5.37216305493306,0.00537216305493306
-0.17625254,8.80342799973734E-4,0.880342799973734,5.78970695170163,0.00578970695170163
-0.17524898,9.46218390911075E-4,0.946218390911075,6.22294769247756,0.00622294769247756
-0.17425159,0.00101906872573131,1.01906872573131,6.70205888638414,0.00670205888638415
-0.17324972,0.0010890284602283,1.0890284602283,7.16215961211112,0.00716215961211112
-0.17224488,0.00114867186140246,1.14867186140246,7.55441341870953,0.00755441341870953
-0.17124003,0.00121422922944071,1.21422922944071,7.98556131868397,0.00798556131868397
-0.17025003,0.00127135330755361,1.27135330755361,8.36124641790856,0.00836124641790856
-0.16924606,0.00133760010673238,1.33760010673238,8.79692846556633,0.00879692846556633
-0.16824059,0.00141376558197711,1.41376558197711,9.29784217953912,0.00929784217953912
