Time (s)	WE(1).Potential (V)	WE(1).Current (A)	Scan
191.089412517546	0.27587890625	6.292724609375E-06	1
191.11941251747	0.27557373046875	6.280517578125E-06	1
191.149412517394	0.275299072265625	6.2896728515625E-06	1
191.179412517318	0.274993896484375	6.280517578125E-06	1
191.209412517243	0.274688720703125	6.2774658203125E-06	1
191.239412517167	0.2744140625	6.26220703125E-06	1
191.269412517091	0.27410888671875	6.268310546875E-06	1
191.299412517015	0.2738037109375	6.2774658203125E-06	1
191.32941251694	0.273529052734375	6.2713623046875E-06	1
191.359412516864	0.273223876953125	6.26220703125E-06	1
191.389412516788	0.27294921875	6.2774658203125E-06	1
191.419412516712	0.27264404296875	6.231689453125E-06	1
191.449412516637	0.2723388671875	6.2744140625E-06	1
191.479412516561	0.272064208984375	6.231689453125E-06	1
191.509412516485	0.271759033203125	6.2530517578125E-06	1
191.539412516409	0.271453857421875	6.2286376953125E-06	1
191.569412516334	0.27117919921875	6.25E-06	1
191.599412516258	0.2708740234375	6.2255859375E-06	1
191.629412516182	0.270599365234375	6.2408447265625E-06	1
191.659412516107	0.270294189453125	6.219482421875E-06	1
191.689412516031	0.269989013671875	6.2408447265625E-06	1
191.719412515955	0.26971435546875	6.2225341796875E-06	1
191.749412515879	0.2694091796875	6.21337890625E-06	1
191.779412515804	0.26910400390625	6.207275390625E-06	1
191.809412515728	0.268829345703125	6.201171875E-06	1
191.839412515652	0.268524169921875	6.201171875E-06	1
191.869412515576	0.268218994140625	6.2225341796875E-06	1
191.899412515501	0.2679443359375	6.170654296875E-06	1
191.929412515425	0.26763916015625	6.1767578125E-06	1
191.959412515349	0.267364501953125	6.16455078125E-06	1
191.989412515273	0.267059326171875	6.1737060546875E-06	1
192.019412515198	0.266754150390625	6.1859130859375E-06	1
192.049412515122	0.2664794921875	6.182861328125E-06	1
192.079412515046	0.26617431640625	6.15234375E-06	1
192.10941251497	0.265869140625	6.182861328125E-06	1
192.139412514895	0.265594482421875	6.134033203125E-06	1
192.169412514819	0.265289306640625	6.1492919921875E-06	1
192.199412514743	0.264984130859375	6.14013671875E-06	1
192.229412514667	0.26470947265625	6.15234375E-06	1
192.259412514592	0.264404296875	6.1370849609375E-06	1
192.289412514516	0.26409912109375	6.1370849609375E-06	1
192.31941251444	0.263824462890625	6.1248779296875E-06	1
192.349412514364	0.263519287109375	6.134033203125E-06	1
192.379412514289	0.26324462890625	6.11572265625E-06	1
192.409412514213	0.262939453125	6.1309814453125E-06	1
192.439412514137	0.26263427734375	6.109619140625E-06	1
192.469412514061	0.262359619140625	6.1187744140625E-06	1
192.499412513986	0.262054443359375	6.097412109375E-06	1
192.52941251391	0.261749267578125	6.1248779296875E-06	1
192.559412513834	0.261474609375	6.097412109375E-06	1
192.589412513758	0.26116943359375	6.097412109375E-06	1
192.619412513683	0.260894775390625	6.0882568359375E-06	1
192.649412513607	0.260589599609375	6.1004638671875E-06	1
192.679412513531	0.260284423828125	6.0791015625E-06	1
192.709412513456	0.259979248046875	6.0882568359375E-06	1
192.73941251338	0.25970458984375	6.0791015625E-06	1
192.769412513304	0.2593994140625	6.109619140625E-06	1
192.799412513228	0.259124755859375	6.06689453125E-06	1
192.829412513153	0.258819580078125	6.085205078125E-06	1
192.859412513077	0.258514404296875	6.04248046875E-06	1
192.889412513001	0.258209228515625	6.0699462890625E-06	1
192.919412512925	0.2579345703125	6.04248046875E-06	1
192.94941251285	0.25762939453125	6.0577392578125E-06	1
192.979412512774	0.257354736328125	6.04248046875E-06	1
193.009412512698	0.257049560546875	6.0516357421875E-06	1
193.039412512622	0.256744384765625	6.011962890625E-06	1
193.069412512547	0.2564697265625	6.036376953125E-06	1
193.099412512471	0.25616455078125	6.0211181640625E-06	1
193.129412512395	0.255859375	6.0272216796875E-06	1
193.159412512319	0.25555419921875	6.0150146484375E-06	1
193.189412512244	0.255279541015625	6.024169921875E-06	1
193.219412512168	0.254974365234375	5.9967041015625E-06	1
193.249412512092	0.254669189453125	6.0028076171875E-06	1
193.279412512016	0.25439453125	5.9967041015625E-06	1
193.309412511941	0.25408935546875	6.0028076171875E-06	1
193.339412511865	0.2537841796875	5.987548828125E-06	1
193.369412511789	0.253509521484375	6.0150146484375E-06	1
193.399412511713	0.253204345703125	5.975341796875E-06	1
193.429412511638	0.252899169921875	5.9661865234375E-06	1
193.459412511562	0.25262451171875	5.96923828125E-06	1
193.489412511486	0.2523193359375	5.99365234375E-06	1
193.51941251141	0.252044677734375	5.9844970703125E-06	1
193.549412511335	0.251739501953125	5.975341796875E-06	1
193.579412511259	0.251434326171875	5.9722900390625E-06	1
193.609412511183	0.25115966796875	5.9600830078125E-06	1
193.639412511107	0.2508544921875	5.94482421875E-06	1
193.669412511032	0.25054931640625	5.95703125E-06	1
193.699412510956	0.250274658203125	5.94482421875E-06	1
193.72941251088	0.249969482421875	5.9600830078125E-06	1
