Time (s)	WE(1).Potential (V)	WE(1).Current (A)	Scan
5.30073398661693	-0.5999755859375	-2.62451171875E-08	1
5.33073398654119	-0.60028076171875	-2.44140625E-08	1
5.36073398646545	-0.6005859375	-2.57568359375E-08	1
5.39073398638971	-0.60089111328125	-2.642822265625E-08	1
5.42073398631396	-0.6011962890625	-2.3712158203125E-08	1
5.45073398623822	-0.60150146484375	-2.4810791015625E-08	1
5.48073398616248	-0.601806640625	-2.6031494140625E-08	1
5.51073398608673	-0.60211181640625	-2.5238037109375E-08	1
5.54073398601099	-0.6024169921875	-3.1829833984375E-08	1
5.57073398593525	-0.60272216796875	-2.4627685546875E-08	1
5.60073398585951	-0.60302734375	-2.3590087890625E-08	1
5.63073398578376	-0.60333251953125	-2.0111083984375E-08	1
5.66073398570802	-0.6036376953125	-2.392578125E-08	1
5.69073398563228	-0.6036376953125	-2.6275634765625E-08	1
5.72073398555654	-0.60394287109375	-2.33154296875E-08	1
5.75073398548079	-0.604248046875	-2.1514892578125E-08	1
5.78073398540505	-0.60455322265625	-2.57568359375E-08	1
5.81073398532931	-0.6048583984375	-2.4993896484375E-08	1
5.84073398525356	-0.60516357421875	-2.606201171875E-08	1
5.87073398517782	-0.60546875	-2.3223876953125E-08	1
5.90073398510208	-0.60577392578125	-2.5115966796875E-08	1
5.93073398502634	-0.6060791015625	-2.685546875E-08	1
5.96073398495059	-0.60638427734375	-2.4627685546875E-08	1
5.99073398487485	-0.606689453125	-2.734375E-08	1
6.02073398479911	-0.60699462890625	-2.7923583984375E-08	1
6.05073398472337	-0.60699462890625	-2.569580078125E-08	1
6.08073398464762	-0.60760498046875	-2.496337890625E-08	1
6.11073398457188	-0.60760498046875	-2.7313232421875E-08	1
6.14073398449614	-0.60791015625	-3.2562255859375E-08	1
6.17073398442039	-0.60821533203125	-2.55126953125E-08	1
6.20073398434465	-0.6085205078125	-2.4566650390625E-08	1
6.23073398426891	-0.60882568359375	-2.7496337890625E-08	1
6.26073398419317	-0.609130859375	-2.313232421875E-08	1
6.29073398411742	-0.60943603515625	-2.972412109375E-08	1
6.32073398404168	-0.6097412109375	-2.18505859375E-08	1
6.35073398396594	-0.61004638671875	-2.42919921875E-08	1
6.3807339838902	-0.6103515625	-2.935791015625E-08	1
6.41073398381445	-0.61065673828125	-2.911376953125E-08	1
6.44073398373871	-0.6109619140625	-2.398681640625E-08	1
6.47073398366297	-0.6109619140625	-2.5421142578125E-08	1
6.50073398358722	-0.61126708984375	-2.72216796875E-08	1
6.53073398351148	-0.611572265625	-2.5238037109375E-08	1
6.56073398343574	-0.61187744140625	-3.0670166015625E-08	1
6.59073398336	-0.6121826171875	-2.5421142578125E-08	1
6.62073398328425	-0.61248779296875	-2.5054931640625E-08	1
6.65073398320851	-0.61279296875	-2.7130126953125E-08	1
6.68073398313277	-0.61309814453125	-2.44140625E-08	1
6.71073398305703	-0.6134033203125	-2.5604248046875E-08	1
6.74073398298128	-0.61370849609375	-2.47802734375E-08	1
6.77073398290554	-0.614013671875	-2.3773193359375E-08	1
6.8007339828298	-0.614013671875	-2.532958984375E-08	1
6.83073398275405	-0.61431884765625	-1.8341064453125E-08	1
6.86073398267831	-0.6146240234375	-2.7374267578125E-08	1
6.89073398260257	-0.61492919921875	-2.3193359375E-08	1
6.92073398252683	-0.615234375	-2.9022216796875E-08	1
6.95073398245108	-0.61553955078125	-2.734375E-08	1
6.98073398237534	-0.6158447265625	-2.2216796875E-08	1
7.0107339822996	-0.61614990234375	-2.777099609375E-08	1
7.04073398222386	-0.616455078125	-2.6702880859375E-08	1
7.07073398214811	-0.61676025390625	-2.581787109375E-08	1
7.10073398207237	-0.6170654296875	-3.4332275390625E-08	1
7.13073398199663	-0.61737060546875	-2.34375E-08	1
7.16073398192088	-0.61767578125	-2.2552490234375E-08	1
7.19073398184514	-0.61767578125	-2.4871826171875E-08	1
7.2207339817694	-0.61798095703125	-2.6336669921875E-08	1
7.25073398169366	-0.6182861328125	-2.3773193359375E-08	1
7.28073398161791	-0.61859130859375	-2.44140625E-08	1
7.31073398154217	-0.618896484375	-2.8167724609375E-08	1
7.34073398146643	-0.61920166015625	-2.8411865234375E-08	1
7.37073398139069	-0.6195068359375	-2.392578125E-08	1
7.40073398131494	-0.61981201171875	-2.2613525390625E-08	1
7.4307339812392	-0.6201171875	-2.459716796875E-08	1
7.46073398116346	-0.62042236328125	-2.8106689453125E-08	1
7.49073398108771	-0.6207275390625	-2.4169921875E-08	1
7.52073398101197	-0.62103271484375	-2.55126953125E-08	1
7.55073398093623	-0.62103271484375	-2.4871826171875E-08	1
7.58073398086049	-0.621337890625	-2.294921875E-08	1
7.61073398078474	-0.62164306640625	-2.7801513671875E-08	1
7.640733980709	-0.6219482421875	-3.1646728515625E-08	1
7.67073398063326	-0.62225341796875	-2.618408203125E-08	1
7.70073398055752	-0.62255859375	-2.7374267578125E-08	1
7.73073398048177	-0.62286376953125	-2.5787353515625E-08	1
7.76073398040603	-0.6231689453125	-2.6763916015625E-08	1
7.79073398033029	-0.62347412109375	-2.33154296875E-08	1
7.82073398025454	-0.62347412109375	-2.4139404296875E-08	1
7.8507339801788	-0.623779296875	-2.60009765625E-08	1
7.88073398010306	-0.62408447265625	-2.5054931640625E-08	1
7.91073398002732	-0.6243896484375	-1.9287109375E-08	1
7.94073397995157	-0.62469482421875	-2.825927734375E-08	1
7.97073397987583	-0.625	-2.313232421875E-08	1
8.00073397980009	-0.62530517578125	-2.3773193359375E-08	1
8.03073397972435	-0.6256103515625	-2.5299072265625E-08	1
8.0607339796486	-0.62591552734375	-2.459716796875E-08	1
8.09073397957286	-0.626220703125	-2.8594970703125E-08	1
8.12073397949712	-0.62652587890625	-2.703857421875E-08	1
8.15073397942137	-0.6268310546875	-2.45361328125E-08	1
8.18073397934563	-0.62713623046875	-2.3345947265625E-08	1
8.21073397926989	-0.62744140625	-2.5482177734375E-08	1
8.24073397919415	-0.62774658203125	-2.398681640625E-08	1
8.2707339791184	-0.6280517578125	-2.4932861328125E-08	1
8.30073397904266	-0.6280517578125	-2.8045654296875E-08	1
8.33073397896692	-0.62835693359375	-1.8463134765625E-08	1
8.36073397889118	-0.628662109375	-2.197265625E-08	1
8.39073397881543	-0.62896728515625	-2.91748046875E-08	1
8.42073397873969	-0.6292724609375	-2.3773193359375E-08	1
8.45073397866395	-0.62957763671875	-3.0853271484375E-08	1
8.48073397858821	-0.6298828125	-2.801513671875E-08	1
8.51073397851246	-0.63018798828125	-2.8717041015625E-08	1
8.54073397843672	-0.6304931640625	-3.0029296875E-08	1
8.57073397836098	-0.63079833984375	-2.7069091796875E-08	1
8.60073397828523	-0.631103515625	-3.155517578125E-08	1
8.63073397820949	-0.63140869140625	-2.2369384765625E-08	1
8.66073397813375	-0.63140869140625	-2.7313232421875E-08	1
8.69073397805801	-0.6317138671875	-2.459716796875E-08	1
8.72073397798226	-0.63201904296875	-2.5970458984375E-08	1
8.75073397790652	-0.63232421875	-2.532958984375E-08	1
8.78073397783078	-0.63262939453125	-2.484130859375E-08	1
8.81073397775504	-0.6329345703125	-2.532958984375E-08	1
8.84073397767929	-0.63323974609375	-2.740478515625E-08	1
8.87073397760355	-0.633544921875	-2.44140625E-08	1
8.90073397752781	-0.63385009765625	-2.5177001953125E-08	1
8.93073397745206	-0.6341552734375	-2.3529052734375E-08	1
8.96073397737632	-0.63446044921875	-3.0853271484375E-08	1
8.99073397730058	-0.634765625	-2.154541015625E-08	1
9.02073397722484	-0.63507080078125	-2.5238037109375E-08	1
9.05073397714909	-0.63507080078125	-2.5482177734375E-08	1
9.08073397707335	-0.6353759765625	-2.5543212890625E-08	1
9.11073397699761	-0.63568115234375	-2.7374267578125E-08	1
9.14073397692187	-0.635986328125	-2.9205322265625E-08	1
9.17073397684612	-0.63629150390625	-2.703857421875E-08	1
9.20073397677038	-0.6365966796875	-2.69775390625E-08	1
9.23073397669464	-0.63690185546875	-2.3040771484375E-08	1
9.26073397661889	-0.63720703125	-2.9571533203125E-08	1
9.29073397654315	-0.63751220703125	-2.5146484375E-08	1
9.32073397646741	-0.6378173828125	-3.2684326171875E-08	1
