E / V,j / uA cm-2
0.4958,2.5377
0.4961,2.4513
0.4964,2.4621
0.4967,2.5269
0.497,2.4297
0.4973,2.4729
0.4976,2.4945
0.4979,2.4081
0.4982,2.4945
0.4985,2.4621
0.4988,2.4081
0.4991,2.4945
0.4994,2.4297
0.4997,2.4081
0.5,2.4837
0.5003,2.3973
0.5006,2.4297
0.5008,2.4729
0.5012,2.3758
0.5014,2.4513
0.5018,2.4513
0.5021,2.3758
0.5024,2.4621
0.5027,2.4081
0.503,2.3865
0.5032,2.4729
0.5036,2.3865
0.5039,2.3973
0.5042,2.4513
0.5045,2.365
0.5048,2.4081
0.505,2.4297
0.5054,2.3434
0.5057,2.4297
0.506,2.4081
0.5063,2.3542
0.5066,2.4405
0.5069,2.3758
0.5072,2.365
0.5075,2.4405
0.5078,2.3542
0.5081,2.3865
0.5083,2.4189
0.5087,2.3326
0.509,2.4081
0.5093,2.4081
0.5096,2.3326
0.5099,2.4297
0.5102,2.3758
0.5105,2.3542
0.5108,2.4405
0.5111,2.3542
0.5114,2.365
0.5117,2.4297
0.512,2.3326
0.5123,2.3865
0.5126,2.4081
0.5129,2.3218
0.5132,2.4081
0.5135,2.3865
0.5138,2.3434
0.5141,2.4297
0.5144,2.365
0.5147,2.3542
0.515,2.4297
0.5153,2.3434
0.5156,2.3758
0.5159,2.4189
0.5162,2.3326
0.5165,2.4081
0.5168,2.4081
0.5171,2.3434
0.5174,2.4297
0.5177,2.3865
0.518,2.3542
0.5183,2.4405
0.5186,2.365
0.5189,2.3865
0.5192,2.4513
0.5195,2.3542
0.5198,2.4189
0.5201,2.4297
0.5204,2.3542
0.5207,2.4405
0.521,2.4189
0.5213,2.3758
0.5216,2.4621
0.5219,2.3973
0.5222,2.3973
0.5225,2.4729
0.5228,2.3865
0.5231,2.4297
0.5234,2.4729
0.5237,2.3865
0.524,2.4621
0.5243,2.4621
0.5246,2.3973
0.5249,2.4945
0.5252,2.4513
0.5255,2.4297
0.5258,2.5053
0.5261,2.4297
0.5264,2.4405
0.5267,2.5161
0.527,2.4297
0.5273,2.4837
0.5276,2.5053
0.5279,2.4297
0.5282,2.5269
0.5285,2.5053
0.5288,2.4621
0.5291,2.5593
0.5294,2.4945
0.5297,2.4837
0.53,2.5701
0.5303,2.4837
0.5306,2.5269
0.5309,2.5701
0.5312,2.4837
0.5315,2.5701
0.5318,2.5809
0.5321,2.5053
0.5324,2.6025
0.5327,2.5593
0.533,2.5377
0.5333,2.6457
0.5336,2.5593
0.5339,2.5809
0.5342,2.6457
0.5345,2.5593
0.5348,2.6241
0.5351,2.6565
0.5354,2.5809
0.5357,2.6673
0.536,2.6565
0.5363,2.6133
0.5366,2.7105
0.5369,2.6457
0.5372,2.6457
0.5375,2.7321
0.5378,2.6457
0.5381,2.6997
0.5384,2.7429
0.5387,2.6565
0.539,2.7429
0.5393,2.7537
0.5396,2.6889
0.5399,2.7969
0.5402,2.7645
0.5405,2.7321
0.5408,2.8401
0.5411,2.7645
0.5414,2.7753
0.5417,2.8617
0.542,2.7645
0.5423,2.8293
0.5426,2.8725
0.5429,2.7861
0.5432,2.8941
0.5435,2.8833
0.5438,2.8293
0.5441,2.9373
0.5444,2.8833
0.5447,2.8725
0.545,2.9805
0.5453,2.8941
0.5456,2.9373
0.5459,3.0021
0.5462,2.9049
0.5465,3.0021
0.5468,3.0129
0.5471,2.9481
0.5474,3.0561
0.5477,3.0237
0.548,2.9913
0.5483,3.1101
0.5486,3.0345
0.5489,3.0453
0.5492,3.1425
0.5495,3.0453
0.5498,3.1209
0.5501,3.1641
0.5504,3.0777
0.5507,3.1857
0.551,3.1749
0.5513,3.1209
0.5516,3.2505
0.5519,3.1857
0.5522,3.1749
0.5525,3.2937
0.5528,3.1965
0.5531,3.2505
0.5534,3.326
0.5537,3.2289
0.554,3.326
0.5543,3.3476
0.5546,3.2613
0.5549,3.3908
0.5552,3.3584
0.5555,3.326
0.5558,3.4556
0.5561,3.38
0.5564,3.3908
0.5567,3.4988
0.557,3.4016
0.5573,3.4772
0.5576,3.5312
0.5579,3.4232
0.5582,3.5528
0.5585,3.5528
0.5588,3.488
0.5591,3.6176
0.5594,3.5636
0.5597,3.5528
0.56,3.6824
0.5603,3.596
0.5606,3.6392
0.5609,3.7364
0.5612,3.6284
0.5615,3.7256
0.5618,3.7688
0.5621,3.6716
0.5624,3.812
0.5627,3.7796
0.563,3.7364
0.5633,3.8876
0.5636,3.8012
0.5639,3.8228
0.5642,3.9416
0.5645,3.8336
0.5648,3.92
0.5651,3.9956
0.5654,3.8876
0.5657,4.0172
0.566,4.0172
0.5663,3.9416
0.5666,4.1036
0.5669,4.0496
0.5672,4.028
0.5675,4.1792
0.5678,4.0712
0.5681,4.1252
0.5684,4.2332
0.5687,4.1144
0.569,4.2332
0.5693,4.2872
0.5696,4.19
0.5699,4.3412
0.5702,4.3195
0.5705,4.2655
0.5708,4.4275
0.5711,4.3412
0.5714,4.3519
0.5717,4.4923
0.572,4.3843
0.5723,4.4815
0.5726,4.5679
0.5729,4.4383
0.5732,4.5895
0.5735,4.6111
0.5738,4.5247
0.5741,4.6975
0.5744,4.6327
0.5747,4.6111
0.575,4.7947
0.5753,4.6867
0.5756,4.7407
0.5759,4.8703
0.5762,4.7299
0.5765,4.8595
0.5768,4.9135
0.5771,4.8055
0.5774,4.9783
0.5777,4.9567
0.578,4.9027
0.5783,5.0971
0.5786,5.0107
0.5789,5.0215
0.5792,5.1834
0.5795,5.0539
0.5798,5.1511
0.5801,5.2591
0.5804,5.1294
0.5807,5.2914
0.581,5.3238
0.5813,5.2266
0.5816,5.4102
0.5819,5.367
0.5822,5.3346
0.5825,5.529
0.5828,5.421
0.5831,5.475
0.5834,5.6154
0.5837,5.4858
0.584,5.6154
0.5843,5.7018
0.5846,5.5722
0.5849,5.7558
0.5852,5.745
0.5855,5.6802
0.5858,5.8854
0.5861,5.799
0.5864,5.8098
0.5867,5.9934
0.587,5.8638
0.5873,5.9718
0.5876,6.1013
0.5879,5.9502
0.5882,6.1122
0.5885,6.1661
0.5888,6.0582
0.5891,6.2741
0.5894,6.2201
0.5897,6.1769
0.59,6.3929
0.5903,6.2849
0.5906,6.3389
0.5909,6.5117
0.5912,6.3605
0.5915,6.5009
0.5918,6.6089
0.5921,6.4685
0.5924,6.6737
0.5927,6.6845
0.593,6.5981
0.5933,6.8249
0.5936,6.7385
0.5939,6.7385
0.5942,6.9545
0.5945,6.8141
0.5948,6.9113
0.5951,7.0732
0.5954,6.9113
0.5957,7.0949
0.596,7.1597
0.5963,7.03
0.5966,7.2676
0.5969,7.2352
0.5972,7.1812
0.5975,7.4296
0.5978,7.3
0.5981,7.3432
0.5984,7.5592
0.5987,7.3972
0.599,7.5376
0.5993,7.6672
0.5996,7.4836
0.5999,7.7212
0.6002,7.7428
0.6005,7.6456
0.6008,7.9048
0.6011,7.8292
0.6015,7.8076
0.6017,8.0667
0.602,7.9156
0.6023,8.0127
0.6026,8.1963
0.6029,8.0127
0.6032,8.2071
0.6035,8.3043
0.6038,8.1639
0.6041,8.4123
0.6044,8.3799
0.6047,8.2935
0.605,8.5743
0.6053,8.4555
0.6056,8.4879
0.6059,8.7147
0.6062,8.5419
0.6065,8.6823
0.6068,8.8443
0.6071,8.6607
0.6074,8.8983
0.6077,8.9523
0.608,8.8227
0.6083,9.1142
0.6086,9.0386
0.6089,8.9954
0.6092,9.2654
0.6095,9.1142
0.6098,9.1898
0.6101,9.4166
0.6104,9.2438
0.6107,9.449
0.611,9.5678
0.6113,9.395
0.6116,9.665
0.612,9.6542
0.6122,9.557
0.6125,9.8485
0.6128,9.7298
0.6131,9.7406
0.6134,9.9998
0.6138,9.827
0.6141,9.9673
0.6143,10.1509
0.6147,9.9673
0.6149,10.2049
0.6152,10.2697
0.6156,10.1293
0.6159,10.4209
0.6162,10.3669
0.6164,10.3129
0.6167,10.6153
0.617,10.4641
0.6174,10.5397
0.6176,10.7881
0.6179,10.5829
0.6182,10.7772
0.6185,10.9177
0.6188,10.7341
0.6192,11.0148
0.6195,11.0257
0.6197,10.896
0.62,11.2092
0.6203,11.1012
0.6206,11.0904
0.6209,11.382
0.6212,11.2092
0.6216,11.3388
0.6218,11.5548
0.6221,11.3388
0.6224,11.5872
0.6228,11.6736
0.6231,11.5008
0.6234,11.8139
0.6236,11.7599
0.6239,11.6844
0.6243,12.0191
0.6245,11.8571
0.6249,11.9219
0.6251,12.1811
0.6254,11.9759
0.6257,12.1595
0.626,12.3215
0.6263,12.1055
0.6266,12.3971
0.6269,12.4295
0.6272,12.3107
0.6275,12.6563
0.6279,12.5483
0.6281,12.5159
0.6284,12.8183
0.6287,12.6239
0.629,12.7535
0.6293,12.991
0.6297,12.7535
0.63,13.0018
0.6302,13.0882
0.6306,12.9046
0.6309,13.2286
0.6311,13.1962
0.6315,13.099
0.6318,13.4446
0.6321,13.3042
0.6324,13.3474
0.6326,13.639
0.6329,13.4122
0.6333,13.585
0.6335,13.7577
0.6339,13.5418
0.6341,13.8333
0.6344,13.8657
0.6347,13.7038
0.635,14.0493
0.6354,13.9521
0.6356,13.9089
0.6359,14.2437
0.6362,14.0493
0.6365,14.1573
0.6369,14.4165
0.6372,14.1897
0.6374,14.4165
0.6377,14.5353
0.638,14.3193
0.6383,14.6324
0.6386,14.6001
0.639,14.4921
0.6392,14.8484
0.6395,14.6972
0.6399,14.7189
0.6402,15.0212
0.6405,14.7944
0.6408,14.9672
0.6411,15.1616
0.6414,14.924
0.6416,15.2156
0.642,15.2588
0.6423,15.086
0.6426,15.4532
0.6429,15.3668
0.6432,15.302
0.6434,15.6368
0.6438,15.4316
0.6441,15.5288
0.6444,15.8095
0.6447,15.5504
0.645,15.7663
0.6453,15.8959
0.6456,15.6799
0.6459,16.0147
0.6462,15.9931
0.6465,15.8527
0.6468,16.2199
0.6471,16.0687
0.6474,16.0795
0.6477,16.3927
0.648,16.1551
0.6483,16.3171
0.6486,16.5331
0.6489,16.2847
0.6492,16.5655
0.6495,16.6194
0.6498,16.4251
0.6501,16.7814
0.6504,16.695
0.6507,16.6194
0.651,16.965
0.6513,16.749
0.6516,16.8246
0.6519,17.0946
0.6522,16.8462
0.6525,17.073
0.6527,17.235
0.6531,16.9974
0.6534,17.3322
0.6537,17.3106
0.654,17.1702
0.6543,17.5374
0.6546,17.3754
0.6549,17.3646
0.6552,17.6777
0.6555,17.4185
0.6558,17.5697
0.6561,17.8073
0.6564,17.559
0.6567,17.8397
0.6569,17.9045
0.6573,17.6885
0.6575,18.0557
0.6579,17.9801
0.6582,17.8829
0.6584,18.2285
0.6588,18.0233
0.6591,18.0989
0.6594,18.3904
0.6597,18.1205
0.66,18.3365
0.6603,18.4984
0.6606,18.2501
0.6609,18.574
0.6612,18.5632
0.6615,18.4012
0.6618,18.7684
0.6621,18.6064
0.6624,18.6064
0.6627,18.9412
0.663,18.6928
0.6633,18.8116
0.6636,19.0492
0.6639,18.7684
0.6642,19.0492
0.6645,19.1248
0.6648,18.898
0.6651,19.2652
0.6654,19.1896
0.6657,19.0816
0.666,19.4488
0.6663,19.2328
0.6666,19.2868
0.6669,19.5675
0.6672,19.2976
0.6675,19.5136
0.6678,19.6755
0.6681,19.4271
0.6684,19.7511
0.6687,19.7403
0.669,19.5567
0.6693,19.9239
0.6696,19.7727
0.6699,19.7295
0.6701,20.0751
0.6705,19.8267
0.6708,19.9563
0.6711,20.2047
0.6714,19.9347
0.6717,20.2047
0.672,20.291
0.6723,20.0535
0.6726,20.399
0.6729,20.3127
0.6732,20.1939
0.6735,20.5394
0.6738,20.3343
0.6741,20.3775
0.6744,20.6798
0.6747,20.399
0.675,20.6042
0.6753,20.777
0.6756,20.5178
0.6759,20.831
0.6762,20.831
0.6765,20.6258
0.6768,20.993
0.6771,20.8418
0.6774,20.7986
0.6777,21.1334
0.678,20.8742
0.6783,20.9822
0.6786,21.209
0.6789,20.9066
0.6792,21.1766
0.6795,21.263
0.6798,21.0146
0.6801,21.3709
0.6804,21.2845
0.6807,21.1442
0.681,21.5113
0.6813,21.2954
0.6816,21.3277
0.6819,21.6301
0.6822,21.3385
0.6825,21.5221
0.6828,21.6733
0.6831,21.3709
0.6834,21.6841
0.6837,21.6733
0.684,21.4681
0.6843,21.8245
0.6846,21.6733
0.6849,21.6301
0.6852,21.9649
0.6855,21.6949
0.6858,21.8029
0.6861,22.0189
0.6864,21.6949
0.6867,21.9217
0.687,21.9973
0.6873,21.7381
0.6876,22.0837
0.6879,22.0081
0.6882,21.8569
0.6885,22.2133
0.6888,21.9865
0.6891,21.9973
0.6894,22.2889
0.6897,21.9973
0.69,22.1701
0.6903,22.3321
0.6906,22.0189
0.6909,22.3212
0.6912,22.3212
0.6915,22.0945
0.6918,22.4508
0.6921,22.2781
0.6924,22.2024
0.6927,22.548
0.693,22.2889
0.6933,22.3969
0.6936,22.6344
0.6939,22.3212
0.6942,22.548
0.6945,22.6128
0.6948,22.3321
0.6951,22.6668
0.6954,22.5804
0.6957,22.4292
0.696,22.7964
0.6963,22.602
0.6966,22.6236
0.6969,22.9152
0.6972,22.5912
0.6975,22.7532
0.6978,22.9152
0.6981,22.6128
0.6984,22.9044
0.6987,22.9044
0.699,22.6884
0.6993,23.0448
0.6996,22.8828
0.6999,22.8072
0.7002,23.1528
0.7005,22.8828
0.7008,22.98
0.7011,23.2283
0.7014,22.9152
0.7017,23.1528
0.702,23.2283
0.7023,22.9368
0.7026,23.2823
0.7029,23.196
0.7032,23.034
0.7035,23.3903
0.7038,23.1636
0.7041,23.1851
0.7044,23.4875
0.7047,23.1743
0.705,23.3363
0.7053,23.4983
0.7056,23.196
0.7059,23.4875
0.7062,23.4767
0.7065,23.2608
0.7068,23.6279
0.7071,23.4659
0.7074,23.3903
0.7077,23.7359
0.708,23.4551
0.7083,23.5415
0.7086,23.7683
0.7089,23.4443
0.7092,23.6819
0.7095,23.7683
0.7098,23.4983
0.7101,23.8223
0.7104,23.7359
0.7107,23.5739
0.711,23.9303
0.7113,23.7143
0.7116,23.7035
0.7119,23.9951
0.7122,23.6927
0.7125,23.8655
0.7128,24.0383
0.7131,23.7251
0.7134,24.0275
0.7137,24.0275
0.714,23.7791
0.7143,24.1355
0.7146,23.9735
0.7149,23.8979
0.7152,24.2435
0.7155,23.9519
0.7158,24.0275
0.7161,24.265
0.7164,23.9411
0.7167,24.1678
0.717,24.2435
0.7173,23.9519
0.7176,24.2758
0.7179,24.2002
0.7182,24.0383
0.7185,24.427
0.7188,24.211
0.7191,24.211
0.7194,24.4918
0.7197,24.1678
0.72,24.319
0.7203,24.481
0.7206,24.157
0.7209,24.4486
0.7212,24.4594
0.7215,24.2326
0.7218,24.589
0.7221,24.427
0.7224,24.319
0.7227,24.6538
0.723,24.3838
0.7233,24.4702
0.7236,24.7078
0.7239,24.3838
0.7242,24.5998
0.7245,24.6862
0.7248,24.4054
0.7251,24.751
0.7254,24.6646
0.7257,24.5026
0.726,24.8698
0.7263,24.643
0.7266,24.6322
0.7269,24.9238
0.7272,24.6106
0.7275,24.751
0.7278,24.913
0.7281,24.6106
0.7284,24.913
0.7287,24.9022
0.729,24.6538
0.7293,24.9994
0.7296,24.8482
0.7299,24.7618
0.7302,25.1074
0.7305,24.8266
0.7308,24.9022
0.7311,25.1505
0.7314,24.8266
0.7317,25.0534
0.732,25.1289
0.7323,24.8374
0.7326,25.1722
0.7329,25.0966
0.7332,24.9238
0.7335,25.2909
0.7338,25.0534
0.7341,25.0426
0.7344,25.3449
0.7347,25.0209
0.735,25.1829
0.7353,25.3557
0.7356,25.0426
0.7359,25.3341
0.7362,25.3557
0.7365,25.1182
0.7368,25.4745
0.7371,25.3017
0.7374,25.2045
0.7377,25.5501
0.738,25.2801
0.7383,25.3665
0.7386,25.6149
0.7389,25.2801
0.7392,25.5069
0.7395,25.6149
0.7399,25.3341
0.7401,25.6797
0.7404,25.5933
0.7407,25.4097
0.741,25.7661
0.7413,25.5501
0.7417,25.5501
0.7419,25.8633
0.7422,25.5501
0.7425,25.7121
0.7428,25.8849
0.7431,25.5717
0.7434,25.8633
0.7437,25.8741
0.744,25.6365
0.7443,26.0036
0.7446,25.8525
0.7449,25.7769
0.7452,26.1332
0.7455,25.8741
0.7458,25.9605
0.7461,26.2088
0.7464,25.8849
0.7467,26.1116
0.747,26.2196
0.7473,25.9389
0.7476,26.2844
0.7479,26.2088
0.7482,26.0361
0.7485,26.414
0.7488,26.2088
0.7492,26.2088
0.7494,26.5328
0.7497,26.2196
0.75,26.3816
0.7503,26.5652
0.7506,26.252
0.7509,26.5544
0.7512,26.5868
0.7515,26.3708
0.7518,26.7596
0.7521,26.6192
0.7525,26.522
0.7527,26.8783
0.753,26.6084
0.7533,26.7056
0.7536,26.9971
0.754,26.684
0.7542,26.9215
0.7545,27.0295
0.7548,26.7596
0.7551,27.1159
0.7554,27.062
0.7558,26.8892
0.756,27.2887
0.7563,27.1051
0.7566,27.1159
0.7569,27.4507
0.7572,27.1591
0.7575,27.3319
0.7578,27.5263
0.7582,27.2347
0.7584,27.5695
0.7587,27.6235
0.759,27.4075
0.7593,27.8071
0.7596,27.6991
0.7599,27.6235
0.7602,28.0015
0.7605,27.7531
0.7608,27.8502
0.7611,28.1418
0.7615,27.8502
0.7617,28.1094
0.762,28.2606
0.7623,28.0015
0.7626,28.3686
0.7629,28.347
0.7633,28.2066
0.7635,28.617
0.7638,28.4334
0.7641,28.4442
0.7644,28.8114
0.7648,28.5522
0.7651,28.7574
0.7653,28.9949
0.7656,28.725
0.7662,29.0489
0.7668,29.1245
0.7671,28.9409
0.7671,29.3837
0.7674,29.2973
0.7677,29.2325
0.768,29.6213
0.7683,29.4053
0.7686,29.5241
0.7689,29.8588
0.7692,29.5997
0.7695,29.8913
0.7699,30.0748
0.7702,29.8481
0.7705,30.2584
0.7708,30.2692
0.7711,30.1504
0.7714,30.604
0.7717,30.4636
0.772,30.496
0.7723,30.9063
0.7726,30.6688
0.7729,30.8847
0.7732,31.1763
0.7735,30.9387
0.7738,31.3059
0.7741,31.4247
0.7744,31.2627
0.7747,31.7487
0.775,31.7162
0.7753,31.6947
0.7756,32.1806
0.776,32.0186
0.7763,32.159
0.7766,32.5262
0.7769,32.2886
0.7772,32.6234
0.7775,32.8933
0.7778,32.7206
0.7781,33.1957
0.7784,33.3037
0.7787,33.2389
0.779,33.7572
0.7793,33.6816
0.7796,33.7572
0.7799,34.2216
0.7802,34.0488
0.7805,34.3404
0.7805,34.7291
0.7811,34.578
0.7814,35.0315
0.7818,35.2583
0.7821,35.1395
0.7824,35.712
0.7824,35.7983
0.7827,35.8631
0.783,36.4246
0.7836,36.3489
0.7839,36.5973
0.7842,37.1263
0.7842,37.051
0.7848,37.5152
0.7848,37.9147
0.7851,37.8609
0.7854,38.4547
0.7857,38.6925
0.7863,38.7573
0.7866,39.4483
0.7866,39.5778
0.7869,39.8585
0.7872,40.5605
0.7876,40.6253
0.7879,41.1005
0.7882,41.7159
0.7888,41.7916
0.7891,42.4827
0.7891,43.012
0.7894,43.1847
0.7897,44.0269
0.79,44.448
0.7903,44.8263
0.7906,45.7764
0.7909,46.1543
0.7915,46.8132
0.7915,47.7958
0.7918,48.1628
0.7921,49.0701
0.7924,50.0202
0.7927,50.528
0.793,51.6943
0.7933,52.6012
0.7937,53.3355
0.794,54.7396
0.7943,55.6575
0.7946,56.7155
0.7949,58.2597
0.7952,59.2208
0.7955,60.5924
0.7958,62.2013
0.7961,63.3029
0.7964,65.0308
0.7967,66.6507
0.797,67.925
0.7973,69.8362
0.7976,71.3372
0.7979,72.7304
0.7982,74.6525
0.7985,75.9268
0.7988,77.3521
0.7991,78.9936
0.7995,79.8577
0.7998,81.0237
0.7998,82.0173
0.8001,82.2657
0.8007,82.8705
0.801,82.8921
0.8013,82.3846
0.8016,82.1469
0.8016,81.0778
0.8022,79.8036
0.8022,78.6805
0.8025,76.672
0.8028,74.8146
0.8034,72.903
0.8037,70.3224
0.804,68.2166
0.804,65.8514
0.8046,63.1302
0.8046,61.0244
0.8053,58.4975
0.8056,56.0244
0.8059,54.1023
0.8062,51.7049
0.8062,49.6964
0.8065,48.0011
0.8068,45.8305
0.8071,44.2753
0.8074,42.7205
0.808,40.8737
0.8083,39.7074
0.8086,38.2495
0.8086,36.77
0.8089,35.8846
0.8092,34.5024
0.8095,33.4009
0.8098,32.6449
0.8101,31.3707
0.8107,30.5824
0.811,29.8373
0.811,28.7034
0.8114,28.1742
0.8117,27.3859
0.812,26.4356
0.8123,26.0361
0.8126,25.1937
0.8129,24.5134
0.8132,24.1895
0.8135,23.3471
0.8138,22.9044
0.8141,22.548
0.8144,21.7489
0.8147,21.4789
0.8147,21.0038
0.8153,20.3127
0.8156,20.1507
0.8159,19.5891
0.8159,19.0708
0.8162,18.952
0.8165,18.3365
0.8168,18.0125
0.8172,17.8505
0.8175,17.235
0.8178,17.073
0.8184,16.803
0.8184,16.2739
0.8187,16.2091
0.819,15.8203
0.8193,15.3992
0.8196,15.3884
0.8199,14.924
0.8202,14.6649
0.8205,14.6217
0.8208,14.1357
0.8211,14.0277
0.8214,13.8981
0.8217,13.4446
0.822,13.4338
0.8223,13.1854
0.8226,12.8291
0.823,12.8614
0.8233,12.5159
0.8236,12.2891
0.8239,12.3107
0.8242,11.9111
0.8245,11.8247
0.8248,11.7708
0.8251,11.3712
0.8254,11.382
0.8257,11.22
0.826,10.9069
0.8263,10.9717
0.8266,10.7232
0.8269,10.5073
0.8272,10.5721
0.8275,10.2481
0.8278,10.1617
0.8281,10.1617
0.8284,9.827
0.8287,9.8485
0.8291,9.7622
0.8294,9.4706
0.8297,9.5462
0.83,9.3626
0.8303,9.1466
0.8306,9.233
0.8306,8.9846
0.8312,8.8875
0.8315,8.9306
0.8315,8.6607
0.8321,8.6607
0.8324,8.6283
0.8327,8.3691
0.833,8.4339
0.8333,8.3151
0.8336,8.1207
0.8336,8.2071
0.8342,8.0236
0.8342,7.9048
0.8349,7.9804
0.8352,7.7428
0.8355,7.7212
0.8355,7.732
0.8358,7.4944
0.8361,7.5592
0.8364,7.5052
0.8367,7.3108
0.837,7.3972
0.8373,7.2568
0.8379,7.1272
0.8379,7.2136
0.8382,7.03
0.8385,6.9869
0.8388,7.03
0.8391,6.8249
0.8394,6.8573
0.8397,6.8465
0.84,6.6521
0.8403,6.7385
0.8407,6.6521
0.841,6.5225
0.8413,6.6197
0.8416,6.4577
0.8419,6.3929
0.8422,6.4685
0.8425,6.2957
0.8428,6.3065
0.8431,6.3173
0.8434,6.1338
0.8437,6.1985
0.844,6.1553
0.8443,6.0258
0.8446,6.123
0.8449,6.0042
0.8452,5.9286
0.8455,6.015
0.8458,5.8638
0.8461,5.853
0.8464,5.8962
0.8468,5.7342
0.8471,5.7774
0.8474,5.7666
0.8477,5.6262
0.848,5.7126
0.8483,5.6478
0.8486,5.5506
0.8489,5.6478
0.8492,5.5182
0.8495,5.4966
0.8498,5.5506
0.8501,5.4102
0.8504,5.4426
0.8507,5.4642
0.8507,5.3238
0.851,5.3994
0.8516,5.3562
0.8519,5.2482
0.8522,5.3346
0.8526,5.2482
0.8529,5.1942
0.8532,5.2806
0.8535,5.1619
0.8538,5.1619
0.8541,5.2051
0.8544,5.0755
0.8547,5.1403
0.855,5.1294
0.8553,5.0107
0.8553,5.0971
0.8556,5.0323
0.8562,4.9675
0.8562,5.0539
0.8565,4.9459
0.8571,4.9243
0.8574,4.9891
0.8577,4.8703
0.8577,4.9135
0.858,4.9351
0.8584,4.8163
0.8587,4.8919
0.859,4.8595
0.8593,4.7731
0.8596,4.8595
0.8599,4.7839
0.8602,4.7515
0.8605,4.8271
0.8608,4.7299
0.8611,4.7407
0.8614,4.7731
0.862,4.6651
0.8623,4.7191
0.8623,4.7191
0.8626,4.6327
0.8629,4.7083
0.8632,4.6651
0.8635,4.6219
0.8638,4.6975
0.8641,4.6111
0.8645,4.6003
0.8648,4.6543
0.8651,4.5571
0.8654,4.6003
0.8657,4.6219
0.866,4.5355
0.8663,4.6003
0.8666,4.5787
0.8669,4.5139
0.8672,4.5895
0.8675,4.5247
0.8672,4.4491
0.8669,3.9848
0.8666,2.8185
0.8663,1.5118
0.866,0.2376
0.8657,-0.9503
0.8654,-1.6954
0.8651,-2.257
0.8648,-2.6889
0.8645,-2.8077
0.8641,-2.9697
0.8638,-3.0777
0.8635,-3.0453
0.8632,-3.1749
0.8629,-3.2181
0.8626,-3.2073
0.8623,-3.3476
0.8623,-3.3476
0.862,-3.38
0.8614,-3.5204
0.8611,-3.4988
0.8608,-3.5636
0.8605,-3.6716
0.8602,-3.6284
0.8599,-3.7364
0.8596,-3.812
0.8593,-3.7688
0.859,-3.9092
0.8587,-3.92
0.8584,-3.92
0.858,-4.0496
0.8577,-4.0172
0.8574,-4.0604
0.8574,-4.1792
0.8571,-4.1252
0.8568,-4.2116
0.8562,-4.2872
0.8559,-4.2439
0.8556,-4.3627
0.8553,-4.3951
0.855,-4.3627
0.855,-4.5139
0.8547,-4.4923
0.8544,-4.5031
0.8541,-4.6327
0.8538,-4.5895
0.8535,-4.6435
0.8532,-4.7623
0.8529,-4.6867
0.8526,-4.7947
0.8522,-4.8595
0.8519,-4.7947
0.8513,-4.9351
0.851,-4.9459
0.8507,-4.9243
0.8507,-5.0755
0.8504,-5.0431
0.8501,-5.0755
0.8498,-5.2051
0.8495,-5.1403
0.8492,-5.2159
0.8489,-5.3131
0.8486,-5.2374
0.8483,-5.367
0.848,-5.4102
0.8477,-5.367
0.8474,-5.529
0.8471,-5.5074
0.8468,-5.4966
0.8464,-5.6586
0.8461,-5.5938
0.8458,-5.6586
0.8455,-5.7882
0.8452,-5.7018
0.8449,-5.8206
0.8446,-5.8962
0.8443,-5.8206
0.844,-5.9826
0.8437,-5.9934
0.8434,-5.9718
0.8431,-6.1446
0.8428,-6.1013
0.8425,-6.1338
0.8422,-6.2957
0.8419,-6.2201
0.8416,-6.3173
0.8413,-6.4253
0.841,-6.3497
0.8407,-6.5009
0.8403,-6.5549
0.84,-6.4901
0.8397,-6.6845
0.8394,-6.6737
0.8391,-6.6629
0.8388,-6.8681
0.8385,-6.8033
0.8382,-6.8573
0.8379,-7.0192
0.8376,-6.9329
0.8373,-7.0625
0.837,-7.1705
0.8367,-7.084
0.8364,-7.2892
0.8361,-7.3216
0.8358,-7.2785
0.8355,-7.4944
0.8355,-7.462
0.8352,-7.4728
0.8345,-7.6996
0.8342,-7.6132
0.8339,-7.7212
0.8336,-7.8832
0.8336,-7.7968
0.8333,-7.9696
0.833,-8.0776
0.8327,-8.0019
0.8321,-8.2287
0.8318,-8.2395
0.8315,-8.2287
0.8312,-8.4771
0.8309,-8.4123
0.8309,-8.4879
0.8306,-8.7147
0.8303,-8.6175
0.83,-8.7795
0.8297,-8.9523
0.8294,-8.8443
0.8291,-9.0818
0.8287,-9.1682
0.8284,-9.1142
0.8281,-9.4058
0.8278,-9.4058
0.8275,-9.4274
0.8272,-9.719
0.8269,-9.6326
0.8266,-9.7514
0.8263,-9.989
0.826,-9.8918
0.8257,-10.1185
0.8254,-10.2913
0.8251,-10.2157
0.8248,-10.5073
0.8245,-10.5829
0.8242,-10.5721
0.8239,-10.9177
0.8236,-10.8852
0.8233,-10.95
0.823,-11.2848
0.8226,-11.2092
0.8223,-11.4036
0.822,-11.6844
0.8217,-11.5872
0.8214,-11.8787
0.8211,-12.0623
0.8208,-12.0083
0.8205,-12.3863
0.8202,-12.4619
0.8199,-12.4835
0.8196,-12.9046
0.8193,-12.8831
0.819,-13.0342
0.8187,-13.4014
0.8184,-13.3258
0.8181,-13.6174
0.8178,-13.9197
0.8175,-13.8549
0.8172,-14.2437
0.8168,-14.4489
0.8165,-14.4489
0.8162,-14.924
0.8159,-15.0104
