E / V,j / uA cm-2
0.8122,-28.3248
0.8119,-28.5105
0.8116,-28.6887
0.8113,-28.8625
0.811,-29.0368
0.8107,-29.2165
0.8104,-29.4025
0.8101,-29.5955
0.8098,-29.7957
0.8095,-30.0031
0.8092,-30.2155
0.8089,-30.4309
0.8086,-30.648
0.8083,-30.8655
0.808,-31.0828
0.8077,-31.3002
0.8074,-31.5194
0.8071,-31.7359
0.8068,-31.9548
0.8065,-32.1783
0.8062,-32.4116
0.8059,-32.6605
0.8056,-32.9259
0.8053,-33.2188
0.805,-33.5358
0.8047,-33.8769
0.8044,-34.2453
0.8041,-34.6369
0.8038,-35.0477
0.8035,-35.4781
0.8032,-35.9207
0.8029,-36.3701
0.8026,-36.8224
0.8023,-37.2629
0.802,-37.6851
0.8017,-38.081
0.8014,-38.4483
0.8011,-38.7849
0.8008,-39.0913
0.8005,-39.3684
0.8002,-39.6267
0.7999,-39.8691
0.7996,-40.1001
0.7993,-40.3291
0.799,-40.5563
0.7987,-40.7849
0.7984,-41.0173
0.7981,-41.259
0.7978,-41.5205
0.7975,-41.8054
0.7972,-42.1146
0.7969,-42.4515
0.7966,-42.8146
0.7962,-43.1957
0.796,-43.5924
0.7957,-43.9883
0.7954,-44.3754
0.7951,-44.7509
0.7948,-45.1157
0.7945,-45.4685
0.7942,-45.8167
0.7939,-46.1575
0.7936,-46.4919
0.7933,-46.8178
0.793,-47.1334
0.7927,-47.4437
0.7924,-47.741
0.7921,-48.0301
0.7918,-48.3234
0.7915,-48.6263
0.7912,-48.9501
0.7909,-49.2944
0.7906,-49.6592
0.7903,-50.0474
0.79,-50.4558
0.7897,-50.8719
0.7894,-51.2944
0.789,-51.7081
0.7888,-52.1083
0.7885,-52.4972
0.7882,-52.8684
0.7879,-53.2236
0.7876,-53.5633
0.7873,-53.8776
0.787,-54.1653
0.7867,-54.4264
0.7864,-54.6642
0.7861,-54.8871
0.7858,-55.0977
0.7855,-55.3128
0.7852,-55.541
0.7849,-55.7909
0.7846,-56.0676
0.7843,-56.3648
0.784,-56.6851
0.7837,-57.0258
0.7834,-57.3804
0.7831,-57.7381
0.7828,-58.0998
0.7825,-58.4544
0.7822,-58.7979
0.7819,-59.1238
0.7816,-59.426
0.7813,-59.701
0.781,-59.9444
0.7807,-60.1522
0.7804,-60.3255
0.7801,-60.4706
0.7798,-60.5959
0.7795,-60.7105
0.7792,-60.8217
0.7789,-60.9345
0.7786,-61.0502
0.7783,-61.1745
0.778,-61.3004
0.7777,-61.4306
0.7774,-61.5747
0.7771,-61.7311
0.7768,-61.9069
0.7765,-62.1019
0.7762,-62.3195
0.7759,-62.5573
0.7756,-62.805
0.7753,-63.0612
0.775,-63.3213
0.7747,-63.5789
0.7744,-63.834
0.7741,-64.0828
0.7738,-64.322
0.7735,-64.5527
0.7732,-64.7739
0.7729,-64.9848
0.7726,-65.1773
0.7723,-65.3454
0.772,-65.4848
0.7717,-65.5927
0.7714,-65.6645
0.7711,-65.7077
0.7708,-65.718
0.7705,-65.7038
0.7702,-65.6706
0.7698,-65.6203
0.7695,-65.5637
0.7693,-65.506
0.769,-65.4476
0.7687,-65.3949
0.7684,-65.3496
0.768,-65.3125
0.7677,-65.2849
0.7674,-65.2654
0.7672,-65.2505
0.7669,-65.2399
0.7666,-65.2304
0.7662,-65.2162
0.7659,-65.1911
0.7656,-65.1511
0.7654,-65.0938
0.7651,-65.0166
0.7648,-64.9207
0.7644,-64.8071
0.7642,-64.6766
0.7639,-64.5471
0.7636,-64.4257
0.7633,-64.3266
0.763,-64.2573
0.7626,-64.2215
0.7624,-64.2236
0.7621,-64.2636
0.7618,-64.3404
0.7615,-64.4487
0.7612,-64.5807
0.7609,-64.7293
0.7605,-64.8832
0.7603,-65.0315
0.76,-65.1631
0.7597,-65.2689
0.7594,-65.3408
0.759,-65.3733
0.7587,-65.3602
0.7585,-65.2955
0.7582,-65.1748
0.7578,-64.9986
0.7576,-64.776
0.7572,-64.5191
0.7569,-64.2456
0.7567,-63.9657
0.7564,-63.6872
0.7561,-63.4296
0.7558,-63.1999
0.7554,-62.9968
0.7552,-62.8309
0.7549,-62.7095
0.7546,-62.6401
0.7543,-62.6217
0.754,-62.6529
0.7536,-62.7272
0.7534,-62.8379
0.7531,-62.9745
0.7528,-63.1253
0.7525,-63.2749
0.7521,-63.4059
0.7519,-63.5025
0.7515,-63.5538
0.7513,-63.5545
0.751,-63.5064
0.7507,-63.4055
0.7503,-63.2534
0.75,-63.0464
0.7497,-62.7827
0.7494,-62.4699
0.7492,-62.1111
0.7489,-61.7229
0.7485,-61.339
0.7483,-60.9827
0.748,-60.6681
0.7477,-60.4009
0.7474,-60.1907
0.7471,-60.0396
0.7467,-59.9437
0.7464,-59.9006
0.7461,-59.9023
0.7459,-59.942
0.7456,-60.0103
0.7453,-60.1019
0.7449,-60.2148
0.7446,-60.3397
0.7443,-60.4692
0.7441,-60.5863
0.7437,-60.6752
0.7435,-60.7282
0.7431,-60.7346
0.7428,-60.69
0.7425,-60.597
0.7422,-60.4614
0.742,-60.2877
0.7416,-60.0778
0.7413,-59.8312
0.741,-59.5534
0.7407,-59.2562
0.7404,-58.9452
0.7401,-58.6228
0.7398,-58.2997
0.7395,-57.9795
0.7392,-57.6759
0.7389,-57.3977
0.7386,-57.1515
0.7383,-56.9501
0.7381,-56.7852
0.7377,-56.661
0.7374,-56.5715
0.7371,-56.5142
0.7368,-56.4876
0.7365,-56.4735
0.7362,-56.459
0.7359,-56.4402
0.7356,-56.4087
0.7353,-56.3574
0.735,-56.287
0.7347,-56.1971
0.7344,-56.0934
0.7341,-55.9827
0.7338,-55.8613
0.7335,-55.7293
0.7332,-55.5931
0.733,-55.4505
0.7326,-55.3029
0.7323,-55.1504
0.732,-54.9912
0.7317,-54.8234
0.7314,-54.6426
0.7311,-54.4636
0.7308,-54.2926
0.7305,-54.1295
0.7302,-53.9774
0.7299,-53.8379
0.7296,-53.7148
0.7293,-53.6136
0.729,-53.5237
0.7287,-53.4434
0.7284,-53.3723
0.7281,-53.3082
0.7278,-53.2456
0.7275,-53.1833
0.7272,-53.1146
0.7269,-53.0379
0.7266,-52.954
0.7263,-52.8517
0.726,-52.7289
0.7257,-52.587
0.7254,-52.4161
0.7251,-52.2169
0.7248,-51.9993
0.7245,-51.7721
0.7243,-51.5354
0.7239,-51.2937
0.7236,-51.063
0.7233,-50.8524
0.723,-50.6596
0.7227,-50.4834
0.7224,-50.3231
0.7221,-50.1812
0.7218,-50.0541
0.7215,-49.931
0.7212,-49.8064
0.7209,-49.6801
0.7206,-49.5506
0.7203,-49.4151
0.72,-49.2788
0.7197,-49.1369
0.7194,-48.9947
0.7191,-48.8577
0.7188,-48.7187
0.7185,-48.5856
0.7182,-48.4544
0.7179,-48.3178
0.7176,-48.1741
0.7173,-48.029
0.717,-47.8857
0.7167,-47.7392
0.7164,-47.5906
0.7161,-47.4448
0.7158,-47.3086
0.7155,-47.1773
0.7152,-47.0495
0.7149,-46.9222
0.7146,-46.7955
0.7143,-46.6716
0.714,-46.551
0.7137,-46.4317
0.7134,-46.3153
0.7131,-46.1985
0.7128,-46.0909
0.7125,-45.9965
0.7122,-45.9052
0.7119,-45.8188
0.7116,-45.7314
0.7113,-45.6412
0.711,-45.5456
0.7107,-45.4434
0.7104,-45.3255
0.7101,-45.195
0.7098,-45.0548
0.7095,-44.9059
0.7092,-44.7562
0.7089,-44.6016
0.7086,-44.448
0.7083,-44.3047
0.708,-44.1681
0.7077,-44.0467
0.7074,-43.9352
0.7071,-43.8263
0.7068,-43.7144
0.7065,-43.6012
0.7062,-43.4873
0.7059,-43.3641
0.7056,-43.2265
0.7053,-43.0821
0.705,-42.9342
0.7047,-42.7774
0.7044,-42.61
0.7041,-42.4349
0.7038,-42.2498
0.7035,-42.0626
0.7032,-41.8684
0.7029,-41.6684
0.7026,-41.4674
0.7023,-41.2633
0.702,-41.0676
0.7017,-40.8892
0.7014,-40.7275
0.7011,-40.5853
0.7008,-40.4551
0.7005,-40.3323
0.7002,-40.2148
0.6999,-40.1069
0.6996,-39.9968
0.6993,-39.8836
0.699,-39.7711
0.6987,-39.6621
0.6984,-39.552
0.6981,-39.4377
0.6978,-39.3273
0.6975,-39.2251
0.6972,-39.1231
0.6969,-39.0237
0.6966,-38.9225
0.6963,-38.8178
0.696,-38.713
0.6957,-38.6037
0.6954,-38.4926
0.6951,-38.3786
0.6948,-38.2594
0.6945,-38.132
0.6942,-37.9972
0.6939,-37.8602
0.6936,-37.7201
0.6933,-37.5849
0.693,-37.4498
0.6927,-37.3238
0.6924,-37.2084
0.6921,-37.0941
0.6918,-36.9823
0.6915,-36.8754
0.6912,-36.7742
0.6909,-36.672
0.6906,-36.5633
0.6903,-36.4554
0.69,-36.3482
0.6897,-36.2346
0.6894,-36.1175
0.6891,-35.9926
0.6888,-35.8585
0.6885,-35.7176
0.6882,-35.5633
0.6879,-35.3953
0.6876,-35.2154
0.6873,-35.0264
0.687,-34.832
0.6867,-34.6424
0.6864,-34.4577
0.6861,-34.281
0.6858,-34.113
0.6855,-33.947
0.6852,-33.7909
0.6849,-33.6433
0.6846,-33.4944
0.6843,-33.3455
0.684,-33.1999
0.6837,-33.0593
0.6834,-32.9208
0.6831,-32.7818
0.6828,-32.6515
0.6825,-32.5325
0.6822,-32.4177
0.6819,-32.3085
0.6816,-32.2005
0.6813,-32.0946
0.681,-31.9909
0.6807,-31.885
0.6804,-31.7801
0.6801,-31.6703
0.6798,-31.5559
0.6795,-31.4338
0.6792,-31.3071
0.6789,-31.1727
0.6786,-31.0322
0.6783,-30.8853
0.678,-30.7249
0.6777,-30.559
0.6774,-30.3875
0.6771,-30.2046
0.6768,-30.0153
0.6765,-29.8228
0.6762,-29.6333
0.6759,-29.4468
0.6756,-29.2586
0.6753,-29.0753
0.675,-28.9048
0.6747,-28.7458
0.6744,-28.6017
0.6741,-28.4685
0.6738,-28.3465
0.6735,-28.23
0.6732,-28.1185
0.6729,-28.0057
0.6726,-27.8921
0.6723,-27.7741
0.672,-27.6492
0.6717,-27.5215
0.6714,-27.3845
0.6711,-27.2424
0.6708,-27.0978
0.6705,-26.9458
0.6702,-26.7936
0.6699,-26.6358
0.6696,-26.4712
0.6693,-26.2952
0.669,-26.1065
0.6687,-25.9121
0.6684,-25.7213
0.6681,-25.535
0.6678,-25.3562
0.6675,-25.1833
0.6672,-25.0145
0.6669,-24.8477
0.6666,-24.6845
0.6663,-24.5205
0.666,-24.3575
0.6657,-24.1902
0.6654,-24.0205
0.6651,-23.8493
0.6648,-23.6734
0.6645,-23.4977
0.6642,-23.3303
0.6639,-23.1652
0.6636,-23.0071
0.6633,-22.8485
0.663,-22.6866
0.6627,-22.5176
0.6624,-22.3414
0.6621,-22.1593
0.6618,-21.9724
0.6615,-21.7822
0.6612,-21.5866
0.6609,-21.3931
0.6606,-21.2029
0.6603,-21.0209
0.66,-20.85
0.6597,-20.6838
0.6594,-20.524
0.6591,-20.3662
0.6588,-20.2106
0.6585,-20.0549
0.6582,-19.8989
0.6579,-19.7454
0.6576,-19.6021
0.6573,-19.462
0.657,-19.3282
0.6567,-19.1949
0.6564,-19.0586
0.6561,-18.9165
0.6558,-18.7684
0.6555,-18.6124
0.6552,-18.4501
0.6549,-18.2841
0.6546,-18.1142
0.6543,-17.9452
0.654,-17.7751
0.6537,-17.6056
0.6534,-17.4348
0.6531,-17.2579
0.6528,-17.0768
0.6525,-16.8893
0.6522,-16.6951
0.6519,-16.4952
0.6516,-16.2926
0.6513,-16.0895
0.651,-15.8896
0.6507,-15.6888
0.6504,-15.4925
0.6501,-15.3016
0.6498,-15.1155
0.6495,-14.9384
0.6492,-14.7752
0.6489,-14.6217
0.6486,-14.4805
0.6483,-14.3533
0.648,-14.2379
0.6477,-14.1334
0.6474,-14.0397
0.6471,-13.9522
0.6468,-13.8669
0.6465,-13.7786
0.6462,-13.686
0.6459,-13.5863
0.6456,-13.4806
0.6453,-13.3666
0.645,-13.2481
0.6447,-13.122
0.6444,-12.99
0.6441,-12.8529
0.6438,-12.7133
0.6435,-12.57
0.6432,-12.4225
0.6429,-12.2735
0.6426,-12.1235
0.6423,-11.9688
0.642,-11.8145
0.6417,-11.6645
0.6414,-11.5157
0.6411,-11.372
0.6408,-11.2351
0.6405,-11.0999
0.6402,-10.9657
0.6399,-10.8305
0.6396,-10.6942
0.6393,-10.5578
0.639,-10.4236
0.6387,-10.2907
0.6384,-10.1652
0.6381,-10.0447
0.6378,-9.9329
0.6375,-9.8295
0.6372,-9.7324
0.6369,-9.6392
0.6366,-9.5492
0.6363,-9.4594
0.636,-9.3689
0.6357,-9.2759
0.6354,-9.1825
0.6351,-9.0909
0.6348,-8.9979
0.6345,-8.908
0.6342,-8.8206
0.6339,-8.7294
0.6335,-8.636
0.6333,-8.54
0.633,-8.4429
0.6327,-8.3467
0.6324,-8.2523
0.6321,-8.161
0.6318,-8.0748
0.6315,-7.9922
0.6312,-7.9138
0.6309,-7.8384
0.6306,-7.765
0.6303,-7.6923
0.63,-7.6212
0.6297,-7.549
0.6294,-7.4767
0.6291,-7.4047
0.6288,-7.3335
0.6285,-7.2628
0.6282,-7.1921
0.6279,-7.1229
0.6276,-7.0538
0.6273,-6.9823
0.627,-6.9138
0.6267,-6.8487
0.6264,-6.7867
0.6261,-6.7276
0.6258,-6.6722
0.6255,-6.6192
0.6252,-6.5676
0.6249,-6.5168
0.6246,-6.466
0.6243,-6.416
0.624,-6.3663
0.6237,-6.3157
0.6234,-6.2658
0.6231,-6.2153
0.6228,-6.1648
0.6225,-6.1159
0.6222,-6.0665
0.6219,-6.0167
0.6216,-5.9679
0.6213,-5.9192
0.621,-5.8704
0.6207,-5.8218
0.6204,-5.775
0.6201,-5.7288
0.6198,-5.6837
0.6195,-5.6409
0.6192,-5.6014
0.6189,-5.5634
0.6186,-5.5276
0.6183,-5.4945
0.618,-5.4637
0.6177,-5.4346
0.6174,-5.4062
0.6171,-5.3777
0.6168,-5.3502
0.6165,-5.3228
0.6162,-5.2949
0.6159,-5.2678
0.6156,-5.2398
0.6153,-5.2115
0.615,-5.1843
0.6147,-5.1562
0.6144,-5.1275
0.6141,-5.0993
0.6138,-5.0709
0.6135,-5.0425
0.6132,-5.0149
0.6129,-4.9882
0.6126,-4.9624
0.6122,-4.9379
0.612,-4.9155
0.6116,-4.8955
0.6114,-4.877
0.6111,-4.8596
0.6108,-4.8436
0.6104,-4.8283
0.6102,-4.8132
0.6099,-4.7973
0.6096,-4.7799
0.6093,-4.7621
0.609,-4.7436
0.6086,-4.7244
0.6083,-4.7058
0.6081,-4.6865
0.6078,-4.6672
0.6075,-4.6484
0.6072,-4.6291
0.6068,-4.6094
0.6065,-4.5904
0.6063,-4.5718
0.606,-4.5536
0.6057,-4.5369
0.6054,-4.5219
0.6051,-4.509
0.6048,-4.4984
0.6044,-4.4901
0.6042,-4.4843
0.6039,-4.4797
0.6036,-4.4758
0.6032,-4.4729
0.6029,-4.4706
0.6026,-4.4687
0.6024,-4.4672
0.6021,-4.4655
0.6018,-4.4641
0.6015,-4.4622
0.6011,-4.4601
0.6008,-4.4576
0.6006,-4.4546
0.6003,-4.4507
0.6,-4.4458
0.5997,-4.4396
0.5994,-4.4321
0.5991,-4.4242
0.5988,-4.4156
0.5985,-4.407
0.5981,-4.3983
0.5979,-4.3897
0.5976,-4.3817
0.5973,-4.3745
0.597,-4.3683
0.5967,-4.364
0.5963,-4.3608
0.5961,-4.3585
0.5957,-4.3569
0.5954,-4.3556
0.5952,-4.3546
0.5949,-4.3538
0.5945,-4.3531
0.5942,-4.3523
0.5939,-4.3515
0.5936,-4.3497
0.5933,-4.3474
0.5931,-4.3452
0.5927,-4.3427
0.5925,-4.3404
0.5922,-4.3378
0.5919,-4.3356
0.5916,-4.3337
0.5913,-4.3323
0.591,-4.3313
0.5906,-4.3308
0.5904,-4.331
0.5901,-4.3317
0.5898,-4.3321
0.5895,-4.3317
0.5891,-4.3304
0.5889,-4.3285
0.5885,-4.326
0.5883,-4.3236
0.588,-4.3206
0.5877,-4.3173
0.5874,-4.3134
0.587,-4.3097
0.5867,-4.3061
0.5865,-4.3027
0.5862,-4.2993
0.5859,-4.2955
0.5856,-4.2913
0.5852,-4.2867
0.5849,-4.2813
0.5847,-4.2749
0.5844,-4.2678
0.584,-4.2609
0.5838,-4.2542
0.5834,-4.2472
0.5831,-4.2398
0.5829,-4.2319
0.5825,-4.224
0.5822,-4.2157
0.582,-4.2071
0.5816,-4.1982
0.5813,-4.1885
0.581,-4.1789
0.5807,-4.1696
0.5804,-4.161
0.5801,-4.1523
0.5798,-4.1438
0.5795,-4.1356
0.5792,-4.1268
0.5789,-4.1178
0.5786,-4.108
0.5783,-4.0975
0.578,-4.087
0.5777,-4.077
0.5774,-4.0675
0.5771,-4.0579
0.5769,-4.0481
0.5765,-4.0387
0.5762,-4.0293
0.5759,-4.0198
0.5757,-4.01
0.5754,-4.0002
0.575,-3.9902
0.5748,-3.98
0.5744,-3.9697
0.5741,-3.9591
0.5738,-3.9488
0.5736,-3.9384
0.5733,-3.9283
0.5729,-3.9174
0.5726,-3.9057
0.5723,-3.8938
0.572,-3.8818
0.5717,-3.8697
0.5715,-3.8578
0.5711,-3.8459
0.5708,-3.8338
0.5705,-3.8222
0.5702,-3.8115
0.5699,-3.802
0.5696,-3.7933
0.5693,-3.7854
0.569,-3.7785
0.5687,-3.7724
0.5685,-3.7665
0.5681,-3.761
0.5679,-3.7561
0.5675,-3.7517
0.5672,-3.7475
0.5669,-3.7425
0.5667,-3.7368
0.5663,-3.7299
0.566,-3.7234
0.5657,-3.7168
0.5654,-3.7097
0.5651,-3.7021
0.5648,-3.6941
0.5645,-3.686
0.5642,-3.6777
0.5639,-3.6692
0.5636,-3.6606
0.5633,-3.6514
0.563,-3.6418
0.5627,-3.632
0.5624,-3.6223
0.5621,-3.6125
0.5618,-3.6032
0.5616,-3.5947
0.5612,-3.5866
0.5609,-3.5786
0.5607,-3.5707
0.5603,-3.5633
0.56,-3.5569
0.5598,-3.5513
0.5594,-3.5466
0.5591,-3.5419
0.5588,-3.538
0.5585,-3.5349
0.5582,-3.5321
0.5579,-3.529
0.5576,-3.5252
0.5574,-3.5205
0.5571,-3.5148
0.5567,-3.5081
0.5564,-3.5004
0.5561,-3.4921
0.5558,-3.4833
0.5556,-3.4737
0.5552,-3.4631
0.5549,-3.4519
0.5546,-3.4404
0.5543,-3.429
0.554,-3.4183
0.5537,-3.4086
0.5534,-3.3998
0.5531,-3.392
0.5528,-3.3856
0.5525,-3.3808
0.5522,-3.3773
0.5519,-3.3744
0.5516,-3.3716
0.5513,-3.3693
0.551,-3.3675
0.5507,-3.3655
0.5504,-3.3633
0.5501,-3.361
0.5498,-3.3585
0.5495,-3.356
0.5492,-3.3526
0.5489,-3.3478
0.5486,-3.342
0.5483,-3.3355
0.548,-3.3284
0.5477,-3.3204
0.5474,-3.312
0.5471,-3.3036
0.5468,-3.2952
0.5465,-3.2875
0.5462,-3.2804
0.5459,-3.2738
0.5456,-3.2678
0.5453,-3.2621
0.545,-3.2576
0.5447,-3.2539
0.5444,-3.2506
0.5441,-3.2473
0.5438,-3.2445
0.5435,-3.2425
0.5432,-3.2408
0.5429,-3.2395
0.5426,-3.2381
0.5423,-3.2368
0.542,-3.2358
0.5417,-3.2345
0.5414,-3.2331
0.5411,-3.2315
0.5408,-3.2298
0.5405,-3.2281
0.5402,-3.226
0.5399,-3.2237
0.5396,-3.2215
0.5393,-3.2194
0.539,-3.2173
0.5387,-3.2154
0.5384,-3.2137
0.5381,-3.2118
0.5378,-3.2099
0.5375,-3.2081
0.5372,-3.2062
0.5369,-3.2037
0.5366,-3.2005
0.5363,-3.197
0.536,-3.1936
0.5357,-3.1903
0.5354,-3.187
0.5351,-3.1839
0.5348,-3.1811
0.5345,-3.1783
0.5342,-3.1756
0.5339,-3.173
0.5336,-3.1702
0.5333,-3.1674
0.533,-3.1647
0.5327,-3.1618
0.5324,-3.1585
0.5321,-3.1552
0.5318,-3.152
0.5315,-3.1491
0.5312,-3.1464
0.5309,-3.1436
0.5306,-3.1406
0.5303,-3.1374
0.53,-3.1338
0.5297,-3.1305
0.5294,-3.1272
0.5291,-3.1239
0.5288,-3.1206
0.5285,-3.1178
0.5282,-3.1157
0.5279,-3.1142
0.5276,-3.1137
0.5273,-3.1135
0.527,-3.1139
0.5267,-3.1142
0.5264,-3.1145
0.5261,-3.1141
0.5258,-3.1133
0.5255,-3.1126
0.5252,-3.1118
0.5249,-3.1109
0.5246,-3.1096
0.5243,-3.1086
0.524,-3.108
0.5237,-3.1079
0.5234,-3.108
0.5231,-3.1085
0.5228,-3.1091
0.5225,-3.11
0.5222,-3.111
0.5219,-3.1122
0.5216,-3.1136
0.5213,-3.1152
0.521,-3.117
0.5207,-3.1188
0.5204,-3.1206
0.5201,-3.1219
0.5198,-3.1227
0.5195,-3.1229
0.5192,-3.1229
0.5189,-3.1223
0.5186,-3.1211
0.5183,-3.1194
0.518,-3.1178
0.5177,-3.117
0.5174,-3.1169
0.5171,-3.1172
0.5168,-3.118
0.5165,-3.1196
0.5162,-3.1218
0.5159,-3.1242
0.5156,-3.1265
0.5153,-3.1289
0.515,-3.1314
0.5147,-3.1337
0.5144,-3.1355
0.5141,-3.1365
0.5138,-3.1368
0.5135,-3.1363
0.5132,-3.1354
0.5129,-3.1341
0.5126,-3.1326
0.5123,-3.1307
0.512,-3.1288
0.5117,-3.1269
0.5114,-3.1254
0.5111,-3.1239
0.5108,-3.1225
0.5105,-3.1217
0.5102,-3.1221
0.5099,-3.1233
0.5096,-3.1252
0.5093,-3.1282
0.509,-3.1319
0.5087,-3.136
0.5084,-3.1404
0.5081,-3.1444
0.5078,-3.148
0.5075,-3.1509
0.5072,-3.153
0.5069,-3.1548
0.5066,-3.1561
0.5063,-3.1567
0.506,-3.1571
0.5057,-3.1572
0.5054,-3.1568
0.5051,-3.1561
0.5048,-3.1549
0.5045,-3.1534
0.5042,-3.1519
0.5039,-3.1504
0.5036,-3.1489
0.5033,-3.1473
0.503,-3.1465
0.5027,-3.1474
0.5024,-3.1494
0.5021,-3.1527
0.5018,-3.1569
0.5015,-3.1616
0.5012,-3.1664
0.5009,-3.1712
0.5006,-3.1759
0.5003,-3.1805
0.5,-3.1844
0.4997,-3.1881
0.4994,-3.1916
0.4991,-3.1946
0.4988,-3.1972
0.4985,-3.1993
0.4982,-3.2012
0.4979,-3.2029
0.4976,-3.2041
0.4973,-3.2051
0.497,-3.2059
0.4967,-3.207
0.4964,-3.2087
0.4961,-3.2111
0.4958,-3.2139
0.4955,-3.2167
0.4952,-3.2195
0.4949,-3.2223
0.4946,-3.2254
0.4943,-3.2289
0.494,-3.2329
0.4937,-3.2373
0.4934,-3.2418
0.4931,-3.2468
0.4928,-3.2519
0.4925,-3.2575
0.4922,-3.2635
0.4919,-3.2702
0.4916,-3.2777
0.4913,-3.2858
0.491,-3.2942
0.4907,-3.303
0.4904,-3.3118
0.4901,-3.3207
0.4898,-3.3295
0.4895,-3.3383
0.4892,-3.3471
0.4889,-3.3557
0.4886,-3.364
0.4883,-3.3722
0.488,-3.3805
0.4877,-3.3884
0.4874,-3.3966
0.4871,-3.4045
0.4868,-3.4122
0.4865,-3.4202
0.4862,-3.4283
0.4859,-3.4364
0.4856,-3.4448
0.4853,-3.4531
0.485,-3.4615
0.4847,-3.4699
0.4844,-3.4782
0.4841,-3.4866
0.4838,-3.4946
0.4835,-3.5027
0.4832,-3.5105
0.4829,-3.518
0.4826,-3.525
0.4823,-3.531
0.482,-3.5356
0.4817,-3.5393
0.4814,-3.5422
0.4811,-3.5443
0.4808,-3.5465
0.4805,-3.5483
0.4802,-3.5504
0.4799,-3.5531
0.4796,-3.5563
0.4793,-3.5598
0.479,-3.5639
0.4787,-3.5684
0.4784,-3.5738
0.4781,-3.5798
0.4778,-3.5865
0.4775,-3.5938
0.4772,-3.6023
0.4769,-3.6123
0.4766,-3.6237
0.4763,-3.6362
0.476,-3.6495
0.4757,-3.6628
0.4754,-3.6759
0.4751,-3.6891
0.4748,-3.7013
0.4745,-3.7128
0.4742,-3.723
0.4739,-3.7317
0.4736,-3.7391
0.4733,-3.7456
0.473,-3.7508
0.4727,-3.755
0.4724,-3.7591
0.4721,-3.7633
0.4718,-3.7674
0.4715,-3.7715
0.4712,-3.7759
0.4709,-3.7807
0.4706,-3.7861
0.4703,-3.7917
0.47,-3.7973
0.4697,-3.8025
0.4694,-3.807
0.4691,-3.8104
0.4688,-3.8126
0.4685,-3.813
0.4682,-3.8109
0.4679,-3.8067
0.4676,-3.7998
0.4673,-3.791
0.467,-3.7812
0.4667,-3.7707
0.4664,-3.7596
0.4661,-3.7493
0.4658,-3.7407
0.4655,-3.7335
0.4652,-3.7275
0.4649,-3.7232
0.4646,-3.7203
0.4643,-3.7188
0.464,-3.7185
0.4637,-3.7196
0.4634,-3.7218
0.4631,-3.7252
0.4628,-3.7294
0.4625,-3.7339
0.4622,-3.7384
0.4619,-3.7422
0.4616,-3.7451
0.4613,-3.7469
0.461,-3.7471
0.4607,-3.7458
0.4604,-3.7433
0.4601,-3.7395
0.4598,-3.7348
0.4595,-3.73
0.4592,-3.725
0.4589,-3.7204
0.4586,-3.7164
0.4583,-3.7126
0.458,-3.7099
0.4577,-3.7079
0.4574,-3.7066
0.4571,-3.7062
0.4568,-3.7058
0.4565,-3.7056
0.4561,-3.7051
0.4559,-3.704
0.4555,-3.7024
0.4552,-3.7002
0.4552,-3.697
0.4546,-3.6924
0.4543,-3.6863
0.4543,-3.6793
0.454,-3.6714
0.4534,-3.6632
0.4534,-3.6548
0.4531,-3.6468
0.4528,-3.6397
0.4525,-3.6338
0.4519,-3.6288
0.4516,-3.625
0.4516,-3.6224
0.451,-3.6203
0.451,-3.6188
0.4507,-3.618
0.45,-3.6179
0.45,-3.6185
0.4498,-3.6204
0.4494,-3.624
0.4491,-3.629
0.4488,-3.635
0.4485,-3.6415
0.4482,-3.6484
0.4479,-3.6553
0.4476,-3.6623
0.4473,-3.6688
0.447,-3.675
0.4467,-3.6808
0.4464,-3.6861
0.4461,-3.6909
0.4458,-3.695
0.4455,-3.6984
0.4452,-3.7008
0.4449,-3.7023
0.4446,-3.7029
0.4442,-3.7033
0.4439,-3.7038
0.4436,-3.7048
0.4433,-3.7066
0.443,-3.7093
0.4427,-3.713
0.4424,-3.7169
0.4421,-3.721
0.4418,-3.7249
0.4415,-3.7287
0.4412,-3.732
0.4409,-3.7347
0.4406,-3.7363
0.4403,-3.7369
0.44,-3.737
0.4397,-3.7371
0.4394,-3.7377
0.4391,-3.7392
0.4388,-3.7417
0.4385,-3.7453
0.4381,-3.7499
0.4378,-3.7556
0.4375,-3.7625
0.4372,-3.7706
0.4369,-3.7801
0.4366,-3.7906
0.4363,-3.8018
0.436,-3.8137
0.4357,-3.8258
0.4357,-3.8379
0.4351,-3.8495
0.4348,-3.8602
0.4345,-3.8697
0.4342,-3.8775
0.4342,-3.8831
0.4339,-3.8872
0.4333,-3.8909
0.433,-3.8943
0.4327,-3.898
0.4324,-3.9019
0.432,-3.9063
0.432,-3.9114
0.4317,-3.9173
0.4314,-3.9243
0.4311,-3.9328
0.4308,-3.9431
0.4305,-3.9547
0.4302,-3.9677
0.4299,-3.9817
0.4296,-3.9964
0.4293,-4.0115
0.429,-4.0269
0.4287,-4.0419
0.4284,-4.0561
0.4281,-4.0692
0.4278,-4.0804
0.4275,-4.0893
0.4272,-4.0968
0.4269,-4.1027
0.4266,-4.107
0.4263,-4.1103
0.4259,-4.1129
0.4256,-4.1154
0.4253,-4.1185
0.425,-4.1222
0.4247,-4.1265
0.4244,-4.1317
0.4241,-4.1377
0.4238,-4.1444
