E / V,j / uA cm-2
0.4877,0.6958
0.488,0.6813
0.4883,0.6669
0.4886,0.6527
0.4889,0.6393
0.4892,0.6267
0.4895,0.6154
0.4898,0.6058
0.4901,0.5981
0.4904,0.5927
0.4907,0.5891
0.491,0.5878
0.4913,0.588
0.4916,0.5891
0.4919,0.5907
0.4922,0.5925
0.4925,0.5941
0.4928,0.5953
0.4931,0.5961
0.4934,0.5969
0.4937,0.5974
0.494,0.5974
0.4943,0.5967
0.4946,0.5958
0.4949,0.5946
0.4952,0.5937
0.4955,0.5933
0.4958,0.5933
0.4961,0.5942
0.4964,0.5957
0.4967,0.5976
0.497,0.5997
0.4973,0.6021
0.4976,0.6047
0.4979,0.6071
0.4982,0.6093
0.4985,0.6112
0.4988,0.6128
0.4991,0.614
0.4994,0.6144
0.4997,0.6142
0.5,0.6132
0.5003,0.6113
0.5006,0.609
0.5009,0.606
0.5012,0.603
0.5015,0.6002
0.5018,0.5977
0.5021,0.5954
0.5024,0.5929
0.5027,0.5906
0.503,0.5884
0.5033,0.5864
0.5036,0.5845
0.5039,0.583
0.5042,0.5815
0.5045,0.5803
0.5048,0.5792
0.5051,0.5784
0.5054,0.578
0.5057,0.5775
0.506,0.5775
0.5063,0.578
0.5066,0.5794
0.5069,0.5816
0.5072,0.585
0.5075,0.59
0.5078,0.5961
0.5081,0.6035
0.5084,0.6112
0.5087,0.6194
0.509,0.6278
0.5093,0.6361
0.5096,0.6439
0.5099,0.6505
0.5102,0.6554
0.5105,0.6589
0.5108,0.6608
0.5111,0.6611
0.5114,0.6601
0.5117,0.6579
0.512,0.6546
0.5123,0.6504
0.5126,0.6461
0.5129,0.6416
0.5132,0.6374
0.5135,0.6339
0.5138,0.6315
0.5141,0.6305
0.5144,0.6303
0.5147,0.631
0.515,0.6323
0.5153,0.6346
0.5156,0.6371
0.5159,0.6397
0.5162,0.6418
0.5165,0.6432
0.5168,0.6443
0.5171,0.6453
0.5174,0.6464
0.5177,0.6477
0.518,0.6494
0.5183,0.6512
0.5186,0.6529
0.5189,0.6547
0.5192,0.6566
0.5195,0.6582
0.5198,0.6598
0.5201,0.6618
0.5204,0.6638
0.5207,0.6661
0.521,0.6686
0.5213,0.6712
0.5216,0.6741
0.5219,0.6772
0.5222,0.6803
0.5225,0.6834
0.5228,0.6866
0.5231,0.69
0.5234,0.6942
0.5237,0.6995
0.524,0.7055
0.5243,0.7122
0.5246,0.7191
0.5249,0.7257
0.5252,0.7317
0.5255,0.7367
0.5258,0.7407
0.5261,0.7435
0.5264,0.7453
0.5267,0.746
0.5271,0.7457
0.5273,0.7444
0.5276,0.7421
0.5279,0.739
0.5282,0.7353
0.5285,0.7311
0.5288,0.7267
0.5291,0.7229
0.5294,0.7198
0.5297,0.7181
0.53,0.7182
0.5303,0.7201
0.5306,0.7235
0.5309,0.7285
0.5312,0.7348
0.5315,0.742
0.5318,0.7502
0.5321,0.7593
0.5324,0.7694
0.5327,0.7798
0.533,0.7902
0.5333,0.8005
0.5336,0.8104
0.5339,0.8197
0.5342,0.8281
0.5345,0.8357
0.5348,0.8423
0.5351,0.8477
0.5354,0.852
0.5357,0.8553
0.536,0.8572
0.5364,0.8582
0.5366,0.858
0.5369,0.8565
0.5372,0.8541
0.5376,0.851
0.5378,0.8478
0.5381,0.8446
0.5384,0.8419
0.5387,0.8399
0.539,0.8387
0.5393,0.8382
0.5396,0.8387
0.5399,0.8408
0.5402,0.8446
0.5405,0.85
0.5408,0.8572
0.5411,0.8662
0.5414,0.8769
0.5417,0.8888
0.542,0.9016
0.5423,0.9147
0.5426,0.9279
0.5429,0.9405
0.5432,0.952
0.5435,0.9624
0.5438,0.9718
0.5441,0.9804
0.5444,0.9883
0.5447,0.9953
0.545,1.0017
0.5453,1.0075
0.5456,1.0125
0.5459,1.0168
0.5462,1.0206
0.5465,1.024
0.5468,1.0275
0.5471,1.0312
0.5474,1.0358
0.5477,1.0413
0.548,1.0473
0.5483,1.0538
0.5486,1.0607
0.5489,1.0679
0.5492,1.0754
0.5495,1.0832
0.5498,1.0915
0.5501,1.1005
0.5504,1.1105
0.5507,1.1218
0.551,1.1341
0.5513,1.147
0.5516,1.1604
0.5519,1.1736
0.5522,1.1859
0.5525,1.1973
0.5528,1.2076
0.5531,1.217
0.5534,1.2258
0.5538,1.234
0.5541,1.2418
0.5543,1.2488
0.5546,1.2549
0.5549,1.2607
0.5553,1.2661
0.5556,1.2713
0.5559,1.2767
0.5561,1.2829
0.5564,1.2896
0.5567,1.2969
0.5571,1.3047
0.5574,1.3126
0.5577,1.3204
0.5579,1.3288
0.5582,1.3378
0.5585,1.3474
0.5588,1.3569
0.5592,1.3664
0.5595,1.3759
0.5597,1.3853
0.56,1.3939
0.5603,1.402
0.5607,1.4099
0.5609,1.4178
0.5613,1.4262
0.5615,1.4353
0.5618,1.4453
0.5621,1.4564
0.5624,1.4691
0.5628,1.483
0.563,1.4973
0.5633,1.5123
0.5636,1.5279
0.5639,1.5443
0.5642,1.5633
0.5645,1.5843
0.5649,1.6068
0.5651,1.6299
0.5654,1.6523
0.5657,1.673
0.566,1.692
0.5663,1.7085
0.5667,1.7223
0.567,1.7341
0.5673,1.7442
0.5675,1.7527
0.5679,1.7595
0.5681,1.765
0.5685,1.7696
0.5688,1.7731
0.569,1.776
0.5693,1.7782
0.5697,1.7803
0.5699,1.7833
0.5702,1.7877
0.5705,1.7939
0.5708,1.8026
0.5711,1.8129
0.5715,1.8253
0.5717,1.8388
0.5721,1.8532
0.5723,1.8676
0.5726,1.8826
0.5729,1.8975
0.5733,1.913
0.5736,1.9288
0.5739,1.9447
0.5741,1.9612
0.5744,1.978
0.5748,1.9956
0.575,2.014
0.5754,2.0331
0.5757,2.0533
0.5759,2.0747
0.5762,2.0974
0.5765,2.1211
0.5769,2.1452
0.5772,2.1689
0.5774,2.1929
0.5777,2.2171
0.578,2.2399
0.5783,2.2595
0.5786,2.2744
0.579,2.2853
0.5792,2.2918
0.5795,2.2944
0.5798,2.2942
0.5801,2.2913
0.5804,2.2865
0.5807,2.2813
0.5811,2.2757
0.5813,2.2707
0.5816,2.2667
0.582,2.2642
0.5822,2.2636
0.5826,2.2653
0.5829,2.2697
0.5831,2.2766
0.5834,2.2865
0.5838,2.2995
0.584,2.3155
0.5844,2.3331
0.5847,2.3509
0.5849,2.3676
0.5852,2.383
0.5856,2.3983
0.5859,2.4124
0.5862,2.426
0.5865,2.4386
0.5868,2.4503
0.5871,2.4606
0.5874,2.4694
0.5877,2.4759
0.588,2.4804
0.5883,2.4826
0.5886,2.4828
0.5889,2.4813
0.5892,2.4786
0.5895,2.4751
0.5898,2.4712
0.5901,2.4674
0.5904,2.4636
0.5907,2.4597
0.591,2.4566
0.5913,2.454
0.5916,2.4519
0.5919,2.4507
0.5922,2.4507
0.5925,2.4516
0.5928,2.4529
0.5931,2.4547
0.5934,2.4566
0.5937,2.4579
0.594,2.4587
0.5943,2.4599
0.5945,2.4615
0.5949,2.4636
0.5952,2.4663
0.5955,2.4692
0.5958,2.472
0.5961,2.4746
0.5963,2.4773
0.5967,2.4797
0.597,2.4817
0.5973,2.4841
0.5976,2.4869
0.5979,2.4902
0.5982,2.4935
0.5985,2.4967
0.5988,2.4998
0.5991,2.5028
0.5994,2.5057
0.5997,2.509
0.6,2.5124
0.6003,2.5164
0.6006,2.5219
0.6009,2.5288
0.6012,2.5369
0.6015,2.5455
0.6018,2.5537
0.6021,2.5613
0.6024,2.5683
0.6027,2.574
0.6029,2.5786
0.6032,2.5822
0.6036,2.5844
0.6039,2.5871
0.6042,2.5897
0.6045,2.5917
0.6048,2.5933
0.6051,2.5948
0.6054,2.5969
0.6057,2.6001
0.606,2.6051
0.6063,2.6124
0.6066,2.6226
0.6069,2.6362
0.6072,2.653
0.6075,2.673
0.6078,2.6952
0.6081,2.7192
0.6084,2.744
0.6086,2.7695
0.609,2.7956
0.6093,2.8219
0.6096,2.8492
0.6099,2.8766
0.6102,2.9033
0.6104,2.93
0.6108,2.9541
0.6111,2.9745
0.6114,2.993
0.6117,3.0087
0.612,3.0221
0.6122,3.0332
0.6126,3.0431
0.6129,3.053
0.6132,3.0633
0.6135,3.0747
0.6138,3.0873
0.6141,3.102
0.6144,3.1174
0.6147,3.135
0.615,3.1543
0.6153,3.176
0.6156,3.2003
0.6159,3.228
0.6162,3.2581
0.6165,3.2898
0.6168,3.3228
0.6171,3.3571
0.6174,3.3912
0.6177,3.4256
0.618,3.4621
0.6183,3.4994
0.6186,3.5366
0.6189,3.5746
0.6192,3.6148
0.6195,3.6554
0.6198,3.6968
0.6201,3.739
0.6204,3.7815
0.6207,3.8245
0.621,3.867
0.6213,3.91
0.6216,3.9534
0.6219,3.9976
0.6222,4.0427
0.6225,4.0898
0.6228,4.1372
0.6231,4.1861
0.6234,4.236
0.6237,4.2875
0.624,4.3412
0.6243,4.3983
0.6246,4.4603
0.6249,4.5254
0.6252,4.5919
0.6255,4.6611
0.6258,4.7304
0.6261,4.7965
0.6264,4.8608
0.6267,4.9222
0.627,4.9785
0.6273,5.0297
0.6276,5.0762
0.6279,5.1185
0.6282,5.158
0.6285,5.1959
0.6288,5.2338
0.6291,5.2738
0.6294,5.3155
0.6297,5.3605
0.63,5.4096
0.6303,5.4646
0.6306,5.527
0.6309,5.5979
0.6312,5.676
0.6315,5.7587
0.6318,5.8446
0.6321,5.9327
0.6324,6.0211
0.6327,6.1093
0.633,6.2
0.6333,6.2917
0.6336,6.3817
0.6339,6.4719
0.6342,6.5636
0.6345,6.6567
0.6348,6.7521
0.6351,6.8506
0.6354,6.9509
0.6357,7.0534
0.636,7.1568
0.6363,7.2604
0.6366,7.3642
0.6369,7.468
0.6372,7.5724
0.6375,7.6755
0.6378,7.7765
0.6381,7.8755
0.6384,7.9747
0.6387,8.0734
0.639,8.1752
0.6393,8.2811
0.6396,8.3925
0.6399,8.5066
0.6402,8.6219
0.6405,8.7414
0.6408,8.8642
0.6411,8.9874
0.6414,9.1107
0.6417,9.2329
0.642,9.3509
0.6423,9.4681
0.6426,9.5831
0.6429,9.6945
0.6432,9.8031
0.6435,9.9107
0.6438,10.0192
0.6441,10.129
0.6444,10.2425
0.6447,10.3597
0.645,10.4829
0.6453,10.6088
0.6456,10.7409
0.6459,10.8766
0.6462,11.0126
0.6465,11.1493
0.6468,11.2865
0.6471,11.4239
0.6474,11.5591
0.6477,11.6918
0.648,11.826
0.6483,11.9612
0.6486,12.097
0.6489,12.2344
0.6492,12.3675
0.6495,12.4947
0.6498,12.6189
0.6501,12.7423
0.6504,12.8667
0.6507,12.9939
0.651,13.1268
0.6513,13.2679
0.6516,13.4196
0.6519,13.5824
0.6522,13.7584
0.6525,13.9471
0.6528,14.1466
0.6531,14.3609
0.6534,14.5856
0.6537,14.8192
0.654,15.062
0.6543,15.3126
0.6546,15.5688
0.6549,15.8199
0.6552,16.0588
0.6555,16.2778
0.6558,16.469
0.6561,16.6339
0.6564,16.7737
0.6567,16.8917
0.657,16.9898
0.6573,17.0743
0.6576,17.1514
0.6579,17.2226
0.6582,17.2896
0.6585,17.3565
0.6588,17.4247
0.6591,17.4987
0.6594,17.5803
0.6597,17.6752
0.66,17.7833
0.6603,17.9069
0.6606,18.049
0.6609,18.2061
0.6612,18.3752
0.6615,18.5515
0.6618,18.7324
0.6621,18.9163
0.6624,19.1017
0.6627,19.2915
0.663,19.4862
0.6633,19.6871
0.6636,19.8904
0.6639,20.0989
0.6642,20.3062
0.6645,20.5052
0.6648,20.6948
0.6651,20.8733
0.6654,21.0405
0.6657,21.2011
0.666,21.3607
0.6663,21.5248
0.6666,21.6967
0.6669,21.8794
0.6672,22.0768
0.6675,22.2847
0.6678,22.5034
0.6681,22.7302
0.6684,22.9649
0.6687,23.2043
0.669,23.4472
0.6693,23.6903
0.6696,23.9311
0.6699,24.164
0.6702,24.3838
0.6705,24.5872
0.6708,24.7644
0.6711,24.9134
0.6714,25.0323
0.6717,25.1235
0.672,25.196
0.6723,25.2592
0.6726,25.3245
0.6729,25.3953
0.6732,25.4766
0.6735,25.5671
0.6738,25.6685
0.6741,25.7768
0.6744,25.8946
0.6747,26.0251
0.675,26.1684
0.6753,26.3202
0.6756,26.4828
0.6759,26.6515
0.6762,26.8199
0.6765,26.9811
0.6768,27.1305
0.6771,27.2619
0.6774,27.3774
0.6777,27.4834
0.678,27.5866
0.6783,27.6979
0.6786,27.8266
0.6789,27.9794
0.6792,28.1605
0.6795,28.3642
0.6798,28.5912
0.6801,28.8335
0.6804,29.0928
0.6807,29.3656
0.681,29.6537
0.6813,29.9551
0.6816,30.259
0.6819,30.5584
0.6822,30.8442
0.6825,31.0941
0.6828,31.3011
0.6831,31.4595
0.6834,31.5747
0.6837,31.6404
0.684,31.6745
0.6843,31.6827
0.6846,31.6742
0.6849,31.6515
0.6852,31.6229
0.6855,31.5946
0.6858,31.5724
0.6861,31.5592
0.6864,31.5624
0.6867,31.5835
0.687,31.6288
0.6873,31.6995
0.6876,31.7992
0.6879,31.9248
0.6882,32.0723
0.6885,32.2352
0.6888,32.405
0.6891,32.572
0.6894,32.7432
0.6897,32.9145
0.69,33.0872
0.6903,33.2529
0.6906,33.4221
0.6909,33.587
0.6912,33.7498
0.6915,33.9075
0.6918,34.0691
0.6922,34.2371
0.6924,34.4129
0.6927,34.5964
0.693,34.7867
0.6933,34.9835
0.6936,35.184
0.694,35.3857
0.6942,35.5856
0.6945,35.7788
0.6948,35.9625
0.6951,36.1256
0.6954,36.2675
0.6957,36.3864
0.696,36.4869
0.6963,36.5701
0.6966,36.6384
0.6969,36.6967
0.6972,36.7495
0.6975,36.7997
0.6978,36.8542
0.6981,36.9137
0.6984,36.9848
0.6987,37.0686
0.699,37.1663
0.6993,37.2778
0.6996,37.3999
0.6999,37.5347
0.7002,37.6706
0.7005,37.8011
0.7008,37.9225
0.7011,38.0333
0.7014,38.1313
0.7017,38.2166
0.702,38.299
0.7023,38.3825
0.7026,38.4742
0.7029,38.58
0.7032,38.7013
0.7035,38.8436
0.7038,39.0046
0.7041,39.1851
0.7044,39.3825
0.7047,39.5962
0.705,39.8217
0.7053,40.0531
0.7056,40.2831
0.7059,40.5046
0.7063,40.7141
0.7065,40.9016
0.7068,41.0541
0.7071,41.1716
0.7074,41.2615
0.7077,41.3309
0.708,41.3885
0.7083,41.443
0.7086,41.5025
0.7089,41.5718
0.7092,41.6575
0.7095,41.7654
0.7099,41.896
0.7102,42.0538
0.7104,42.2367
0.7107,42.4459
0.711,42.6713
0.7113,42.9094
0.7117,43.1447
0.7119,43.3666
0.7122,43.5683
0.7125,43.7491
0.7128,43.8984
0.7131,44.0078
0.7134,44.0839
0.7138,44.1362
0.7141,44.1759
0.7143,44.213
0.7146,44.2551
0.7149,44.3068
0.7153,44.3719
0.7155,44.4561
0.7158,44.5651
0.7162,44.7024
0.7164,44.8712
0.7167,45.0683
0.7171,45.2863
0.7174,45.518
0.7177,45.7505
0.7179,45.9784
0.7182,46.1883
0.7185,46.3779
0.7189,46.5407
0.7192,46.6805
0.7194,46.7859
0.7197,46.8602
0.72,46.9052
0.7204,46.9264
0.7207,46.9321
0.7209,46.9306
0.7213,46.9268
0.7215,46.9314
0.7218,46.9561
0.7222,47.0134
0.7224,47.1093
0.7227,47.2512
0.7231,47.4384
0.7234,47.6649
0.7236,47.9282
0.724,48.2208
0.7243,48.5364
0.7246,48.8687
0.7249,49.2105
0.7251,49.5541
0.7255,49.8882
0.7257,50.2074
0.726,50.489
0.7263,50.7201
0.7266,50.8977
0.7269,51.0234
0.7272,51.1016
0.7275,51.1366
0.7278,51.1355
0.7281,51.1157
0.7284,51.0846
0.7287,51.0467
0.729,51.0078
0.7294,50.9731
0.7296,50.9448
0.73,50.9282
0.7302,50.9257
0.7305,50.9434
0.7308,50.9894
0.7312,51.0591
0.7315,51.1458
0.7318,51.2413
0.7321,51.3418
0.7323,51.4409
0.7326,51.535
0.733,51.6253
0.7333,51.7233
0.7336,51.8383
0.7338,51.977
0.7341,52.1447
0.7344,52.3471
0.7348,52.5881
0.735,52.8613
0.7353,53.1631
0.7356,53.4926
0.7359,53.8436
0.7363,54.213
0.7365,54.598
0.7369,54.989
0.7372,55.3762
0.7374,55.7424
0.7377,56.0563
0.7381,56.3004
0.7384,56.4682
0.7387,56.5591
0.739,56.5764
0.7393,56.5283
0.7395,56.426
0.7398,56.293
0.7402,56.1444
0.7405,55.9947
0.7408,55.8592
0.7411,55.7527
0.7414,55.6879
0.7416,55.6727
0.742,55.7173
0.7423,55.8252
0.7426,56.0004
0.7429,56.2378
0.7432,56.5276
0.7435,56.8517
0.7437,57.19
0.7441,57.5283
0.7444,57.8461
0.7447,58.1352
0.745,58.3931
0.7453,58.6143
0.7456,58.7962
0.7459,58.9395
0.7462,59.0506
0.7465,59.1355
0.7468,59.1996
0.7471,59.253
0.7474,59.3043
0.7477,59.3652
0.748,59.4444
0.7483,59.546
0.7486,59.6752
0.7489,59.8312
0.7492,60.0138
0.7495,60.2095
0.7498,60.4115
0.7501,60.6136
0.7504,60.8163
0.7507,61.0156
0.751,61.2038
0.7513,61.3776
0.7516,61.5333
0.7519,61.6645
0.7522,61.7696
0.7525,61.8485
0.7528,61.903
0.7531,61.9317
0.7534,61.9409
0.7537,61.937
0.754,61.9257
0.7543,61.9158
0.7546,61.9119
0.7549,61.9172
0.7552,61.9352
0.7555,61.9671
0.7558,62.012
0.7561,62.0669
0.7564,62.1369
0.7567,62.2261
0.757,62.3365
0.7572,62.4643
0.7576,62.6136
0.7578,62.7785
0.7582,62.9533
0.7585,63.1309
0.7588,63.3075
0.7591,63.477
0.7594,63.6334
0.7597,63.7757
0.76,63.9055
0.7603,64.0237
0.7606,64.1309
0.7609,64.2268
0.7612,64.3114
0.7615,64.3818
0.7618,64.437
0.7621,64.4774
0.7624,64.5042
0.7627,64.5212
0.763,64.5361
0.7633,64.5548
0.7636,64.5828
0.7639,64.6242
0.7642,64.6833
0.7645,64.7541
0.7648,64.839
0.7651,64.9381
0.7654,65.0556
0.7657,65.1989
0.766,65.3631
0.7663,65.5488
0.7666,65.7435
0.7669,65.9505
0.7672,66.161
0.7675,66.3623
0.7678,66.5403
0.7681,66.6854
0.7684,66.7909
0.7687,66.8539
0.769,66.8715
0.7693,66.8443
0.7696,66.7725
0.7699,66.6561
0.7702,66.4975
0.7705,66.3018
0.7708,66.0761
0.7711,65.8301
0.7714,65.575
0.7717,65.3259
0.772,65.0941
0.7723,64.8938
0.7726,64.7265
0.7729,64.5984
0.7732,64.5149
0.7735,64.4866
0.7738,64.5039
0.7741,64.5623
0.7744,64.6553
0.7747,64.7841
0.775,64.9384
0.7753,65.1111
0.7756,65.287
0.7759,65.4575
0.7762,65.604
0.7765,65.719
0.7768,65.8018
0.7771,65.8521
0.7774,65.8712
0.7777,65.8595
0.778,65.8181
0.7783,65.7558
0.7786,65.673
0.7789,65.5754
0.7792,65.4667
0.7795,65.3482
0.7798,65.2236
0.7801,65.0938
0.7804,64.959
0.7807,64.8234
0.781,64.6883
0.7813,64.5541
0.7816,64.4161
0.7819,64.2693
0.7822,64.1079
0.7825,63.9352
0.7828,63.7445
0.7831,63.5485
0.7834,63.3553
0.7837,63.1638
0.784,62.9724
0.7843,62.7778
0.7846,62.5786
0.7849,62.3712
0.7852,62.1518
0.7855,61.9222
0.7858,61.6819
0.7861,61.4324
0.7864,61.1769
0.7867,60.9229
0.787,60.6691
0.7873,60.4204
0.7876,60.1769
0.7879,59.9349
0.7882,59.6918
0.7885,59.4469
0.7888,59.2035
0.7891,58.965
0.7894,58.7332
0.7897,58.5138
0.79,58.2994
0.7903,58.0821
0.7906,57.8531
0.7909,57.6097
0.7912,57.3471
0.7915,57.0644
0.7918,56.7643
0.7921,56.448
0.7924,56.1164
0.7927,55.7732
0.793,55.4168
0.7933,55.0471
0.7936,54.6592
0.7939,54.2558
0.7942,53.8408
0.7945,53.413
0.7948,52.9798
0.7951,52.5474
0.7954,52.1189
0.7957,51.7021
0.796,51.3022
0.7963,50.9176
0.7966,50.5495
0.7969,50.2021
0.7972,49.8705
0.7975,49.5612
0.7978,49.27
0.7981,48.9993
0.7984,48.7427
0.7987,48.495
0.799,48.2488
0.7993,47.9986
0.7996,47.7353
0.7999,47.4575
0.8002,47.166
0.8005,46.8602
0.8008,46.5375
0.8011,46.1946
0.8014,45.8277
0.8017,45.437
0.802,45.0212
0.8023,44.5839
0.8026,44.1313
0.8029,43.6617
0.8032,43.1861
0.8035,42.707
0.8038,42.2247
0.8041,41.7509
0.8044,41.2856
0.8047,40.8379
0.805,40.4076
0.8053,40.0007
0.8056,39.6182
0.8059,39.2633
0.8062,38.9345
0.8065,38.6362
0.8068,38.3698
0.8071,38.1221
0.8074,37.8861
0.8077,37.6571
0.808,37.4285
0.8083,37.1992
0.8086,36.9636
0.8089,36.7208
0.8092,36.4706
0.8095,36.2098
0.8098,35.9437
0.8101,35.6699
0.8104,35.3907
0.8107,35.1095
0.811,34.8285
0.8113,34.5506
0.8116,34.2745
0.8119,34.0027
0.8122,33.7309
0.8125,33.4593
0.8128,33.1867
0.8131,32.9127
0.8134,32.64
0.8137,32.3615
0.814,32.0854
0.8143,31.8156
0.8146,31.5525
0.8149,31.298
0.8152,31.0546
0.8155,30.824
0.8158,30.6064
0.8161,30.4031
0.8164,30.2139
0.8167,30.0324
0.817,29.8578
0.8173,29.6849
0.8176,29.5147
0.8179,29.3463
0.8182,29.1769
0.8185,29.0041
0.8188,28.8208
0.8191,28.6271
0.8194,28.4167
0.8197,28.1903
0.82,27.9564
0.8203,27.7125
0.8206,27.4698
0.8209,27.2333
0.8212,27.0065
0.8215,26.7953
0.8218,26.6052
0.8221,26.4365
0.8224,26.2886
0.8227,26.16
0.823,26.0478
0.8233,25.9489
0.8236,25.8663
0.8239,25.7953
0.8242,25.7429
0.8245,25.7043
0.8248,25.6746
0.8251,25.6439
0.8254,25.6022
0.8257,25.543
0.826,25.4556
0.8263,25.3432
0.8266,25.2062
0.8269,25.042
0.8272,24.8588
0.8275,24.6587
0.8278,24.4449
0.8281,24.2219
0.8284,23.994
0.8287,23.7623
0.829,23.5311
0.8293,23.3071
0.8296,23.0958
0.8299,22.9018
0.8302,22.7298
0.8305,22.5822
0.8308,22.4636
0.8311,22.3713
0.8314,22.3068
0.8317,22.2619
0.832,22.2331
0.8323,22.2155
0.8326,22.2038
0.8329,22.1966
0.8332,22.1898
0.8335,22.1783
0.8338,22.1605
0.8341,22.133
0.8344,22.0888
0.8347,22.0262
0.835,21.945
0.8353,21.8425
0.8356,21.7266
0.8359,21.6024
0.8362,21.4717
0.8365,21.3382
0.8368,21.2075
0.8371,21.0862
0.8374,20.9773
0.8377,20.8861
0.838,20.8147
0.8383,20.7604
0.8386,20.725
0.8389,20.7056
0.8392,20.7007
0.8395,20.7075
0.8398,20.7219
0.8401,20.7361
0.8404,20.7443
0.8407,20.7404
0.841,20.7137
0.8414,20.6653
0.8416,20.5928
0.8419,20.4958
0.8422,20.3813
0.8425,20.2529
0.8428,20.1111
0.8431,19.9632
0.8434,19.8132
0.8437,19.6643
0.844,19.5167
0.8443,19.3752
0.8446,19.2419
0.8449,19.1178
0.8452,19.0047
0.8455,18.9006
0.8458,18.8059
0.8461,18.7155
0.8464,18.6316
0.8467,18.5531
0.847,18.4785
0.8473,18.4079
0.8476,18.3427
0.8479,18.2868
0.8482,18.2401
0.8485,18.2032
0.8488,18.1781
0.8491,18.1656
0.8494,18.161
0.8497,18.1649
0.8501,18.1722
0.8504,18.18
0.8506,18.1845
0.8509,18.1863
0.8512,18.18
0.8515,18.1624
0.8518,18.1311
0.8521,18.0823
0.8524,18.0153
0.8527,17.9293
0.853,17.8321
0.8533,17.7252
0.8536,17.6101
0.8539,17.4922
0.8542,17.3782
0.8545,17.2678
0.8548,17.1621
0.8551,17.0635
0.8555,16.9703
0.8557,16.8784
0.856,16.7844
0.8563,16.6898
0.8566,16.6053
0.8569,16.5465
0.8573,16.5268
0.8575,16.5598
0.8578,16.6466
0.8581,16.7803
0.8584,16.9483
0.8587,17.123
0.859,17.2728
0.8593,17.3649
0.8596,17.3636
0.8599,17.231
0.8602,16.93
0.8605,16.4301
0.8608,15.7045
0.8611,14.7283
0.8614,13.4899
0.8614,11.9867
0.8611,10.2213
0.8608,8.2184
0.8605,6.0239
0.8602,3.7058
0.8599,1.3512
0.8596,-0.9609
0.8593,-3.1558
0.859,-5.1781
0.8587,-6.988
0.8584,-8.5622
0.8581,-9.8823
0.8578,-10.9542
0.8575,-11.785
0.8572,-12.3873
0.8569,-12.789
0.8566,-13.017
0.8563,-13.1067
0.856,-13.0947
0.8557,-13.0196
0.8554,-12.9178
0.8551,-12.8192
0.8548,-12.7486
0.8545,-12.7232
0.8542,-12.7456
0.8539,-12.8113
0.8536,-12.9073
0.8533,-13.0209
0.853,-13.1476
0.8527,-13.2818
0.8524,-13.4258
0.8521,-13.5745
0.8518,-13.726
0.8515,-13.8733
0.8512,-14.0176
0.8509,-14.1517
0.8506,-14.2706
0.8503,-14.377
0.85,-14.465
0.8497,-14.5391
0.8494,-14.6005
0.8491,-14.6515
0.8488,-14.6943
0.8485,-14.7324
0.8482,-14.7706
0.8479,-14.8114
0.8476,-14.8588
0.8473,-14.9163
0.847,-14.9849
0.8467,-15.0665
0.8464,-15.1616
0.8461,-15.2694
0.8458,-15.389
0.8455,-15.5139
0.8452,-15.6447
0.8449,-15.7752
0.8446,-15.9029
0.8443,-16.0245
0.844,-16.1367
0.8437,-16.2445
0.8434,-16.3448
0.8431,-16.4402
0.8428,-16.5309
0.8425,-16.6169
0.8422,-16.6985
0.8419,-16.7753
0.8416,-16.8462
0.8413,-16.9087
0.841,-16.9666
0.8407,-17.0219
0.8404,-17.0775
0.8401,-17.1343
0.8398,-17.1925
0.8395,-17.2513
0.8392,-17.3114
0.8389,-17.3695
0.8386,-17.4311
0.8383,-17.4912
0.838,-17.5542
0.8377,-17.6216
0.8374,-17.6967
0.8371,-17.7864
0.8368,-17.888
0.8365,-18.0018
0.8362,-18.1289
0.8359,-18.265
0.8356,-18.4069
0.8353,-18.5511
0.835,-18.6947
0.8347,-18.8358
0.8344,-18.9768
0.8341,-19.1168
0.8338,-19.2551
0.8335,-19.3889
0.8332,-19.5174
0.8329,-19.6387
0.8326,-19.7534
0.8323,-19.8602
0.832,-19.9632
0.8317,-20.0595
0.8314,-20.1501
0.8311,-20.2354
0.8308,-20.3137
0.8305,-20.3849
0.8302,-20.4487
0.8299,-20.5063
0.8296,-20.5606
0.8293,-20.6104
0.829,-20.6587
0.8287,-20.709
0.8284,-20.7627
0.8281,-20.8225
0.8278,-20.8906
0.8275,-20.9679
0.8272,-21.0541
0.8269,-21.1505
0.8266,-21.2575
0.8263,-21.3715
0.826,-21.4945
0.8257,-21.6245
0.8254,-21.7577
0.8251,-21.8864
0.8248,-22.0058
0.8245,-22.1139
0.8242,-22.2053
0.8239,-22.283
0.8236,-22.3522
0.8233,-22.4138
0.823,-22.473
0.8227,-22.533
0.8224,-22.5983
0.8221,-22.6713
0.8218,-22.7521
0.8215,-22.844
0.8212,-22.9491
0.8209,-23.07
0.8206,-23.2068
0.8203,-23.3619
0.82,-23.5338
0.8197,-23.7154
0.8194,-23.9095
0.8191,-24.1076
0.8188,-24.3007
0.8185,-24.4884
0.8182,-24.6672
0.8179,-24.8358
0.8176,-24.994
0.8173,-25.1461
0.817,-25.298
0.8167,-25.4498
0.8164,-25.6047
0.8161,-25.7658
0.8158,-25.9314
0.8155,-26.1017
0.8152,-26.278
0.8149,-26.4628
0.8146,-26.6566
0.8143,-26.8588
0.814,-27.0696
0.8137,-27.2864
0.8134,-27.5055
0.8131,-27.7202
0.8128,-27.9316
0.8125,-28.1346
