E / V,j / uA cm-2
0.7066,3.812
0.7068,3.8552
0.7071,3.7796
0.7074,3.8552
0.7078,3.8552
0.7081,3.8012
0.7083,3.8984
0.7086,3.8552
0.7089,3.8444
0.7092,3.9308
0.7096,3.8552
0.7098,3.8768
0.7101,3.9416
0.7104,3.866
0.7107,3.9308
0.711,3.9524
0.7114,3.8876
0.7116,3.9632
0.7119,3.9524
0.7123,3.92
0.7125,4.0172
0.7128,3.9524
0.7132,3.9524
0.7134,4.0388
0.7138,3.9524
0.7141,4.0064
0.7143,4.0496
0.7147,3.974
0.715,4.0496
0.7153,4.0496
0.7156,3.9956
0.7158,4.0928
0.7161,4.0496
0.7165,4.0388
0.7168,4.1252
0.7171,4.0604
0.7173,4.0928
0.7176,4.1576
0.7179,4.0712
0.7183,4.1467
0.7186,4.1684
0.7189,4.0928
0.7191,4.19
0.7194,4.1684
0.7198,4.136
0.7201,4.2332
0.7204,4.1684
0.7207,4.1792
0.721,4.2655
0.7213,4.1792
0.7216,4.2332
0.7219,4.2764
0.7222,4.19
0.7225,4.2872
0.7228,4.2872
0.7231,4.2332
0.7233,4.3412
0.7237,4.2872
0.724,4.2764
0.7242,4.3735
0.7245,4.2979
0.7248,4.3303
0.7251,4.3951
0.7255,4.3087
0.7258,4.3843
0.7261,4.4167
0.7263,4.3412
0.7266,4.4491
0.7269,4.4275
0.7273,4.3843
0.7276,4.4923
0.7279,4.4275
0.7281,4.4383
0.7284,4.5247
0.7287,4.4275
0.7291,4.4923
0.7294,4.5355
0.7297,4.4599
0.73,4.5463
0.7302,4.5571
0.7306,4.4923
0.7309,4.6003
0.7312,4.5571
0.7314,4.5463
0.7317,4.6435
0.732,4.5679
0.7324,4.6111
0.7326,4.6759
0.733,4.5895
0.7333,4.6759
0.7335,4.6975
0.7338,4.6111
0.7342,4.7299
0.7345,4.7083
0.7348,4.6651
0.735,4.7731
0.7353,4.7083
0.7356,4.7191
0.736,4.8163
0.7363,4.7299
0.7366,4.7947
0.7368,4.8379
0.7371,4.7515
0.7374,4.8487
0.7378,4.8487
0.7381,4.7839
0.7384,4.9027
0.7386,4.8595
0.7389,4.8379
0.7392,4.9567
0.7396,4.8703
0.7398,4.9027
0.7401,4.9783
0.7404,4.8919
0.7407,4.9783
0.741,5.0107
0.7414,4.9243
0.7416,5.0431
0.7419,5.0107
0.7422,4.9675
0.7425,5.0863
0.7428,5.0215
0.7432,5.0323
0.7434,5.1294
0.7438,5.0323
0.7441,5.1079
0.7443,5.1619
0.7446,5.0646
0.745,5.1726
0.7453,5.1726
0.7456,5.1079
0.7458,5.2374
0.7461,5.1834
0.7464,5.1619
0.7468,5.2806
0.7471,5.1942
0.7474,5.2266
0.7476,5.3131
0.7479,5.2159
0.7483,5.3131
0.7486,5.3346
0.7489,5.2482
0.7491,5.3778
0.7494,5.3454
0.7497,5.3131
0.7501,5.4318
0.7504,5.3562
0.7507,5.367
0.751,5.475
0.7513,5.367
0.7516,5.4318
0.7519,5.4966
0.7522,5.3994
0.7525,5.5074
0.7528,5.5074
0.7531,5.4426
0.7534,5.583
0.7537,5.5182
0.754,5.5074
0.7543,5.637
0.7546,5.529
0.7549,5.5722
0.7551,5.6586
0.7555,5.5506
0.7558,5.6478
0.7561,5.6802
0.7564,5.5938
0.7566,5.7126
0.7569,5.6802
0.7573,5.637
0.7576,5.7774
0.7579,5.691
0.7582,5.7018
0.7584,5.8206
0.7588,5.7018
0.7591,5.7774
0.7594,5.8422
0.7597,5.7342
0.76,5.853
0.7603,5.8638
0.7606,5.7774
0.7609,5.9178
0.7612,5.8638
0.7615,5.8422
0.7618,5.9718
0.7621,5.8638
0.7623,5.907
0.7626,6.0042
0.763,5.8962
0.7633,5.9934
0.7635,6.0258
0.7638,5.9286
0.7641,6.069
0.7645,6.0366
0.7648,5.9826
0.7651,6.123
0.7653,6.0366
0.7656,6.0366
0.766,6.1661
0.7663,6.0473
0.7666,6.123
0.7668,6.1878
0.7672,6.0798
0.7674,6.1985
0.7678,6.1985
0.7681,6.123
0.7684,6.2741
0.7686,6.1985
0.769,6.1769
0.7692,6.3173
0.7696,6.2093
0.7699,6.2525
0.7702,6.3497
0.7704,6.2201
0.7707,6.3281
0.771,6.3713
0.7714,6.2633
0.7716,6.4037
0.7719,6.3713
0.7723,6.3173
0.7725,6.4577
0.7728,6.3713
0.7731,6.3821
0.7734,6.5009
0.7738,6.3713
0.774,6.4577
0.7743,6.5225
0.7746,6.4037
0.775,6.5333
0.7753,6.5333
0.7756,6.4469
0.7759,6.5981
0.7761,6.5333
0.7765,6.5009
0.7768,6.6413
0.7771,6.5225
0.7774,6.5657
0.7776,6.6737
0.7782,6.5441
0.7788,6.6413
0.7788,6.6845
0.7791,6.5657
0.7794,6.7061
0.7797,6.6737
0.78,6.6197
0.7803,6.7709
0.7806,6.6737
0.7809,6.6737
0.7812,6.8033
0.7815,6.6737
0.7819,6.7601
0.7822,6.8249
0.7825,6.6953
0.7828,6.8249
0.7831,6.8249
0.7834,6.7385
0.7837,6.8897
0.784,6.8141
0.7843,6.7817
0.7846,6.9329
0.7849,6.8033
0.7852,6.8465
0.7855,6.9545
0.7858,6.8141
0.7861,6.9221
0.7864,6.9653
0.7867,6.8357
0.787,6.9977
0.7873,6.9545
0.7876,6.8789
0.788,7.03
0.7883,6.9221
0.7886,6.9221
0.7889,7.0517
0.7892,6.9113
0.7895,6.9869
0.7898,7.0625
0.7898,6.9329
0.7904,7.0625
0.7907,7.0625
0.791,6.9653
0.7913,7.1272
0.7916,7.0517
0.7916,7.0085
0.7922,7.1597
0.7925,7.03
0.7925,7.0625
0.7931,7.1597
0.7934,7.03
0.7938,7.138
0.7938,7.1705
0.7941,7.0409
0.7944,7.1812
0.7947,7.138
0.795,7.0732
0.7953,7.2245
0.7959,7.1165
0.7962,7.1165
0.7962,7.2352
0.7965,7.0949
0.7968,7.1812
0.7971,7.246
0.7974,7.1057
0.7977,7.2352
0.7983,7.2352
0.7983,7.1272
0.7986,7.2892
0.7989,7.2028
0.7992,7.1597
0.7996,7.3108
0.7999,7.1812
0.8002,7.2136
0.8005,7.3216
0.8011,7.1705
0.8011,7.2676
0.8014,7.3
0.8017,7.1705
0.802,7.3216
0.8023,7.2785
0.8026,7.2028
0.8029,7.354
0.8032,7.2352
0.8035,7.2352
0.8038,7.3648
0.8041,7.2136
0.8044,7.2892
0.8047,7.354
0.805,7.2028
0.8053,7.3432
0.8057,7.3324
0.806,7.2245
0.8063,7.3756
0.8066,7.2892
0.8069,7.2568
0.8072,7.3972
0.8075,7.2676
0.8078,7.3
0.8081,7.3864
0.8084,7.2352
0.8087,7.3432
0.809,7.3756
0.8093,7.2352
0.8096,7.3756
0.8099,7.3216
0.8102,7.246
0.8105,7.3972
0.8108,7.2892
0.8111,7.2785
0.8111,7.3972
0.8115,7.2568
0.8118,7.3324
0.8121,7.3864
0.8127,7.2352
0.813,7.3648
0.8133,7.3432
0.8133,7.246
0.8136,7.3972
0.8139,7.3108
0.8142,7.2676
0.8145,7.408
0.8151,7.2676
0.8154,7.3
0.8157,7.3972
0.8157,7.2352
0.816,7.3432
0.8163,7.3648
0.8166,7.2245
0.8169,7.3756
0.8173,7.3216
0.8176,7.2352
0.8182,7.3972
0.8182,7.2785
0.8185,7.2676
0.8188,7.3864
0.8191,7.2245
0.8194,7.3
0.8197,7.354
0.8203,7.2136
0.8203,7.3324
0.8206,7.3216
0.8209,7.2136
0.8212,7.354
0.8215,7.2676
0.8218,7.2245
0.8221,7.3648
0.8224,7.2136
0.8227,7.246
0.823,7.3324
0.8234,7.1812
0.8237,7.2892
0.824,7.3108
0.8243,7.1705
0.8246,7.3108
0.8249,7.246
0.8252,7.1812
0.8255,7.3216
0.8255,7.2136
0.8258,7.2028
0.8261,7.3108
0.8264,7.1597
0.827,7.2352
0.827,7.2892
0.8273,7.138
0.8276,7.2568
0.8279,7.2352
0.8282,7.1272
0.8285,7.2785
0.8288,7.1812
0.8292,7.138
0.8295,7.2676
0.8298,7.1272
0.8301,7.1705
0.8304,7.246
0.8307,7.0949
0.831,7.192
0.8313,7.2136
0.8316,7.0732
0.8319,7.2136
0.8322,7.1488
0.8325,7.084
0.8328,7.2245
0.8331,7.1057
0.8334,7.0949
0.8337,7.2028
0.834,7.0517
0.8343,7.1165
0.8346,7.1597
0.835,7.0192
0.8353,7.1488
0.8356,7.1272
0.8359,7.0192
0.8362,7.1488
0.8365,7.0625
0.8368,7.03
0.8371,7.1488
0.8374,7.0085
0.8377,7.0409
0.838,7.1165
0.8383,6.976
0.8386,7.0732
0.8389,7.084
0.8392,6.9545
0.8392,7.0949
0.8398,7.03
0.8401,6.9545
0.8404,7.0949
0.8404,6.9653
0.8407,6.9653
0.8411,7.0732
0.8417,6.9221
0.842,6.9977
0.8423,7.0409
0.8426,6.8897
0.8426,7.0085
0.8429,6.9869
0.8432,6.8897
0.8435,7.03
0.8438,6.9329
0.8441,6.8897
0.8447,7.0192
0.845,6.8789
0.8453,6.9221
0.8453,6.9977
0.8456,6.8465
0.8459,6.9437
0.8462,6.9545
0.8465,6.8357
0.8472,6.9653
0.8475,6.9005
0.8475,6.8249
0.8478,6.9653
0.8481,6.8465
0.8484,6.8465
0.8487,6.9545
0.849,6.8033
0.8493,6.8681
0.8496,6.9005
0.8499,6.7601
0.8502,6.8789
0.8505,6.8465
0.8508,6.7493
0.8511,6.8897
0.8514,6.7925
0.8517,6.7709
0.852,6.8897
0.8523,6.7601
0.8527,6.7925
0.853,6.8573
0.8533,6.7169
0.8536,6.8141
0.8539,6.8249
0.8542,6.7061
0.8545,6.8249
0.8548,6.7709
0.8551,6.7061
0.8554,6.8357
0.8557,6.7169
0.856,6.7169
0.8563,6.8141
0.8566,6.6737
0.8569,6.7385
0.8572,6.7817
0.8575,6.6413
0.8578,6.7601
0.8581,6.7385
0.8584,6.6521
0.8588,6.7817
0.8591,6.6953
0.8594,6.6521
0.8597,6.7601
0.8597,6.6305
0.86,6.6629
0.8603,6.7385
0.8606,6.5981
0.8612,6.6953
0.8615,6.6953
0.8618,6.5873
0.8621,6.7169
0.8621,6.6521
0.8624,6.5981
0.8627,6.7169
0.863,6.6089
0.8633,6.6089
0.8636,6.7061
0.8642,6.5657
0.8646,6.6305
0.8646,6.6629
0.8649,6.5333
0.8652,6.6521
0.8655,6.6305
0.8658,6.5333
0.8661,6.6629
0.8664,6.5765
0.8667,6.5441
0.867,6.6629
0.8673,6.5333
0.8676,6.5657
0.8679,6.6305
0.8682,6.5009
0.8685,6.5981
0.8688,6.6089
0.8694,6.4901
0.8694,6.6089
0.8697,6.5441
0.87,6.4901
0.8704,6.6197
0.8707,6.5117
0.871,6.5117
0.8713,6.5981
0.8716,6.4685
0.8719,6.5333
0.8722,6.5765
0.8725,6.4469
0.8728,6.5657
0.8731,6.5333
0.8734,6.4469
0.8737,6.5765
0.874,6.4901
0.8743,6.4577
0.8746,6.5765
0.8749,6.4469
0.8752,6.4793
0.8755,6.5441
0.8758,6.4253
0.8761,6.5225
0.8765,6.5225
0.8768,6.4145
0.8771,6.5333
0.8774,6.4685
0.8777,6.4145
0.878,6.5333
0.8783,6.4253
0.8786,6.4361
0.8789,6.5225
0.8792,6.4037
0.8795,6.4685
0.8798,6.5009
0.8801,6.3713
0.8804,6.4901
0.8807,6.4577
0.881,6.3821
0.8813,6.5009
0.8816,6.4145
0.8816,6.3929
0.8819,6.5009
0.8823,6.3713
0.8826,6.4253
0.8829,6.4793
0.8835,6.3497
0.8838,6.4469
0.8841,6.4577
0.8841,6.3497
0.8844,6.4685
0.8847,6.4037
0.885,6.3605
0.8853,6.4793
0.8856,6.3713
0.8862,6.3821
0.8862,6.4685
0.8865,6.3497
0.8868,6.4145
0.8871,6.4469
0.8874,6.3281
0.8877,6.4361
0.8881,6.4145
0.8887,6.3281
0.889,6.4577
0.889,6.3713
0.8893,6.3497
0.8896,6.4577
0.8899,6.3389
0.8902,6.3821
0.8905,6.4361
0.8908,6.3173
0.8911,6.4145
0.8914,6.4145
0.8917,6.3173
0.892,6.4361
0.8923,6.3713
0.8926,6.3281
0.8929,6.4469
0.8932,6.3389
0.8935,6.3497
0.8938,6.4361
0.8942,6.3173
0.8945,6.3821
0.8948,6.4145
0.8951,6.3065
0.8954,6.4145
0.8957,6.3929
0.896,6.3173
0.8963,6.4361
0.8966,6.3497
0.8969,6.3389
0.8969,6.4361
0.8975,6.3173
0.8978,6.3605
0.8981,6.4145
0.8984,6.2957
0.8987,6.3929
0.899,6.4037
0.899,6.3065
0.8996,6.4253
0.8996,6.3713
0.9,6.3281
0.9006,6.4469
0.9009,6.3389
0.9012,6.3497
0.9012,6.4361
0.9015,6.3173
0.9018,6.3821
0.9021,6.4145
0.9027,6.3065
0.903,6.4253
0.9033,6.3929
0.9036,6.3281
0.9036,6.4469
0.9039,6.3605
0.9042,6.3497
0.9045,6.4577
0.9048,6.3389
0.9051,6.3821
0.9054,6.4469
0.9058,6.3281
0.9061,6.4253
0.9064,6.4361
0.9067,6.3389
0.907,6.4577
0.9073,6.4037
0.9076,6.3605
0.9079,6.4685
0.9082,6.3713
0.9085,6.3821
0.9088,6.4685
0.9091,6.3605
0.9094,6.4361
0.9097,6.4685
0.91,6.3605
0.9103,6.4685
0.9106,6.4469
0.9109,6.3821
0.9112,6.5009
0.9115,6.4145
0.9119,6.4145
0.9122,6.5117
0.9125,6.4037
0.9128,6.4469
0.9131,6.5009
0.9134,6.3929
0.9137,6.4793
0.914,6.4901
0.914,6.4145
0.9146,6.5225
0.9149,6.4685
0.9152,6.4361
0.9155,6.5549
0.9158,6.4577
0.9158,6.4685
0.9161,6.5549
0.9164,6.4469
0.9167,6.5225
0.917,6.5549
0.9177,6.4577
0.918,6.5657
0.9183,6.5441
0.9183,6.4793
0.9186,6.5981
0.9189,6.5225
0.9192,6.5117
0.9195,6.6089
0.9198,6.5009
0.9204,6.5549
0.9204,6.6197
0.9207,6.5117
0.921,6.6197
0.9213,6.6197
0.9216,6.5333
0.9219,6.6521
0.9222,6.5981
0.9228,6.5765
0.9231,6.6845
0.9231,6.5981
0.9235,6.6089
0.9238,6.6953
0.9241,6.5981
0.9244,6.6737
0.9247,6.6953
0.925,6.6089
0.9253,6.7169
0.9256,6.6953
0.9259,6.6413
0.9262,6.7601
0.9265,6.6845
0.9268,6.6845
0.9271,6.7817
0.9274,6.6845
0.9277,6.7385
0.928,6.7925
0.9283,6.6953
0.9286,6.7925
0.9289,6.8033
0.9293,6.7277
0.9296,6.8465
0.9299,6.7925
0.9302,6.7709
0.9305,6.8789
0.9308,6.7925
0.9311,6.8249
0.9314,6.9005
0.9317,6.8033
0.932,6.8789
0.9323,6.9221
0.9326,6.8357
0.9329,6.9437
0.9329,6.9221
0.9335,6.8681
0.9338,6.9869
0.9341,6.9113
0.9344,6.9221
0.9347,7.0192
0.935,6.9221
0.9354,6.9869
0.9357,7.0409
0.9357,6.9437
0.936,7.0409
0.9363,7.0517
0.9366,6.976
0.9372,7.0949
0.9375,7.0517
0.9378,7.03
0.9378,7.138
0.9381,7.0517
0.9384,7.084
0.9387,7.1597
0.939,7.0732
0.9393,7.1597
0.9399,7.192
0.9402,7.1165
0.9402,7.2352
0.9405,7.2245
0.9408,7.1812
0.9412,7.2892
0.9415,7.2136
0.9418,7.2136
0.9421,7.3108
0.9427,7.2136
0.9427,7.2785
0.943,7.3324
0.9433,7.246
0.9436,7.3432
0.9439,7.354
0.9442,7.2892
0.9448,7.408
0.9448,7.354
0.9451,7.3324
0.9454,7.4512
0.9457,7.3648
0.946,7.3972
0.9463,7.4836
0.9466,7.3864
0.947,7.4728
0.9473,7.5052
0.9476,7.4188
0.9479,7.5376
0.9482,7.516
0.9485,7.4728
0.9488,7.5808
0.9491,7.516
0.9494,7.5268
0.9497,7.6348
0.95,7.5376
0.9503,7.5916
0.9506,7.6564
0.9509,7.5592
0.9509,7.6672
0.9515,7.6672
0.9518,7.6024
0.9521,7.7212
0.9524,7.678
0.9527,7.6672
0.9531,7.7644
0.9534,7.678
0.9537,7.7212
0.954,7.7968
0.9543,7.7104
0.9546,7.786
0.9549,7.8184
0.9552,7.732
0.9552,7.84
0.9555,7.8292
0.9561,7.786
0.9564,7.8939
0.9567,7.8292
0.957,7.8292
0.9573,7.9264
0.9573,7.8292
0.9576,7.8939
0.9579,7.9479
0.9582,7.8616
0.9585,7.9588
0.9592,7.9588
0.9595,7.8939
0.9598,8.0019
0.9598,7.9588
0.9601,7.9264
0.9604,8.0452
0.9607,7.9588
0.961,7.9912
0.9613,8.0667
0.9619,7.9696
0.9622,8.0452
0.9622,8.0776
0.9625,7.9912
0.9628,8.0992
0.9631,8.0667
0.9634,8.0236
0.9637,8.1424
0.9643,8.0667
0.9643,8.0667
0.9647,8.1639
0.965,8.0667
0.9653,8.1207
0.9656,8.1639
0.9659,8.0776
0.9662,8.1747
0.9665,8.1639
0.9668,8.0992
0.9671,8.2071
0.9674,8.1531
0.9677,8.1315
0.968,8.2287
0.9683,8.1424
0.9686,8.1747
0.9689,8.2395
0.9692,8.1424
0.9695,8.2179
0.9698,8.2395
0.9701,8.1639
0.9704,8.2611
0.9704,8.2287
0.9711,8.1747
0.9714,8.2827
0.9717,8.2071
0.972,8.2071
0.9723,8.2827
0.9726,8.1963
0.9729,8.2503
0.9732,8.2827
0.9735,8.1963
0.9738,8.2827
0.9741,8.2719
0.9744,8.2071
0.9744,8.3151
0.975,8.2611
0.975,8.2287
0.9753,8.3259
0.9756,8.2395
0.9759,8.2611
0.9766,8.3259
0.9769,8.2287
0.9769,8.2935
0.9772,8.3151
0.9775,8.2287
0.9778,8.3259
0.9781,8.2827
0.9787,8.2395
0.979,8.3367
0.9793,8.2611
0.9793,8.2611
0.979,8.2719
0.9787,7.624
0.9784,6.6089
0.9781,5.3454
0.9778,3.974
0.9775,2.9913
0.9772,2.1706
0.9769,1.5334
0.9769,1.2635
0.9762,0.9611
0.9759,0.7775
0.9756,0.7667
0.9753,0.5939
0.975,0.5507
0.9747,0.5291
0.9744,0.3564
0.9744,0.3564
0.9741,0.3024
0.9738,0.1404
0.9732,0.162
0.9729,0.0648
0.9726,-0.0432
0.9723,-0.0108
0.972,-0.1404
0.972,-0.1944
0.9717,-0.1728
0.9714,-0.324
0.9708,-0.324
0.9704,-0.3348
0.9701,-0.4751
0.9698,-0.432
0.9695,-0.4967
0.9695,-0.6047
0.9692,-0.5399
0.9689,-0.6371
0.9686,-0.7127
0.968,-0.6479
0.968,-0.7883
0.9677,-0.7991
0.9674,-0.7667
0.9671,-0.9071
0.9668,-0.8747
0.9665,-0.8963
0.9662,-1.0043
0.9656,-0.9395
0.9653,-1.0043
0.9653,-1.0799
0.965,-1.0151
0.9647,-1.1231
0.9643,-1.1555
0.964,-1.1015
0.9637,-1.2311
0.9634,-1.1987
0.9631,-1.1879
0.9628,-1.3175
0.9625,-1.2527
0.9622,-1.2851
0.9619,-1.3823
0.9616,-1.3067
0.9613,-1.3931
0.961,-1.4362
0.9607,-1.3607
0.9604,-1.4794
0.9601,-1.4686
0.9598,-1.4362
0.9595,-1.5658
0.9592,-1.501
0.9589,-1.5118
0.9585,-1.6198
0.9582,-1.5442
0.9579,-1.5982
0.9576,-1.663
0.9573,-1.5766
0.957,-1.6738
0.957,-1.6954
0.9564,-1.6522
0.9561,-1.771
0.9558,-1.7278
0.9555,-1.7062
0.9552,-1.825
0.9549,-1.7494
0.9546,-1.7818
0.9543,-1.8682
0.954,-1.7818
0.9537,-1.8574
0.9534,-1.9006
0.9531,-1.825
0.9527,-1.933
0.9524,-1.9222
0.9524,-1.8682
0.9521,-1.9978
0.9518,-1.933
0.9512,-1.933
0.9509,-2.041
0.9506,-1.9438
0.9503,-1.9978
0.9503,-2.0626
0.95,-1.9762
0.9497,-2.0734
0.9494,-2.0842
0.9488,-2.0194
0.9485,-2.1274
0.9482,-2.0842
0.9482,-2.0734
0.9479,-2.1814
0.9476,-2.1058
0.9473,-2.1274
0.947,-2.203
0.9466,-2.1166
0.9463,-2.1922
0.946,-2.2246
0.9457,-2.1382
0.9454,-2.257
0.9451,-2.2354
0.9448,-2.1922
0.9445,-2.311
0.9442,-2.2462
0.9439,-2.2354
0.9436,-2.3434
0.9433,-2.2462
0.943,-2.2894
0.9427,-2.3542
0.9424,-2.2678
0.9421,-2.3542
0.9418,-2.365
0.9415,-2.2894
0.9412,-2.4081
0.9408,-2.365
0.9405,-2.3434
0.9402,-2.4513
0.9399,-2.365
0.9396,-2.3973
0.9393,-2.4729
0.939,-2.3758
0.9387,-2.4513
0.9384,-2.4837
0.9381,-2.3973
0.9378,-2.5053
0.9375,-2.4837
0.9375,-2.4405
0.9369,-2.5485
0.9366,-2.4837
0.9363,-2.4837
0.936,-2.5809
0.9357,-2.4837
0.9354,-2.5377
0.935,-2.5917
0.935,-2.4945
0.9344,-2.5917
0.9341,-2.6025
0.9338,-2.5269
0.9335,-2.6349
0.9332,-2.5917
0.9329,-2.5593
0.9329,-2.6781
0.9326,-2.5917
0.9323,-2.6133
0.9317,-2.6889
0.9314,-2.5917
0.9311,-2.6673
0.9308,-2.6997
0.9305,-2.6025
0.9305,-2.7105
0.9302,-2.6889
0.9299,-2.6349
0.9296,-2.7537
0.9289,-2.6889
0.9286,-2.6781
0.9283,-2.7753
0.9283,-2.6781
0.928,-2.7321
0.9277,-2.7861
0.9274,-2.6889
0.9271,-2.7753
0.9268,-2.7861
0.9265,-2.7105
0.9262,-2.8185
0.9259,-2.7753
0.9256,-2.7429
0.9253,-2.8401
0.925,-2.7645
0.9247,-2.7861
0.9244,-2.8617
0.9241,-2.7753
0.9238,-2.8293
0.9235,-2.8617
0.9231,-2.7753
0.9228,-2.8833
0.9225,-2.8617
0.9222,-2.8077
0.9219,-2.9157
0.9216,-2.8401
0.9213,-2.8401
0.921,-2.9373
0.9207,-2.8401
0.9204,-2.8941
0.9201,-2.9481
0.9198,-2.8509
0.9195,-2.9481
0.9192,-2.9481
0.9189,-2.8725
0.9186,-2.9805
0.9183,-2.9265
0.918,-2.9049
0.9177,-3.0129
0.9173,-2.9157
0.917,-2.9373
0.9167,-3.0129
0.9164,-2.9157
0.9161,-2.9805
0.9158,-3.0129
0.9155,-2.9265
0.9155,-3.0453
0.9149,-3.0129
0.9146,-2.9589
0.9143,-3.0669
0.914,-2.9913
0.9137,-2.9913
0.9134,-3.0885
0.9134,-2.9913
0.9131,-3.0453
0.9125,-3.0885
0.9122,-2.9913
0.9119,-3.0777
0.9115,-3.0885
0.9112,-3.0129
0.9109,-3.1317
0.9109,-3.0669
0.9106,-3.0453
0.9103,-3.1425
0.9097,-3.0561
0.9094,-3.0777
0.9094,-3.1533
0.9088,-3.0561
0.9088,-3.1317
0.9085,-3.1533
0.9082,-3.0561
0.9079,-3.1641
0.9073,-3.1425
0.9073,-3.0885
0.907,-3.2073
0.9067,-3.1209
0.9064,-3.1209
0.9061,-3.2181
0.9058,-3.1101
0.9054,-3.1641
0.9051,-3.2181
0.9048,-3.1101
0.9045,-3.2073
0.9042,-3.2073
0.9039,-3.1317
0.9036,-3.2397
0.9033,-3.1857
0.9033,-3.1533
0.9027,-3.2721
0.9024,-3.1749
0.9021,-3.1965
0.9018,-3.2721
0.9015,-3.1641
0.9012,-3.2397
0.9009,-3.2721
0.9009,-3.1749
0.9006,-3.2829
0.9,-3.2505
0.8996,-3.1965
0.8993,-3.3153
0.899,-3.2289
0.8987,-3.2289
0.8987,-3.326
0.8984,-3.2181
0.8981,-3.2829
0.8975,-3.326
0.8972,-3.2181
0.8969,-3.3153
0.8966,-3.3153
0.8963,-3.2289
0.8963,-3.3476
0.896,-3.2937
0.8957,-3.2613
0.8954,-3.3692
0.8948,-3.2721
0.8948,-3.2937
0.8945,-3.38
0.8942,-3.2613
0.8938,-3.3368
0.8935,-3.3692
0.8932,-3.2613
0.8929,-3.38
0.8926,-3.3476
0.8923,-3.2937
0.892,-3.4016
0.8917,-3.326
0.8914,-3.3153
0.8911,-3.4124
0.8908,-3.3045
0.8905,-3.3584
0.8902,-3.4124
0.8899,-3.3045
0.8896,-3.3908
0.8893,-3.3908
0.889,-3.3153
0.8887,-3.4232
0.8884,-3.3692
0.8881,-3.3368
0.8877,-3.4448
0.8874,-3.3476
0.8871,-3.3692
0.8868,-3.4448
0.8865,-3.326
0.8862,-3.4124
0.8859,-3.434
0.8856,-3.3368
0.8853,-3.4448
0.885,-3.4124
0.8847,-3.3476
0.8844,-3.4664
0.8841,-3.38
0.8841,-3.3692
0.8835,-3.4772
0.8832,-3.3584
0.8829,-3.4124
0.8826,-3.4664
0.8823,-3.3476
0.8819,-3.4556
0.8816,-3.4448
0.8813,-3.3584
0.8813,-3.4772
0.8807,-3.4124
0.8804,-3.38
0.8801,-3.488
0.8798,-3.3908
0.8795,-3.4124
0.8792,-3.488
0.8789,-3.3692
0.8789,-3.4448
0.8783,-3.4664
0.878,-3.3692
0.8777,-3.488
0.8774,-3.4556
0.8771,-3.3908
0.8771,-3.5096
0.8768,-3.4124
0.8765,-3.4016
0.8761,-3.4988
0.8758,-3.3908
0.8755,-3.4448
0.8752,-3.4988
0.8749,-3.38
0.8746,-3.488
0.8743,-3.4772
0.874,-3.3908
0.8737,-3.4988
0.8734,-3.434
0.8728,-3.4016
0.8728,-3.5096
0.8725,-3.4124
0.8722,-3.434
0.8719,-3.5096
0.8716,-3.3908
0.8713,-3.4664
0.871,-3.488
0.8707,-3.3908
0.8704,-3.4988
0.87,-3.4556
0.8697,-3.3908
0.8694,-3.5096
0.8691,-3.4232
0.8688,-3.4124
0.8685,-3.5096
0.8682,-3.4016
0.8679,-3.4448
0.8676,-3.4988
0.8673,-3.3908
0.867,-3.4772
0.8667,-3.4664
0.8664,-3.38
0.8661,-3.4988
0.8658,-3.434
0.8655,-3.4016
0.8652,-3.5096
0.8649,-3.4016
0.8646,-3.4232
0.8642,-3.4988
0.8639,-3.38
0.8636,-3.4556
0.8633,-3.4772
0.863,-3.3692
0.8627,-3.4772
0.8624,-3.4448
0.8621,-3.3908
0.8618,-3.4988
0.8615,-3.4124
0.8612,-3.4016
0.8609,-3.4988
0.8606,-3.38
0.8603,-3.434
0.86,-3.4772
0.8597,-3.3692
0.8597,-3.4664
0.8594,-3.4556
0.8588,-3.3692
0.8584,-3.4772
0.8581,-3.4016
0.8578,-3.38
0.8575,-3.488
0.8572,-3.38
0.8572,-3.4016
0.8569,-3.4772
0.8563,-3.3584
0.856,-3.4448
0.8557,-3.4664
0.8554,-3.3584
0.8551,-3.4664
0.8551,-3.4124
0.8548,-3.3584
0.8545,-3.4664
0.8542,-3.38
0.8536,-3.38
0.8533,-3.4664
0.8533,-3.3584
0.853,-3.4016
0.8523,-3.4448
0.8523,-3.3368
0.852,-3.434
0.8517,-3.4232
0.8514,-3.3368
0.8511,-3.4556
0.8508,-3.3908
0.8505,-3.3584
0.8502,-3.4664
0.8499,-3.3584
0.8496,-3.3692
0.8493,-3.4448
0.849,-3.3368
0.8487,-3.4016
0.8484,-3.4232
0.8481,-3.3153
0.8478,-3.4232
0.8475,-3.3908
0.8472,-3.3368
0.8469,-3.4556
0.8465,-3.3584
0.8462,-3.3584
0.8459,-3.4448
0.8456,-3.326
0.8453,-3.3908
0.845,-3.4232
0.8447,-3.3153
0.8444,-3.4016
0.8441,-3.4016
0.8438,-3.3153
0.8435,-3.434
0.8432,-3.3692
0.8429,-3.3368
0.8426,-3.434
0.8423,-3.3368
0.842,-3.3692
0.8417,-3.4232
0.8414,-3.3153
0.8411,-3.3908
0.8407,-3.4016
0.8404,-3.3153
0.8401,-3.4232
0.8401,-3.38
0.8398,-3.3153
0.8392,-3.4232
0.8389,-3.3368
0.8386,-3.3368
0.8383,-3.4232
0.838,-3.326
