E,j
0.07178735296666505,28.032301549976182
0.07977820253153145,31.400814083545583
0.10373561020454236,28.307130735869805
0.12968549071304358,21.562238000026582
0.16661681536840156,14.253573561961502
0.1885777708772458,11.441120431665695
0.2025556084004776,12.000177048153546
0.2235252072213727,15.366254364633278
0.2435003414508765,22.102530139124156
0.2634844959172562,36.70221848749179
0.27347791850429726,45.12537307434695
0.2817352284066239,51.177347012981954
0.294458470420234,58.03983658671336
0.30244835357434185,60.56587828331749
0.31453907194873976,60.083813338322216
0.3253766462246135,54.69520484122654
0.3374721005813346,46.36154553294614
0.3491390585034817,38.94056369019722
0.36420454385263534,32.70865893908672
0.3768043435804771,28.69272072209037
0.39858345260498784,24.483882836667135
0.42464604878636547,19.365477939812536
0.451150398633573,12.515180278008074
0.47610581455068246,9.140486000175997
0.5020634266384376,9.135615544686061
0.5363701269942585,10.537258466965113
0.5739487442451956,11.368812849344067
0.6058964807468323,11.288698901497582
0.663730774258225,9.261284223467555
0.7038165388805977,8.278675365297659
0.767340737500035,10.696759591362024
0.7975914536526658,18.06687425125324
0.8153641087652799,26.66802160913153
0.8329149632479937,35.57731792160757
0.8465353272073441,38.765385682298074
0.8719357361903508,36.482753217485424
0.907436386275353,39.10890198061679
0.9271289292539866,41.27777271467153
0.941121267286152,42.39847395594211
0.9478194687525157,43.05640201597089
0.9473354329485077,7.928742026100963
0.9393304087728118,-7.7965206188878255
0.9153604596755109,-15.635853200662268
0.893654954937535,-19.83656396795527
0.8654310343140479,-25.194425366750238
0.8330320971392284,-31.51885948762424
0.7990715930797971,-33.400299821048975
0.7622180696896048,-30.84245810774769
0.7385384791909868,-27.343182043860452
0.718049032210129,-22.927850076985806
0.6947170204846942,-18.703194049089234
0.6692204948087366,-15.656057808545484
0.6467994193721498,-15.043335730180615
0.6218395219069996,-15.67445132928674
0.5888923750012409,-16.436652827339458
0.5471969247655868,-16.22599106813618
0.513018132394826,-14.737410526450276
0.48198615701934533,-14.162177232220074
0.44803705105623703,-18.087498483021818
0.43014439687484596,-22.585243153985175
0.4123479505334584,-27.867043846192928
0.3891145425383451,-34.31801887604365
0.36387160642215255,-39.90656166111785
0.3482525620933219,-44.755842393184366
0.33609565459814283,-53.459446663821836
0.3222730438154835,-63.84774432946688
0.31236917198880865,-66.77907174561301
0.3033013943775995,-66.09083793617083
0.28833360236309025,-59.3480057817485
0.2723702657707334,-50.07744598496993
0.2557565686091079,-39.839440023347606
0.23844822037166136,-30.412657306456822
0.21169508404970805,-22.719778050105333
0.18799988062850526,-20.8509057111512
0.16575586129455777,-23.11683521432792
0.14349551597248378,-27.535775093523398
0.11264747421129706,-35.724894644241886
0.09529362715431478,-42.001418132034814
0.08476321119785424,-47.16365865342368
0.07896275183341839,-50.856376020280095
0.0716952181062187,-52.28647833001219
0.0716952181062187,-52.28647833001219
