E,j
0.07827919880012657,33.5622725144641
0.07827920515373488,33.56240016482752
0.0921269253409378,40.46437513966839
0.09788887845595529,44.2600504824743
0.10981476242093913,53.87695845342569
0.1158014680752173,62.18813775532237
0.12115424604702296,69.86651970638275
0.12555701554948206,76.616879706909
0.1310744163349551,81.55212048817987
0.13759092233250736,82.35120740293564
0.1440080487777433,78.12837011245017
0.1514559034671903,70.40242897294615
0.1601127949929393,62.76035929484533
0.16735600436644238,56.9757555270636
0.1746874304140953,52.96351323154954
0.19209992142440302,48.73609530145836
0.20731598460412037,45.775597686001106
0.21946721783459333,41.761397309015706
0.23308044287786123,36.86032056072156
0.24378006973294553,33.943938828539785
0.26319041505995977,30.51750338652755
0.27790422632356204,26.544417334693435
0.291827232551096,21.811999850668826
0.3051645116216384,17.417470340372006
0.325030899071755,14.075222240869152
0.34985506430845104,10.477694572010137
0.3664330713319448,7.643257426053424
0.38947507336896714,4.552908852966198
0.41744400124758885,3.612723502141762
0.4481724101920168,3.6420541810716713
0.4798255073530726,4.092985953649418
0.5117965605447945,4.881394691811693
0.5407449045686825,5.4600609990650355
0.5663522432816499,5.491539965759102
0.5952731671852824,5.5215969709835235
0.6217820892183707,5.510476484391688
0.6514814419881971,6.0466384176151
0.6833187227228295,7.172713621357161
0.7079136950664164,8.04862718904053
0.7423452891781825,9.84883477505798
0.7625912034768154,11.10637244567556
0.7886383238939922,13.92292836064189
0.801874538524382,16.576069230185112
0.824313764314935,22.559231680056882
0.8356465333587104,26.310444567361515
0.8477471116771158,30.35669255436926
0.859313928947548,32.75730203972262
0.8756878339417011,34.902695170165885
0.8831921571430663,37.389419436161575
0.8945275677525795,44.221281760695774
0.902197828141367,50.04185057069469
0.9094707446818124,56.95982767587111
0.9179165613937035,60.20578824702011
0.9276185257173672,58.42925596959958
0.9361612055459367,54.543137358032254
0.9450470477576167,51.50091661671695
0.9535897275861855,47.61479800514951
0.9537201997022584,41.15795733285313
0.9541185712515596,24.952461595697855
0.9484249745597588,7.399111958791309
0.9467999309208581,-1.0404650374106268
0.9403886890985313,-8.80284544172116
0.9256268103815579,-14.873639102224843
0.9097776066015513,-18.58070419366311
0.8817108557515458,-25.65874750761475
0.8672234803266388,-29.239783994362256
0.8514640529785189,-34.17072824788579
0.8315144309063023,-38.55132582419719
0.8009262110986506,-38.79169385587784
0.7778196405705886,-33.97101330344674
0.7541008045759021,-26.3226251431646
0.725938389494297,-20.191635425416735
0.6961290263507656,-16.88743748923048
0.666177489691598,-13.414358780626458
0.6400937610134358,-10.913544334724293
0.6026965994276632,-8.745594254429193
0.5619503715848437,-7.293649263789575
0.5177312364526001,-6.009068520015603
0.48839417902786764,-5.321509021901193
0.45319554355181935,-4.378322723688029
0.4020019866435314,-4.019236690475282
0.36633194643114164,-6.494177358030697
0.3442008313436471,-9.312376036316778
0.2992695110826631,-13.260440969428828
0.2746717816846622,-17.217035839151322
0.254084033783303,-22.314775743993437
0.24054811109680374,-27.964062779369442
0.21941910048297997,-40.91102419545905
0.20920096431062074,-46.477324389428304
0.19361876215818952,-53.89821531670327
0.18484028716607503,-57.77703579461809
0.1798510034244416,-58.154742465357344
0.1695989037336385,-55.32295903604688
0.16249036621128,-55.91081905027602
0.15549195455130316,-60.33900706910515
0.14231700965933847,-70.84162221211795
0.13305597022951976,-81.38806856359327
0.12803452175755337,-85.43728624391554
0.12268725789457524,-86.95430559089755
0.11371229643788561,-79.64971283060027
0.10917869871190233,-70.86994193772136
0.10337160797044898,-60.44374248727411
0.0971560120908892,-52.169665562032264
0.09040665357495437,-45.54125905103558
0.08116294673060565,-43.63831912115313
0.07511252901889076,-43.19939909319646
