E,<I>,I (raw),j,j
V vs. RHE,mA,\g(m)A,\g(m)A cm\+(-2),mA cm\+(-2)
0.40467885,-0.00442836321922688,-4.42836321922688,-15.6621310254732,-0.0156621310254732
0.40367284,-0.00436727934073937,-4.36727934073937,-15.4460909987063,-0.0154460909987063
0.40267697,-0.00430477469166767,-4.30477469166767,-15.2250260239066,-0.0152250260239066
0.40167305,-0.00424148345579548,-4.24148345579547,-15.0011790673854,-0.0150011790673854
0.40069076,-0.00417208394436681,-4.17208394436681,-14.7557285053402,-0.0147557285053402
0.39968598,-0.00409599565682583,-4.09599565682583,-14.4866212370392,-0.0144866212370392
0.39867571,-0.00401329248941488,-4.01329248941488,-14.1941186169768,-0.0141941186169768
0.39767557,-0.00393062124648067,-3.93062124648067,-13.9017289066539,-0.0139017289066539
0.39670348,-0.00384978372353039,-3.84978372353039,-13.6158246541019,-0.0136158246541019
0.39567199,-0.00377287934902092,-3.77287934902092,-13.343831068578,-0.013343831068578
0.39469123,-0.00369866910397024,-3.69866910397024,-13.0813660168474,-0.0130813660168474
0.39367771,-0.0036214558541461,-3.6214558541461,-12.8082800083652,-0.0128082800083652
0.39266807,-0.00353849296374796,-3.53849296374796,-12.5148588061418,-0.0125148588061418
0.39167455,-0.00345264654020462,-3.45264654020462,-12.2112391916154,-0.0122112391916154
0.39066827,-0.0033715233754871,-3.3715233754871,-11.9243246879699,-0.0119243246879699
0.3896907,-0.00330054373464211,-3.30054373464211,-11.6732855613173,-0.0116732855613173
0.3886753,-0.00324123188006019,-3.24123188006019,-11.4635127870803,-0.0114635127870803
0.38768646,-0.00319055331217693,-3.19055331217693,-11.2842740184706,-0.0112842740184706
0.38669267,-0.0031419126054162,-3.1419126054162,-11.1122427092161,-0.0111122427092161
0.3856881,-0.00309378534883661,-3.09378534883661,-10.9420273585029,-0.0109420273585029
0.38469481,-0.00304528464099954,-3.04528464099954,-10.7704911941534,-0.0107704911941534
0.38368791,-0.00299692959864235,-2.99692959864235,-10.599470216052,-0.010599470216052
0.38270459,-0.00294884298899786,-2.94884298899786,-10.4293986244642,-0.0104293986244642
0.38168579,-0.00290208296610216,-2.90208296610216,-10.2640188737322,-0.0102640188737322
0.38070625,-0.0028538211774705,-2.8538211774705,-10.093327713217,-0.010093327713217
0.37970746,-0.00280398813689923,-2.80398813689924,-9.9170793857455,-0.0099170793857455
0.37869674,-0.00275325421009457,-2.75325421009457,-9.73764482500271,-0.00973764482500271
0.37769663,-0.00270358737988217,-2.70358737988217,-9.56198434642473,-0.00956198434642473
0.37669906,-0.00265666106921951,-2.65666106921951,-9.39601647302411,-0.00939601647302411
0.37568218,-0.00261496815518411,-2.61496815518411,-9.24855795389879,-0.00924855795389879
0.37468931,-0.00257612970947069,-2.57612970947069,-9.11119505129219,-0.00911119505129219
0.37368473,-0.00253758575955644,-2.53758575955644,-8.97487371451133,-0.00897487371451133
0.37269267,-0.00250155789459919,-2.50155789459919,-8.84745120791145,-0.00884745120791145
0.37168285,-0.00246421809040637,-2.46421809040637,-8.71538866543655,-0.00871538866543655
0.37068528,-0.0024275780069729,-2.4275780069729,-8.58580087890908,-0.00858580087890908
0.36968476,-0.00239205750262447,-2.39205750262447,-8.46017279339421,-0.00846017279339421
0.36868441,-0.0023577062125292,-2.3577062125292,-8.33867995738871,-0.00833867995738871
0.36767989,-0.00232565235112109,-2.32565235112108,-8.22531261320464,-0.00822531261320464
0.36668423,-0.00229596582842835,-2.29596582842835,-8.12031801698778,-0.00812031801698778
0.36570704,-0.0022679324772778,-2.2679324772778,-8.02117031905355,-0.00802117031905355
0.36469311,-0.00224249396524101,-2.24249396524101,-7.93119998715226,-0.00793119998715226
0.36370704,-0.00221923945638181,-2.21923945638181,-7.84895398639412,-0.00784895398639412
0.36269206,-0.00219671059069999,-2.19671059069999,-7.76927442338268,-0.00776927442338268
0.36170256,-0.00217517048784228,-2.17517048784228,-7.69309189350461,-0.00769309189350461
0.36069334,-0.00215169107246362,-2.15169107246362,-7.61005044865081,-0.00761005044865081
0.35970449,-0.00212708651997673,-2.12708651997673,-7.52302964529854,-0.00752302964529854
0.35870755,-0.00210212919086593,-2.10212919086593,-7.43476114986841,-0.00743476114986841
0.35769194,-0.0020790756287978,-2.0790756287978,-7.35322585300136,-0.00735322585300136
0.35671178,-0.00205719125066631,-2.05719125066631,-7.27582569842093,-0.00727582569842093
0.35571596,-0.002036971716532,-2.036971716532,-7.20431372498779,-0.00720431372498779
0.35471517,-0.00201539060071809,-2.01539060071809,-7.12798614144953,-0.00712798614144953
0.35371089,-0.0019952935611703,-1.9952935611703,-7.05690740399298,-0.00705690740399298
0.35273516,-0.00197573293230057,-1.97573293230057,-6.98772583122402,-0.00698772583122402
0.3517423,-0.00195876437869123,-1.95876437869123,-6.92771184935632,-0.00692771184935632
0.35073599,-0.00193962065996957,-1.93962065996957,-6.86000479460715,-0.00686000479460715
0.34973186,-0.00191619386866173,-1.91619386866173,-6.77714946933104,-0.00677714946933105
0.34872919,-0.00188953958917813,-1.88953958917813,-6.68287923967842,-0.00668287923967842
0.34772721,-0.00186052952014708,-1.86052952014708,-6.58027710888445,-0.00658027710888444
0.3467201,-0.00183106476328652,-1.83106476328652,-6.47606684885425,-0.00647606684885425
0.34571975,-0.0018042967473472,-1.8042967473472,-6.38139435877634,-0.00638139435877634
0.34471521,-0.00178032784232427,-1.78032784232427,-6.29662169844525,-0.00629662169844525
0.34370831,-0.00175794774956253,-1.75794774956253,-6.21746831200334,-0.00621746831200334
0.34270206,-0.00173973125260495,-1.73973125260495,-6.15304063341183,-0.00615304063341183
0.34170702,-0.00172617384446817,-1.72617384446817,-6.10509111073445,-0.00610509111073445
0.34070501,-0.00171621996155913,-1.71621996155913,-6.06988645144707,-0.00606988645144707
0.33970913,-0.00170684922421868,-1.70684922421868,-6.03674424771045,-0.00603674424771045
0.33874092,-0.0016995136858087,-1.6995136858087,-6.01080008775068,-0.00601080008775068
0.3377319,-0.00169181067111721,-1.69181067111721,-5.98355624630934,-0.00598355624630934
0.33673325,-0.00168234381958933,-1.68234381958933,-5.95007410817202,-0.00595007410817202
0.3357397,-0.00167248036369629,-1.67248036369629,-5.91518926903102,-0.00591518926903102
0.33473006,-0.00166174231607228,-1.66174231607228,-5.87721119439728,-0.00587721119439728
0.33374396,-0.00165072436943268,-1.65072436943268,-5.83824317949918,-0.00583824317949919
0.3327392,-0.00164037118409194,-1.64037118409194,-5.80162627674972,-0.00580162627674972
0.33174226,-0.00163149616229122,-1.63149616229122,-5.7702373080912,-0.0057702373080912
0.3307237,-0.00162223911249586,-1.62223911249586,-5.7374971917939,-0.0057374971917939
0.32973844,-0.00161429998701755,-1.61429998701755,-5.70941827926725,-0.00570941827926725
0.32874262,-0.00160613350868112,-1.60613350868112,-5.68053527049177,-0.00568053527049177
0.32775649,-0.00159508639252534,-1.59508639252534,-5.64146408953395,-0.00564146408953395
0.32675129,-0.00158290800694279,-1.58290800694279,-5.59839186143745,-0.00559839186143745
0.32575223,-0.00157154295094289,-1.57154295094289,-5.55819619830632,-0.00555819619830632
0.32474813,-0.00156217526182445,-1.56217526182445,-5.52506477544971,-0.00552506477544971
0.32373446,-0.00155409619593329,-1.55409619593329,-5.49649092495766,-0.00549649092495766
0.3227441,-0.00154818627369321,-1.54818627369321,-5.47558885078437,-0.00547558885078437
0.32175633,-0.0015425942645177,-1.5425942645177,-5.45581116407107,-0.00545581116407107
0.3207494,-0.00153801091396922,-1.53801091396922,-5.43960087749968,-0.00543960087749968
0.31972784,-0.00153295529010696,-1.53295529010696,-5.42172026576428,-0.00542172026576428
0.31873539,-0.00152801042703584,-1.52801042703584,-5.4042313901936,-0.0054042313901936
0.31774762,-0.00152111515631582,-1.52111515631582,-5.3798443586592,-0.0053798443586592
0.3167305,-0.00151354048052275,-1.51354048052275,-5.35305442321952,-0.00535305442321952
0.31574333,-0.00150654015619188,-1.50654015619188,-5.32829584054165,-0.00532829584054165
0.31473219,-0.00149906457479826,-1.49906457479826,-5.30185637984653,-0.00530185637984653
0.31371957,-0.00149258908944224,-1.49258908944224,-5.27895403532807,-0.00527895403532807
0.31273627,-0.00148897384284888,-1.48897384284888,-5.26616771608744,-0.00526616771608744
0.31173149,-0.00148688618032288,-1.48688618032288,-5.25878412029807,-0.00525878412029807
0.31072015,-0.00148462667584681,-1.48462667584681,-5.25079275793574,-0.00525079275793574
0.30972531,-0.00148293854908843,-1.48293854908843,-5.24482223086548,-0.00524482223086548
0.30873391,-0.00147932896601964,-1.47932896601964,-5.2320559422455,-0.0052320559422455
0.30774546,-0.00147229958727419,-1.47229958727419,-5.20719460059655,-0.00520719460059655
0.30675596,-0.00146479771814888,-1.46479771814888,-5.18066216606941,-0.00518066216606941
0.30574378,-0.00145729887996519,-1.45729887996519,-5.15414045130538,-0.00515414045130538
0.30475599,-0.00144984964986684,-1.44984964986684,-5.12779418925249,-0.00512779418925249
0.30374777,-0.00144514676362127,-1.44514676362127,-5.11116113163512,-0.00511116113163512
0.30274111,-0.00144196884128986,-1.44196884128986,-5.09992153057274,-0.00509992153057274
0.30174121,-0.00143837093916469,-1.43837093916469,-5.08719655483984,-0.00508719655483984
0.30075431,-0.00143415502467784,-1.43415502467784,-5.07228580750129,-0.00507228580750129
0.29973233,-0.00142854251326854,-1.42854251326854,-5.05243560896904,-0.00505243560896904
0.29874048,-0.00142576100329784,-1.42576100329784,-5.04259802983359,-0.00504259802983359
0.29774675,-0.00142404092659692,-1.42404092659692,-5.03651450295694,-0.00503651450295694
0.29675049,-0.00142460361348639,-1.42460361348639,-5.0385046007319,-0.0050385046007319
0.29575357,-0.00142505261929828,-1.42505261929828,-5.04009263394165,-0.00504009263394165
0.29474813,-0.00142323900915168,-1.42323900915168,-5.03367830017115,-0.00503367830017115
0.29373872,-0.00142159173345944,-1.42159173345944,-5.02785225419212,-0.00502785225419212
0.29275474,-0.001418492521528,-1.418492521528,-5.01689103422372,-0.00501689103422372
0.29174617,-0.0014167810240906,-1.4167810240906,-5.01083785028481,-0.00501083785028481
0.29076213,-0.00141517461623961,-1.41517461623961,-5.0051563447269,-0.0050051563447269
0.28974804,-0.00141348066154024,-1.41348066154024,-4.9991652055318,-0.0049991652055318
0.2887384,-0.00141063791033957,-1.41063791033957,-4.98911102985256,-0.00498911102985256
0.28775036,-0.00140777191952818,-1.40777191952818,-4.9789746608639,-0.0049789746608639
0.28676701,-0.0014047368225268,-1.4047368225268,-4.9682402010743,-0.0049682402010743
0.285734,-0.00140129352783131,-1.40129352783131,-4.9560620372674,-0.0049560620372674
0.28475517,-0.0013983488237904,-1.3983488237904,-4.94564727717733,-0.00494564727717733
0.28374001,-0.00139500746344209,-1.39500746344209,-4.93382963237546,-0.00493382963237546
0.28276086,-0.00139157589243647,-1.39157589243647,-4.92169293263956,-0.00492169293263956
0.28174952,-0.00138950292380792,-1.38950292380792,-4.91436130588159,-0.00491436130588159
0.2807577,-0.00138765151182775,-1.38765151182775,-4.90781327547395,-0.00490781327547395
0.27975333,-0.00138701881446144,-1.38701881446144,-4.90557556628887,-0.00490557556628887
0.27874708,-0.00138564559246232,-1.38564559246232,-4.90071878697501,-0.00490071878697501
0.27776268,-0.00138544152772132,-1.38544152772132,-4.89999705559188,-0.00489999705559188
0.2767823,-0.00138437727976755,-1.38437727976755,-4.89623304842484,-0.00489623304842484
0.27575737,-0.00138244428722424,-1.38244428722424,-4.88939648579755,-0.00488939648579755
0.27476022,-0.00138075615409939,-1.38075615409939,-4.88342593621051,-0.00488342593621051
0.27376461,-0.00137882601191248,-1.37882601191248,-4.87659945465679,-0.00487659945465679
0.27276003,-0.00137722825790357,-1.37722825790357,-4.87094855580429,-0.00487094855580429
0.27177268,-0.00137671223607564,-1.37671223607564,-4.869123501923,-0.004869123501923
0.27076599,-0.00137542936641289,-1.37542936641289,-4.86458627863035,-0.00486458627863035
0.26976418,-0.00137524571629102,-1.37524571629102,-4.86393674919265,-0.00486393674919265
0.2687518,-0.00137470630326991,-1.37470630326991,-4.86202896588872,-0.00486202896588872
0.26777184,-0.0013742689796143,-1.3742689796143,-4.8604822498549,-0.0048604822498549
0.26676133,-0.00137294236386272,-1.37294236386272,-4.85579030642276,-0.00485579030642276
0.26575232,-0.0013713651325007,-1.3713651325007,-4.85021199158576,-0.00485021199158576
0.26475176,-0.0013712426899575,-1.3712426899575,-4.84977893967473,-0.00484977893967473
0.26376015,-0.00136924252819881,-1.36924252819881,-4.84270481454411,-0.00484270481454411
0.26276153,-0.00136887812833366,-1.36887812833366,-4.84141601365966,-0.00484141601365966
0.26176694,-0.0013683241080192,-1.3683241080192,-4.83945656762363,-0.00483945656762363
0.26075643,-0.00136757478079138,-1.36757478079138,-4.83680636468362,-0.00483680636468362
0.25974488,-0.00136737654510297,-1.36737654510297,-4.83610524935678,-0.00483610524935678
0.25874305,-0.00136690425006236,-1.36690425006236,-4.83443484734989,-0.00483443484734989
0.25773555,-0.00136612285475874,-1.36612285475874,-4.83167122679254,-0.00483167122679254
0.25674117,-0.00136534146632685,-1.36534146632685,-4.82890763053899,-0.00482890763053899
0.25575438,-0.00136467670310796,-1.36467670310796,-4.82655651159963,-0.00482655651159963
0.25475132,-0.00136421023338092,-1.36421023338092,-4.82490671242491,-0.00482490671242491
0.25375167,-0.00136318984287856,-1.36318984287856,-4.82129781926192,-0.00482129781926192
0.25276533,-0.00136335023792829,-1.36335023792829,-4.82186510070663,-0.00482186510070663
0.25177583,-0.00136379628090961,-1.36379628090961,-4.82344265504683,-0.00482344265504683
0.25077492,-0.00136411996067586,-1.36411996067586,-4.82458743804188,-0.00482458743804188
0.24976951,-0.00136381083474488,-1.36381083474488,-4.82349412870958,-0.00482349412870958
0.24878593,-0.00136404993221125,-1.36404993221125,-4.82433976301301,-0.00482433976301301
0.24777441,-0.0013647933881455,-1.3647933881455,-4.82696920049981,-0.00482696920049981
0.24677704,-0.00136487794113943,-1.36487794113943,-4.82726824554289,-0.00482726824554289
0.24577779,-0.00136595666269083,-1.36595666269083,-4.8310834425901,-0.0048310834425901
0.24477153,-0.00136630072190908,-1.36630072190908,-4.83230030315234,-0.00483230030315234
0.24376996,-0.00136738534244311,-1.36738534244311,-4.83613636358278,-0.00483613636358278
0.24276878,-0.00136927458616912,-1.36927458616911,-4.84281819642053,-0.00484281819642053
0.24176529,-0.00136833291960809,-1.36833291960809,-4.83948773224428,-0.00483948773224428
0.24075711,-0.00136878772284237,-1.36878772284237,-4.84109626964139,-0.00484109626964139
0.23976569,-0.00136883437173512,-1.36883437173512,-4.84126125634963,-0.00484126125634963
0.23876686,-0.0013676302074196,-1.3676302074196,-4.83700239628052,-0.00483700239628052
0.23785096,-0.00136795970390975,-1.36795970390975,-4.83816775172804,-0.00483816775172804
0.23684666,-0.00137110264252745,-1.37110264252745,-4.84928362321341,-0.00484928362321341
0.23585165,-0.00137822539141376,-1.37822539141376,-4.87447519418359,-0.00487447519418359
0.23482649,-0.00138511786755972,-1.38511786755972,-4.89885234193412,-0.00489885234193412
0.23380986,-0.00138814425271347,-1.38814425271347,-4.90955598986564,-0.00490955598986564
0.23279381,-0.00138627537651498,-1.38627537651498,-4.90294619242084,-0.00490294619242084
0.23178566,-0.00138361925312185,-1.38361925312185,-4.89355207758798,-0.00489355207758798
0.23077619,-0.00138042378886085,-1.38042378886085,-4.88225043464105,-0.00488225043464106
0.2297731,-0.00137700374034466,-1.37700374034466,-4.87015448737515,-0.00487015448737515
0.22875138,-0.00137471510546068,-1.37471510546068,-4.8620600972703,-0.0048620600972703
0.2277606,-0.00137503289129704,-1.37503289129704,-4.86318403475255,-0.00486318403475255
0.22675498,-0.00137553145860794,-1.37553145860794,-4.86494735590795,-0.00486494735590795
0.22576992,-0.00137759572296798,-1.37759572296798,-4.87224819761349,-0.00487224819761349
0.22477916,-0.00137922550119482,-1.37922550119482,-4.87801235896782,-0.00487801235896782
0.22377931,-0.00138053452883468,-1.38053452883468,-4.88264209717957,-0.00488264209717957
0.22278829,-0.00138115261840236,-1.38115261840236,-4.88482814184554,-0.00488482814184554
0.2217954,-0.00138279990945496,-1.38279990945496,-4.89065424215072,-0.00489065424215072
0.22080657,-0.0013846221764753,-1.3846221764753,-4.89709919334895,-0.00489709919334895
0.21979371,-0.0013860741290854,-1.3860741290854,-4.90223442523856,-0.00490223442523856
0.21878596,-0.00138755535115504,-1.38755535115504,-4.90747317666522,-0.00490747317666522
0.21777695,-0.00138858740794805,-1.38858740794805,-4.911123330891,-0.004911123330891
0.21677263,-0.00138966612707413,-1.38966612707413,-4.91493851936041,-0.00491493851936041
0.21577993,-0.00139142138464699,-1.39142138464699,-4.92114647311864,-0.00492114647311864
0.21478407,-0.00139272171175738,-1.39272171175738,-4.92574543950206,-0.00492574543950206
0.21378376,-0.00139387623666051,-1.39387623666051,-4.92982873606332,-0.00492982873606332
0.21276328,-0.00139506292119525,-1.39506292119525,-4.93402577405431,-0.00493402577405431
0.2117568,-0.00139688518902403,-1.39688518902403,-4.94047072811181,-0.00494047072811181
0.21077855,-0.00139836340258626,-1.39836340258626,-4.94569883912011,-0.00494569883912011
0.20976762,-0.00140070459353107,-1.40070459353106,-4.95397910826651,-0.00495397910826651
0.20877305,-0.00140248312972189,-1.40248312972189,-4.960269393294,-0.004960269393294
0.20776868,-0.00140611597392611,-1.40611597392611,-4.97311795135144,-0.00497311795135144
0.20675097,-0.00140977492901584,-1.40977492901584,-4.98605885777547,-0.00498605885777547
0.20577465,-0.00141327365761552,-1.41327365761552,-4.99843307891272,-0.00499843307891272
0.20478408,-0.00141631164792166,-1.41631164792166,-5.00917777167466,-0.00500917777167466
0.20377782,-0.0014177665853923,-1.4177665853923,-5.01432356034894,-0.00501432356034894
0.20278682,-0.00141768195630397,-1.41768195630397,-5.01402424617701,-0.00501402424617701
0.20178905,-0.00141790360380077,-1.41790360380077,-5.01480816383789,-0.00501480816383789
0.20077558,-0.00141757699111622,-1.41757699111622,-5.01365300776628,-0.00501365300776628
0.19980012,-0.00141768776848039,-1.41768776848039,-5.01404480254607,-0.00501404480254607
0.19878682,-0.00141625632841169,-1.41625632841169,-5.00898211893109,-0.00500898211893109
0.19778864,-0.00141413086102046,-1.41413086102046,-5.00146481578233,-0.00500146481578233
0.1967847,-0.00141557700600161,-1.41557700600161,-5.00657950738628,-0.00500657950738628
0.19578546,-0.0014185770068151,-1.4185770068151,-5.01718983980286,-0.00501718983980286
0.19479153,-0.00142232059261005,-1.42232059261005,-5.0304300661174,-0.0050304300661174
0.19377781,-0.00142451320819722,-1.42451320819722,-5.03818485742848,-0.00503818485742848
0.19278175,-0.00142763868481981,-1.42763868481981,-5.04923896973968,-0.00504923896973968
0.19177444,-0.00143215489899578,-1.43215489899578,-5.0652118099656,-0.0050652118099656
0.19078302,-0.00143694815172543,-1.43694815172543,-5.08216447364144,-0.00508216447364144
0.18978994,-0.00144145569730527,-1.44145569730527,-5.0981066549802,-0.0050981066549802
0.18877922,-0.00144409130734857,-1.44409130734857,-5.10742821867917,-0.00510742821867918
