E,<I>,I (raw),j,j
V vs. RHE,mA,\g(m)A,\g(m)A/cm\+(-2),mA/cm\+(-2)
-0.19530244,-0.00423949706600979,-4.23949706600979,-27.8816906726878,-0.0278816906726878
-0.19583769,-0.00423732301553374,-4.23732301553374,-27.8673927024484,-0.0278673927024484
-0.19683509,-0.00422947288582993,-4.22947288582993,-27.815765142685,-0.027815765142685
-0.19781363,-0.00394897119864859,-3.94897119864859,-25.971003569936,-0.025971003569936
-0.19844559,-0.00329710983270262,-3.29710983270262,-21.6839391649386,-0.0216839391649386
-0.19855702,-0.00260180930126807,-2.60180930126807,-17.1111905487308,-0.0171111905487308
-0.19818246,-0.00211012899651703,-2.11012899651703,-13.8775810064969,-0.0138775810064969
-0.19749042,-0.00170622968148058,-1.70622968148058,-11.2212763577581,-0.0112212763577581
-0.19654077,-0.00133959109512539,-1.33959109512539,-8.8100225004583,-0.0088100225004583
-0.19543575,-0.00115018544177776,-1.15018544177777,-7.56436770790358,-0.00756436770790358
-0.1942779,-0.00114962846115911,-1.14962846115911,-7.56070464101657,-0.00756070464101657
-0.19321831,-0.00117702362735549,-1.17702362735549,-7.74087307560243,-0.00774087307560243
-0.19218291,-0.00107852850224946,-1.07852850224946,-7.09310505778925,-0.00709310505778925
-0.19115664,-9.30202230645388E-4,-0.930202230645388,-6.11761500340169,-0.00611761500340169
-0.19010809,-8.79204327652081E-4,-0.879204327652081,-5.78221961709153,-0.00578221961709153
-0.18911448,-8.8623211265965E-4,-0.88623211265965,-5.8284389031635,-0.0058284389031635
-0.18817799,-8.10240994485956E-4,-0.810240994485956,-5.32867187471624,-0.00532867187471624
-0.18720753,-6.31109908631008E-4,-0.631109908631008,-4.15058932202064,-0.00415058932202064
-0.18622029,-4.58942258445757E-4,-0.458942258445757,-3.01830285228927,-0.00301830285228927
-0.18515541,-4.05159783869951E-4,-0.405159783869951,-2.66459431177466,-0.00266459431177466
-0.18415163,-4.19851839675782E-4,-0.419851839675782,-2.76121882853829,-0.00276121882853829
-0.1831678,-3.59359842251352E-4,-0.359359842251352,-2.3633841009515,-0.0023633841009515
-0.18220094,-1.91567979287456E-4,-0.191567979287456,-1.25987565461672,-0.00125987565461672
-0.18122157,6.40363662777568E-6,0.00640363662777568,0.0421144802923477,4.21144802923477E-5
-0.18018809,1.04103222585966E-4,0.104103222585966,0.684650515138525,6.84650515138525E-4
-0.17916584,1.17522323977128E-4,0.117522323977128,0.772903255562278,7.72903255562278E-4
-0.17818922,1.4820592855358E-4,0.14820592855358,0.974698600199441,9.74698600199441E-4
-0.17720646,2.87886623583392E-4,0.287886623583392,1.89332971873275,0.00189332971873275
-0.17622602,5.06066401461185E-4,0.506066401461185,3.32822187294525,0.00332822187294525
-0.17521547,6.86004429604106E-4,0.686004429604106,4.51161140307561,0.00451161140307561
-0.17419428,7.78240888242486E-4,0.778240888242486,5.11821835867847,0.00511821835867847
-0.17318648,7.74130277325942E-4,0.774130277325942,5.09118430717039,0.00509118430717039
-0.17222258,8.00729834079701E-4,0.800729834079701,5.26612029648503,0.00526612029648503
-0.17129561,9.21501765131123E-4,0.921501765131123,6.06039508217046,0.00606039508217046
-0.1702912,0.0011245652664608,1.1245652664608,7.39587276804507,0.00739587276804507
-0.16929339,0.00130925034995421,1.30925034995421,8.61048202231432,0.00861048202231432
-0.16825148,0.0014109067138768,1.4109067138768,9.27904040310063,0.00927904040310063
-0.16724211,0.00142127069436053,1.42127069436053,9.34720068095573,0.00934720068095573
-0.16625318,0.00142270271630372,1.42270271630372,9.35661858884314,0.00935661858884314
-0.16525026,0.00149804601389608,1.49804601389608,9.8521251277137,0.0098521251277137
-0.16425435,0.00165695367882614,1.65695367882614,10.897205308243,0.010897205308243
-0.16326222,0.00184651841643952,1.84651841643952,12.1439063424202,0.0121439063424202
-0.16225144,0.00198683555229056,1.98683555229056,13.0667231098247,0.0130667231098247
-0.16122155,0.00203852300526503,2.03852300526503,13.4066534253916,0.0134066534253916
-0.16020739,0.00202828614459981,2.02828614459981,13.3393291701596,0.0133393291701596
-0.15922208,0.00201189688474794,2.01189688474794,13.2315427354884,0.0132315427354884
-0.15824799,0.00206379636983911,2.06379636983911,13.5728675121902,0.0135728675121902
-0.15727945,0.00220819757265014,2.20819757265014,14.5225437607766,0.0145225437607766
-0.15629752,0.00237697065757757,2.37697065757757,15.6325053610687,0.0156325053610687
-0.15528314,0.00250408085978254,2.50408085978254,16.4684647411651,0.0164684647411651
-0.15423968,0.00255338157209432,2.55338157209432,16.7926982974614,0.0167926982974614
-0.15323655,0.00252497858006488,2.52497858006488,16.6059017445653,0.0166059017445653
-0.15224187,0.00249864430568576,2.49864430568576,16.4327104247234,0.0164327104247234
-0.15123957,0.00252023152198591,2.52023152198591,16.5746820024822,0.0165746820024822
-0.15024982,0.00261103599243344,2.61103599243344,17.171871272175,0.017171871272175
-0.14924286,0.0027208287934223,2.7208287934223,17.8939401561949,0.0178939401561949
-0.14824228,0.00279699401997076,2.79699401997076,18.3948522345793,0.0183948522345793
-0.14724617,0.00281182112794896,2.81182112794896,18.4923649422853,0.0184923649422853
-0.14625612,0.00276750368842236,2.76750368842236,18.2009046296476,0.0182009046296476
-0.14526191,0.00271295226169363,2.71295226169363,17.8421389595404,0.0178421389595404
-0.1442942,0.00270027568613942,2.70027568613942,17.758769552064,0.017758769552064
-0.14332142,0.002755834973262,2.755834973262,18.1241635677756,0.0181241635677756
-0.14234076,0.00284324490086066,2.84324490086066,18.699028115405,0.0186990281154049
-0.1413113,0.00289798210805102,2.89798210805102,19.0590155986856,0.0190590155986856
-0.14029224,0.00289352674048536,2.89352674048536,19.0297142031746,0.0190297142031746
-0.13926747,0.00283170866027326,2.83170866027326,18.6231582925049,0.0186231582925049
-0.1382501,0.0027746908053814,2.7746908053814,18.2481717862844,0.0182481717862844
-0.13726945,0.00277492947558737,2.77492947558737,18.2497414368236,0.0182497414368236
